Rancho Sort	GARD Disease Title	GARD Disease ID	Rancho Disease Comment	Rancho Disease Status	oopd Vlookup	Metamap Text1	Metamap Term1	Metamap Name1	Metamap Type1	Designation	Neo4j Resolve1	Neo4j Resolve2	Neo4j Resolve3	Generic Name	Trade Name	Designation Date	Designation	Orphan Drug Status	FDA Approval Status	Approved Indication	Marketing Approval Date	Exclusivity End Date	Contact Company	Contact Address 1	Contact Address 2	Contact City	Contact State	Contact Zip	Contact Country	CF Grid Key
773	Hereditary angioedema	5979	done		4348	acquired C1-esterase inhibitor deficiency.	C0413236	Acquired C1 esterase inhibitor deficiency	dsyn	Treatment of (acute attacks of) angioedema caused by hereditary or acquired C1-esterase inhibitor deficiency.	 Acquired angioedema|GARD:0008605|HUMAN C1-ESTERASE INHIBITOR|C1-ESTERASE INHIBITOR (RECOMBINANT)|RUCONEST|GARD:0008605	Hereditary angioedema |GARD:0005979|HUMAN C1-ESTERASE INHIBITOR|C1-ESTERASE INHIBITOR (RECOMBINANT)|RUCONEST|GARD:0005979		C1-esterase inhibitor (recombinant)	Ruconest	36214	Treatment of (acute attacks of) angioedema caused by hereditary or acquired C1-esterase inhibitor deficiency.	Designated/Approved	Approved for Orphan Indication	Treatment of acute attacks of hereditary angioedema (HAE) in adult and adolescent patients.	 07/16/2014 	 07/16/2021	Pharming Group N.V.	P. O. Box 451 Darwinweg 24	2300 Al Leiden	Leiden			Netherlands	123599
3819	Hereditary angioedema	5979			2214	of angioedema	C0002994	Angioedema	patf	Treatment of angioedema	HEREDITARY ANGIOEDEMA|DOID:14735|MESH:D054179	Acquired angioedema|GARD:0008605|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0008605	Hereditary angioedema|GARD:0005979|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0005979	lanadelumab-flyo	Takhzyro	41604	Treatment of angioedema	Designated/Approved	Approved for Orphan Indication	Prophylaxis to prevent attacks of hereditary angioedema (HAE) in patients 12 years and older	 08/23/2018 	 08/23/2025	Dyax Corporation	55 Network Drive		Burlington	Massachusetts	1803	USA	397213
380	Hereditary angioedema	5979	done		3893	of angioedema	C0002994	Angioedema	patf	Treatment of angioedema	HEREDITARY ANGIOEDEMA|DOID:14735|MESH:D054179	Acquired angioedema|GARD:0008605|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0008605	Hereditary angioedema|GARD:0005979|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0005979	C1 esterase inhibitor (human)	Cinryze(R)	38184	Treatment of angioedema	Designated/Approved	Approved for Orphan Indication	"CINRYZE is a C1 esterase inhibitor indicated for routine prophylaxis against angioedema attacks in adults, adolescents and pediatric patients (6 years old and above) with Hereditary Angioedema (HAE)."	 06/20/2018 	 06/20/2025	"ViroPharma Biologics, Inc."	300 Shire Way		Lexington	Massachusetts	2421	USA	185804
380	Hereditary angioedema	5979	done		3893	of angioedema	C0002994	Angioedema	patf	Treatment of angioedema	HEREDITARY ANGIOEDEMA|DOID:14735|MESH:D054179	Acquired angioedema|GARD:0008605|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0008605	Hereditary angioedema|GARD:0005979|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0005979	C1 esterase inhibitor (human)	Cinryze(R)	38184	Treatment of angioedema	Designated/Approved	Approved for Orphan Indication	Routine prophylaxis against angioedema attacks in patients with Hereditary Angioedema (HAE)	 10/10/2008 	 10/10/2015	"ViroPharma Biologics, Inc."	300 Shire Way		Lexington	Massachusetts	2421	USA	185804
2353	Hereditary angioedema	5979	done		3966	of angioedema	C0002994	Angioedema	patf	Treatment of angioedema	HEREDITARY ANGIOEDEMA|DOID:14735|MESH:D054179	Acquired angioedema|GARD:0008605|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0008605	Hereditary angioedema|GARD:0005979|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0005979	icatibant	Firazyr	37950	Treatment of angioedema	Designated/Approved	Approved for Orphan Indication	Treatment of acute attacks of hereditary angioedema in adults 18 years of age and older	 08/25/2011 	 08/25/2018	Shire	300 Shire Way		Lexington	Massachusetts	2421	USA	176203
2168	Hereditary angioedema	5979	done		4041	of angioedema	C0002994	Angioedema	patf	Treatment of angioedema	HEREDITARY ANGIOEDEMA|DOID:14735|MESH:D054179	Acquired angioedema|GARD:0008605|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0008605	Hereditary angioedema|GARD:0005979|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0005979	ecallantide	Kalbitor	37656	Treatment of angioedema	Designated/Approved	Approved for Orphan Indication	Treatment of acute attacks of hereditary angioedema (HAE) in patients 12 years of age and older	 03/28/2014 	 03/28/2021	"Dyax Corp. (an indirect, wholly-owned subsidiary of Shire plc.)"	650 East Kendall Street		Cambridge	Massachusetts	2142	USA	160802
2168	Hereditary angioedema	5979	done		4041	of angioedema	C0002994	Angioedema	patf	Treatment of angioedema	HEREDITARY ANGIOEDEMA|DOID:14735|MESH:D054179	Acquired angioedema|GARD:0008605|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0008605	Hereditary angioedema|GARD:0005979|C1 ESTERASE INHIBITOR (HUMAN)|CINRYZE(R)|GARD:0005979	ecallantide	Kalbitor	37656	Treatment of angioedema	Designated/Approved	Approved for Orphan Indication	Treatment of acute attacks of hereditary angioedema in patients 16 years of age and older	 12/01/2009 	 12/01/2016	"Dyax Corp. (an indirect, wholly-owned subsidiary of Shire plc.)"	650 East Kendall Street		Cambridge	Massachusetts	2142	USA	160802
772	Hereditary angioedema	5979	done		4733	of hereditary angioedema.	C0019243	"Angioedemas, Hereditary"	dsyn	Prevention and/or treatment of acute attacks of hereditary angioedema.	"Hereditary angioedema|GARD:0005979|HUMAN C1-ESTERASE INHIBITOR|C1-ESTERASE-INHIBITOR, HUMAN, PASTEURIZED|BERINERT|GARD:0005979"	"Hereditary angioedema|GARD:0005979|HUMAN C1-ESTERASE INHIBITOR|C1-ESTERASE-INHIBITOR, HUMAN, PASTEURIZED|BERINERT|GARD:0005979"	"HEREDITARY ANGIOEDEMA|ANGIONEUROTIC EDEMA, HEREDITARY|C1-INH|C1NH|COMPLEMENT COMPONENT 1 INHIBITOR DEFICIENCY|COMPLEMENT COMPONENT C1, REGULATORY COMPONENT DEFICIENCY|ESTERASE INHIBITOR DEFICIENCY|HAE|HANE"	"C1-esterase-inhibitor, human, pasteurized"	Haegarda	33893	Prevention and/or treatment of acute attacks of hereditary angioedema.	Designated/Approved	Approved for Orphan Indication	Treatment of acute attacks of hereditary angioedema.	 10/08/2009 	 10/08/2016	CSL Behring LLC	1020 First Ave.	PO Box 61501	King of Prussia	Pennsylvania	19406	USA	67592
772	Hereditary angioedema	5979	done		4733	of hereditary angioedema.	C0019243	"Angioedemas, Hereditary"	dsyn	Prevention and/or treatment of acute attacks of hereditary angioedema.	"Hereditary angioedema|GARD:0005979|HUMAN C1-ESTERASE INHIBITOR|C1-ESTERASE-INHIBITOR, HUMAN, PASTEURIZED|BERINERT|GARD:0005979"	"Hereditary angioedema|GARD:0005979|HUMAN C1-ESTERASE INHIBITOR|C1-ESTERASE-INHIBITOR, HUMAN, PASTEURIZED|BERINERT|GARD:0005979"	"HEREDITARY ANGIOEDEMA|ANGIONEUROTIC EDEMA, HEREDITARY|C1-INH|C1NH|COMPLEMENT COMPONENT 1 INHIBITOR DEFICIENCY|COMPLEMENT COMPONENT C1, REGULATORY COMPONENT DEFICIENCY|ESTERASE INHIBITOR DEFICIENCY|HAE|HANE"	"C1-esterase-inhibitor, human, pasteurized"	Haegarda	33893	Prevention and/or treatment of acute attacks of hereditary angioedema.	Designated/Approved	Approved for Orphan Indication	For routine prophylaxis to prevent Hereditary Angioedema (HAE) attacks in adolescent and adult patients.	 06/22/2017 	 06/22/2024	CSL Behring LLC	1020 First Ave.	PO Box 61501	King of Prussia	Pennsylvania	19406	USA	67592
285	Hereditary antithrombin deficiency	6148	done		3431	to	C0041260	Tryptophanase	aapp	"Treatment of congenital antithrombin deficiency to prevent the occurrence of serious, potentially life-threatening venous thromboembolisms which may develop as a result of surgical or obstetrical procedures"	Antithrombin deficiency|GARD:0012690|ATRYN|RECOMBINANT HUMAN ANTITHROMBIN|GARD:0012690	Hereditary antithrombin deficiency|GARD:0006148|ANTITHROMBIN ALFA|RECOMBINANT HUMAN ANTITHROMBIN|ATRYN|GARD:0006148		recombinant human antithrombin	Atryn	39423	"Treatment of congenital antithrombin deficiency to prevent the occurrence of serious, potentially life-threatening venous thromboembolisms which may develop as a result of surgical or obstetrical procedures"	Designated/Approved	Approved for Orphan Indication	"Prevention of peri-operative and peri-partum thromboembolic events, in hereditary antithrombin deficient patients."	 02/06/2009 	 02/06/2016	"GTC Biotherapeutics, Inc."	175 Crossing Blvd		Framingham	Massachusetts	1702	USA	246807
264	Hereditary antithrombin deficiency	6148	done		5215	with hereditary antithrombin III deficiency	C2586031	Hereditary antithrombin III deficiency	dsyn	For the treatment of patients with hereditary antithrombin III deficiency in connection with surgical or obstetrical procedures or when they suffer from thromboembolism.	Hereditary antithrombin deficiency|GARD:0006148|ANTITHROMBIN III HUMAN|ANTITHROMBIN III (HUMAN)|ATNATIV|GARD:0006148			Antithrombin III (human)	Atnativ	31086	For the treatment of patients with hereditary antithrombin III deficiency in connection with surgical or obstetrical procedures or when they suffer from thromboembolism.	Designated/Approved	Approved for Orphan Indication		 12/13/1989 	 12/13/1996	Pharmacia & Upjohn AB	Lindhagensgatan 133	Stockholm				Sweden	5084
263	Hereditary antithrombin deficiency	6148	done		5228	pulmonary emboli.	C0034065	Pulmonary Embolism	dsyn	For replacement therapy in congenital deficiency of AT-III for prevention and treatment of thrombosis and pulmonary emboli.	Hereditary antithrombin deficiency|GARD:0006148|ANTITHROMBIN III HUMAN|ANTITHROMBIN III (HUMAN)|THROMBATE III|GARD:0006148			Antithrombin III (human)	Thrombate Iii	31012	For replacement therapy in congenital deficiency of AT-III for prevention and treatment of thrombosis and pulmonary emboli.	Designated/Approved	Approved for Orphan Indication		 12/30/1991 	 12/30/1998	Bayer Corporation	"Pharmaceutical Division, Biological Products"	400 Morgan Lane	New Haven	Connecticut	6516	USA	4084
1723	Herpes zoster oticus	7525	approximate		3569	from varicella	C0008049	Chickenpox	dsyn	"Passive immunization for the treatment of exposed, susceptible individuals who are at risk of complications from varicella"	Herpes zoster oticus|GARD:0007525|HUMAN VARICELLA-ZOSTER IMMUNE GLOBULIN|VARICELLA ZOSTER IMMUNE GLOBULIN (HUMAN)|VARIZIG|GARD:0007525			Varicella Zoster Immune Globulin (Human)	Varizig	39028	"Passive immunization for the treatment of exposed, susceptible individuals who are at risk of complications from varicella"	Designated/Approved	Approved for Orphan Indication	Post exposure prophylaxis of varicella in high risk individuals to reduce the severity of varicella	 12/20/2012 	 12/20/2019	"Cangene bioPharma, Inc."	155 Innovation Drive	Winnipeg	Manitoba R3T5Y3			Canada	228006
1769	Hidradenitis suppurativa	6658	done		1725	Hurley stage 3 disease	C0012634	Disease	dsyn	Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease)				adalimumab	Humira	42137	Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease)	Designated/Approved	Approved for Orphan Indication	Treatment of moderate to severe hidradenitis suppurativa	 09/09/2015 	 09/09/2022	"AbbVie, Inc."	1 North Waukegan Road		North Chicago	Illinois	60064	USA	446414
1769	Hidradenitis suppurativa	6658	done		1725	Hurley stage 3 disease	C0012634	Disease	dsyn	Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease)				adalimumab	Humira	42137	Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease)	Designated/Approved	Approved for Orphan Indication	Treatment of moderate to severe hidradenitis suppurativa in patients 12 years of age and older.	 10/16/2018 	 10/16/2025	"AbbVie, Inc."	1 North Waukegan Road		North Chicago	Illinois	60064	USA	446414
2492	High dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation		MISSING	Not a disease	3261					High dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation	MELPHALAN|EVOMELA			melphalan	Evomela	39776	High dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation	Designated/Approved	Approved for Orphan Indication	for high-dose conditioning treatment prior to hematopoietic progenitor (stem) cell transplantation in patients with multiple myeloma	 03/10/2016 	 03/10/2023	Acrotech Biopharma LLC	279 Princeton Hightstown Road		East Windsor	New Jersey	8520	USA	270008
3385	Hodgkin lymphoma	2714			1536	of Hodgkin lymphoma.	C0019829	Hodgkin Disease	neop	Treatment of Hodgkin lymphoma.				pembrolizumab	Keytruda	42368	Treatment of Hodgkin lymphoma.	Designated/Approved	Approved for Orphan Indication	"Treatment for adult and pediatric patients with refractory classical Hodgkin Lymphoma (cHL), or who have relapsed after 3 or more prior lines of therapy."	 03/14/2017 	 03/14/2024	"Merck Sharp & Dohme Corp. a subsidiary of Merck & Co., Inc"	126 E. Lincoln Avenue	P. O. Box 2000	Rathway	Pennsylvania	7065	USA	502415
3383	Hodgkin lymphoma	2714			2024	of Hodgkin lymphoma	C0019829	Hodgkin Disease	neop	Treatment of Hodgkin lymphoma				nivolumab	Opdivo	41858	Treatment of Hodgkin lymphoma	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with Classical Hodgkin lymphoma that has relapsed or progressed after autologous hematopoietic stem cell transplantation (HSCT) and brentuximab vedotin	 05/17/2016 	 05/17/2023	Bristol-Myers Squibb Company	Route 206 & Province Line Road	P. O. Box 4000	Princeton	New Jersey	8543	USA	442614
3383	Hodgkin lymphoma	2714			2024	of Hodgkin lymphoma	C0019829	Hodgkin Disease	neop	Treatment of Hodgkin lymphoma				nivolumab	Opdivo	41858	Treatment of Hodgkin lymphoma	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with classical Hodgkin lymphoma (cHL) that has relapsed or progressed after autologous hematopoietic stem cell transplantation (HSCT) and brentuximab vedotin; or 3 or more lines of systemic therapy that includes autologous HSCT.	 04/25/2017 	 04/25/2024	Bristol-Myers Squibb Company	Route 206 & Province Line Road	P. O. Box 4000	Princeton	New Jersey	8543	USA	442614
1953	Hodgkin lymphoma	2714	done		3521	of Hodgkin's lymphoma	C0019829	Hodgkin Disease	neop	Treatment of Hodgkin's lymphoma				brentuximab vedotin	Adcetris	39112	Treatment of Hodgkin's lymphoma	Designated/Approved	Approved for Orphan Indication	Treatment of patients with classical Hodgkin lymphoma at high risk of relapse or progression as post-autologous hematopoietic stem cell transplantation (auto-HSCT) consolidation.	 08/17/2015 	 08/17/2022	"Seattle Genetics, Inc."	21823 30th Drive Southeast		Bothell	Washington	98021	USA	235606
1953	Hodgkin lymphoma	2714	done		3521	of Hodgkin's lymphoma	C0019829	Hodgkin Disease	neop	Treatment of Hodgkin's lymphoma				brentuximab vedotin	Adcetris	39112	Treatment of Hodgkin's lymphoma	Designated/Approved	Approved for Orphan Indication	"ADCETRIS is indicated for the treatment of adult patients with previously untreated Stage III or IV classical Hodgkin lymphoma (cHL), in combination with chemotherapy."	 03/20/2018 	 03/20/2025	"Seattle Genetics, Inc."	21823 30th Drive Southeast		Bothell	Washington	98021	USA	235606
1953	Hodgkin lymphoma	2714	done		3521	of Hodgkin's lymphoma	C0019829	Hodgkin Disease	neop	Treatment of Hodgkin's lymphoma				brentuximab vedotin	Adcetris	39112	Treatment of Hodgkin's lymphoma	Designated/Approved	Approved for Orphan Indication	The treatment of patients with Hodgkin lymphoma after failure of autologous stem cell transplant (ASCT) or after failure of at least two prior multi-agent chemotherapy regimens in patients who are not ASCT candidates	 08/19/2011 	 08/19/2018	"Seattle Genetics, Inc."	21823 30th Drive Southeast		Bothell	Washington	98021	USA	235606
2422	human cytomegalovirus viremia		MISSING		2677	disease	C0012634	Disease	dsyn	Prevention of human cytomegalovirus viremia and disease in at risk populations	LETERMOVIR	HUMAN HERPESVIRUS 5|CYTOMEGALOVIRUS DNA VACCINE WITH PLASMIDS EXPRESSING PP65 AND GB GENES	HUMAN HERPESVIRUS 5|CYTOMEGALOVIRUS DNA VACCINE W/COPOLYMER/BENZALKONIUM CHLORIDE	letermovir	Prevymis	40889	Prevention of human cytomegalovirus viremia and disease in at risk populations	Designated/Approved	Approved for Orphan Indication	Cytomegalovirus (CMV) infection	 11/08/2017 	 11/08/2024	Merck Sharpe & Dhome Corporation	"P. O. Box 1000, UG2D-68"		North Wales	Pennsylvania	19454	USA	340211
1748	Human immunodeficiency virus I infection		MISSING		5066	of AIDS.	C0001175	Acquired Immunodeficiency Syndrome	dsyn	Treatment of AIDS.	AIDS TREATMENT RESEARCH|NCIT:C19201|NCI:C19201|UMLS:C1515836	CYTOMEGALOVIRUS RETINITIS|CYTOMEGALOVIRUS (CMV) RETINITIS IN PATIENTS WITH ACQUIRED IMMUNODEFICIENCY SYNDROME (AIDS)|DOID:80160|MESH:D017726	TREAT AIDS-RELATED MALIGNANCIES|NCIT:C19089|NCI:C19089|UMLS:C1519635	Zalcitabine	Hivid	32322	Treatment of AIDS.	Designated/Approved	Approved for Orphan Indication	Combination therapy with zidovudine is indicated for the treatment of adult patients with advanced HIV infection (CD4 count < 300) who have demonstrated malignant clinical or immunologic deterioration.	 06/19/1992 	 06/19/1999	"Hoffmann-La Roche, Inc."	340 Kingsland Street		Nutley	New Jersey	7110	USA	28388
3108	Human immunodeficiency virus I infection		MISSING		5199	of AIDS	C0001175	Acquired Immunodeficiency Syndrome	dsyn	Treatment of AIDS	AIDS TREATMENT RESEARCH|NCIT:C19201|NCI:C19201|UMLS:C1515836	CYTOMEGALOVIRUS RETINITIS|CYTOMEGALOVIRUS (CMV) RETINITIS IN PATIENTS WITH ACQUIRED IMMUNODEFICIENCY SYNDROME (AIDS)|DOID:80160|MESH:D017726	TREAT AIDS-RELATED MALIGNANCIES|NCIT:C19089|NCI:C19089|UMLS:C1519635	zidovudine	Retrovir	31245	Treatment of AIDS	Designated/Approved	Approved for Orphan Indication	Management of certain adult patients with symptomatic HIV infection (AIDS and advanced ARC) who have a history of cytologically confirmed Pneumocytis carinii pneumonia (PCP) or an absolute CD4 (T4 helper/induccer) lymphocyte count of less than 200/mm in the peripheral blood before therapy is begun	 03/19/1987 	 03/19/1994	Glaxo Wellcome Inc.	5 Moore Drive		Research Triangle Park	North Carolina	27709	USA	8185
2052	Human immunodeficiency virus I infection		MISSING		997	of human immunodeficiency virus type 1 (HIV-1) infection	C0276500	Human immunodeficiency virus I infection	dsyn	Treatment of human immunodeficiency virus type 1 (HIV-1) infection in pediatric patients	Congenital human immunodeficiency virus|GARD:0010328|COBICISTAT|TYBOST¬Æ|GARD:0010328	BICTEGRAVIR|BICTEGRAVIR/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE	EMTRICITABINE|BICTEGRAVIR/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE	cobicistat	Tybost	42901	Treatment of human immunodeficiency virus type 1 (HIV-1) infection in pediatric patients	Designated/Approved	Approved for Orphan Indication	TYBOST is a CYP3A inhibitor indicated to increase systemic exposure of atazanavir in combination with other antiretroviral agents in the treatment of HIV-1 infection in pediatric patients weighing at least 35 kg	 08/22/2019 	 08/22/2026	"Gilead Sciences, Inc."	333 Lakeside Drive		Foster City	California	94404	USA	577917
2052	Human immunodeficiency virus I infection		MISSING		997	of human immunodeficiency virus type 1 (HIV-1) infection	C0276500	Human immunodeficiency virus I infection	dsyn	Treatment of human immunodeficiency virus type 1 (HIV-1) infection in pediatric patients	Congenital human immunodeficiency virus|GARD:0010328|COBICISTAT|TYBOST¬Æ|GARD:0010328	BICTEGRAVIR|BICTEGRAVIR/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE	EMTRICITABINE|BICTEGRAVIR/EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE	cobicistat	Tybost	42901	Treatment of human immunodeficiency virus type 1 (HIV-1) infection in pediatric patients	Designated/Approved	Approved for Orphan Indication	TYBOST is a CYP3A inhibitor indicated to increase systemic exposure of atazanavir or darunavir (once daily dosing regimen) in combination with other antiretroviral agents in the treatment of HIV-1 infection in pediatric patients weighing at least 35 kg coadminstered with atazanavir or weighing at least 40 kg coadministered with darunavir.	 10/03/2019 	 N/A	"Gilead Sciences, Inc."	333 Lakeside Drive		Foster City	California	94404	USA	577917
609	Human immunodeficiency virus I infection		MISSING		4859	of AIDS.	C0001175	Acquired Immunodeficiency Syndrome	dsyn	For the stimulation of appetite and prevention of weight loss in patients with a confirmed diagnosis of AIDS.	Congenital human immunodeficiency virus|GARD:0010328|DRONABINOL|MARINOL|GARD:0010328			Dronabinol	Marinol	33253	For the stimulation of appetite and prevention of weight loss in patients with a confirmed diagnosis of AIDS.	Designated/Approved	Approved for Orphan Indication	Treatment of anorexia associated with weight loss in patients with AIDS.	 12/22/1992 	 12/22/1999	"Unimed Pharmaceuticals, Inc."	901 Sawyer Rd.		Marietta	Georgia	30062	USA	54890
842	Human immunodeficiency virus I infection		MISSING		4713	with the human immunodeficiency virus.	C3854222	Human immunodeficiency virus (HIV) II infection category B1	dsyn	Infection prophylaxis in pediatric patients affected with the human immunodeficiency virus.	"Congenital human immunodeficiency virus|GARD:0010328|HUMAN IMMUNOGLOBULIN G|IMMUNE GLOBULIN INTRAVENOUS, HUMAN|IVIG|GAMIMUNE N|GARD:0010328"			"Immune globulin intravenous, human"	Gamimune N	34018	Infection prophylaxis in pediatric patients affected with the human immunodeficiency virus.	Designated/Approved	Approved for Orphan Indication	"For prophylaxis of children with clinical or immunologic evidence of human immunodeficiency virus to decrease the frequency of serious and minor bacterial infections and the frequency of hospitalization, and to increase the time free of serious bacterial infections."	 12/27/1993 	 12/27/2000	Bayer Corporation	"Pharmaceutical Division, Biological Products"	400 Morgan Lane	New Haven	Connecticut	6516	USA	70592
647	Human immunodeficiency virus I infection		MISSING	any immunodeficiency	4815	with HIV infection	C0019693	HIV Infections	dsyn	Treatment of anemia associated with HIV infection or HIV treatment.				Epoetin alfa	Epogen	33420	Treatment of anemia associated with HIV infection or HIV treatment.	Designated/Approved	Approved for Orphan Indication	Treatment of AZT-induced anemia in HIV infected patients.	 12/31/1990 	 12/31/1997	"Amgen, Inc."	1840 Dehavilland Drive		Thousand Oaks	California	91320	USA	56490
2348	Human immunodeficiency virus I infection		MISSING	Not a rare disease	1952	of HIV-1 infection	C0276500	Human immunodeficiency virus I infection	dsyn	Treatment of HIV-1 infection in treatment experienced adult patients with documented multi-antiretroviral class resistance and evidence of HIV-1 replication despite ongoing antiretroviral therapy				ibalizumab	Trogarzo	41932	Treatment of HIV-1 infection in treatment experienced adult patients with documented multi-antiretroviral class resistance and evidence of HIV-1 replication despite ongoing antiretroviral therapy	Designated/Approved	Approved for Orphan Indication	"TROGARZO, in combination with other antiretroviral(s), is indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in heavily treatment-experienced adults with multidrug resistant HIV-1 infection failing their current antiretroviral regimen."	 03/06/2018 	 03/06/2025	Theratechnologies Inc.	2015 Peel Street	5th Floor	Montreal	Quebec		Canada	321910
2193	Human immunodeficiency virus I infection		MISSING	Not a rare disease	1031	of HIV-1 infection	C0276500	Human immunodeficiency virus I infection	dsyn	Treatment of HIV-1 infection in pediatric patients under 12 years of age				emtricitabine and tenofovir alafenamide combination	Descovy(R)	42892	Treatment of HIV-1 infection in pediatric patients under 12 years of age	Designated/Approved	Approved for Orphan Indication	"DESCOVY, indicated in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adults and pediatric patients weighing at least 35 kg and also indicated, in combination with other antiretroviral agents other than protease inhibitors that require a CYP3A inhibitor, for the treatment of HIV-1 infection in pediatric patients weighing at least 25 kg and less than 35 kg."	 09/28/2017 	 TBD	"Gilead Sciences, Inc."	333 Lakeside Drive		Foster City	California	94404	USA	569716
1424	Human immunodeficiency virus I infection		MISSING		1175	of pediatric HIV-1 infection	C1319296	Pediatric human immunodeficiency virus infection	dsyn	Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection				Ritonavir powder for oral suspension	Norvir Powder For Oral Suspension	42746	Use with other antiretroviral agents for the treatment of pediatric HIV-1 infection	Designated/Approved	Approved for Orphan Indication	Used in combination with other antiretroviral agents for the treatment of patients with HIV-1 infection	 06/07/2017 	 06/07/2024	AbbVie Inc.	Regulatory Affairs	1 Waukegan Road	North Chicago	Illinois	60044	USA	549816
2986	Human immunodeficiency virus I infection		MISSING		3223	of pediatric HIV infection.	C1319296	Pediatric human immunodeficiency virus infection	dsyn	Treatment of pediatric HIV infection.				tenofovir	Viread	39889	Treatment of pediatric HIV infection.	Designated/Approved	Approved for Orphan Indication	Treatment of HIV infection in combination with other antiretroviral agents in patients 12 to less than 18 years of age	 03/24/2010 	 03/24/2017	"Gilead Sciences, Inc."	333 Lakeside Drive		Foster city	California	94404	USA	276209
1938	Human immunodeficiency virus I infection		MISSING		1051	of Human Immunodeficiency Virus type 1 infection	C0276500	Human immunodeficiency virus I infection	dsyn	Treatment of Human Immunodeficiency Virus type 1 infection in pediatric patients				bictegravir/emtricitabine/tenofovir disoproxil fumarate	Biktarvy	42872	Treatment of Human Immunodeficiency Virus type 1 infection in pediatric patients	Designated/Approved	Approved for Orphan Indication	BIKTARVY is indicated as a complete regimen for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and pediatric patients weighing at least 25 kg who have no antiretroviral treatment history or to replace the current antiretroviral regimen in those who are virologically-suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral with no history of treatment failure and no known substitutions associated with resistance to the individual components of BIKTARVY.	 06/18/2019 	 06/18/2026	"Gilead Sciences, Inc."	333 Lakeside Drive		Foster City	California	94404	USA	559316
2088	Huntington disease	6677	done		1938	of Huntington's Disease	C0020179	Huntington Disease	dsyn	Treatment of Huntington's Disease				"d6-tetrabenazine, deutetrabenazine"	Austedo	41948	Treatment of Huntington's Disease	Designated/Approved	Approved for Orphan Indication	Treatment of chorea associated with Huntingtons disease	 04/03/2017 	 04/03/2024	"Teva Branded Pharmaceutical Products R&D, Inc."	3333 N. Torrey Pines Court	Suite 400	La Jolla	California	92037	USA	383212
4474	Huntington disease	6677			4429	of Huntington's disease	C0020179	Huntington Disease	dsyn	Treatment of Huntington's disease				Tetrabenazine	Xenazine	35775	Treatment of Huntington's disease	Designated/Approved	Approved for Orphan Indication	Treatment of chorea associated with Huntington's disease	 08/15/2008 	 08/15/2015	"Prestwick Pharmaceuticals, Inc"	1825 K Street NW	Suite 1475	Washington	District of Columbia	20006	USA	108897
1980	Hyper-IgD syndrome	2788	done		2209	of hyperimmunoglobulinemia D	C0398691	Hyperimmunoglobulinemia D	dsyn	Treatment of hyperimmunoglobulinemia D and periodic fever syndrome	Hyper-IgD syndrome|GARD:0002788|CANAKINUMAB|ILARIS|GARD:0002788			canakinumab	Ilaris	41613	Treatment of hyperimmunoglobulinemia D and periodic fever syndrome	Designated/Approved	Approved for Orphan Indication	Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients	 09/23/2016 	 09/23/2023	Novartis Pharmaceuticals Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	412913
