Generic Name	Trade Name	UNII	Gene	UniProt	Family	Name
Antivenin crotaline (pit-viper) equine immune F(ab)2)	Anavip	92VV7G83ED				
Solriamfetol	Sunosi	939U7C91AI				
Inotersen	Tegsedi	950736UC77				
Dornase alfa	Pulmozyme	953A26OA1Y				
riboflavin ophthalmic solution ultraviolet-A (UVA) irradiation	Photrexa Viscous	957E53WV42				
riboflavin ophthalmic solution & ultraviolet A	Photrexa Viscous	957E53WV42				
Teniposide	Vumon For Injection	957E6438QA	TOP2A	P11388	Enzyme	DNA topoisomerase 2-alpha
ponatinib	Iclusig	96R6PU3D8J	ABL1	P00519	Kinase	Tyrosine-protein kinase ABL1
ponatinib	Iclusig	96R6PU3D8J	BCR	P11274	Unknown	Breakpoint cluster region protein
ponatinib	Iclusig	96R6PU3D8J	ABL1	P00519	Kinase	Tyrosine-protein kinase ABL1
ponatinib	Iclusig	96R6PU3D8J	BCR	P11274	Unknown	Breakpoint cluster region protein
Amiodarone HCl	Cordarone	976728SY6Z	KCNH2	Q12809	IC	Potassium voltage-gated channel subfamily H member 2
bendamustine for 50 ml admixture	Bendeka	981Y8SX18M				
bendamustine for 50ml admixture	Bendeka	981Y8SX18M				
Bendamustine hydrochloride	Treanda	981Y8SX18M				
bendamustine hydrochloride	Treanda	981Y8SX18M				
Lidocaine patch 5%	Lidoderm Patch	98PI200987	SCN2A	Q99250	IC	Sodium channel protein type 2 subunit alpha
Lidocaine patch 5%	Lidoderm Patch	98PI200987	SCN5A	Q14524	IC	Sodium channel protein type 5 subunit alpha
Lidocaine patch 5%	Lidoderm Patch	98PI200987	SCN10A	Q9Y5Y9	IC	Sodium channel protein type 10 subunit alpha
Lidocaine patch 5%	Lidoderm Patch	98PI200987	SCN4A	P35499	IC	Sodium channel protein type 4 subunit alpha
Lidocaine patch 5%	Lidoderm Patch	98PI200987	SCN9A	Q15858	IC	Sodium channel protein type 9 subunit alpha
Lidocaine patch 5%	Lidoderm Patch	98PI200987	SCN3A	Q9NY46	IC	Sodium channel protein type 3 subunit alpha
Basiliximab	Simulect	9927MT646M	IL2RA	P01589	Unknown	Interleukin-2 receptor subunit alpha
everolimus	Afinitor	9HW64Q8G6G	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
everolimus	Afinitor	9HW64Q8G6G	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
everolimus	Afinitor	9HW64Q8G6G	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
everolimus	Afinitor	9HW64Q8G6G	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
everolimus	Afinitor	9HW64Q8G6G	FKBP1A	P62942	Enzyme	Peptidyl-prolyl cis-trans isomerase FKBP1A
collagenase clostridium histolyticum	Xiaflex	9X7O8V25IT				
collagenase clostridium histolyticum	Xiaflex	9X7O8V25IT				
eculizumab	Soliris	A3ULP0F556	C5	P01031	Unknown	Complement C5
eculizumab	Soliris	A3ULP0F556	C5	P01031	Unknown	Complement C5
eculizumab	Soliris	A3ULP0F556	C5	P01031	Unknown	Complement C5
eculizumab	Soliris	A3ULP0F556	C5	P01031	Unknown	Complement C5
Ofloxacin	Ocuflox Ophthalmic Solution	A4P49JAZ9H				
recombinant fusion protein linking coagulation factor IX with albumin (rIX-FP)	Idelvion	A57KX1VL5P				
Bexarotene	Targretin	A61RXM4375	RXRA	P19793	NR	Retinoic acid receptor RXR-alpha
Bexarotene	Targretin	A61RXM4375	RXRB	P28702	NR	Retinoic acid receptor RXR-beta
Bexarotene	Targretin	A61RXM4375	RXRG	P48443	NR	Retinoic acid receptor RXR-gamma
pralatrexate	Folotyn	A8Q8I19Q20	DHFR	P00374	Enzyme	Dihydrofolate reductase
miglustat	Zavesca	ADN3S497AZ	UGCG	Q16739	Enzyme	Ceramide glucosyltransferase
eribulin mesylate	Halaven	AV9U0660CW	TUBB4A	P04350	Unknown	Tubulin beta-4A chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB	P07437	Unknown	Tubulin beta chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB4B	P68371	Unknown	Tubulin beta-4B chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB3	Q13509	Unknown	Tubulin beta-3 chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB2A	Q13885	Unknown	Tubulin beta-2A chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB8	Q3ZCM7	Unknown	Tubulin beta-8 chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB6	Q9BUF5	Unknown	Tubulin beta-6 chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB2B	Q9BVA1	Unknown	Tubulin beta-2B chain
eribulin mesylate	Halaven	AV9U0660CW	TUBB1	Q9H4B7	Unknown	Tubulin beta-1 chain
recombinant human antithrombin	Atryn	AWV6I5L6H2				
Levomethadyl acetate hydrochloride	Orlaam	B54CW5KG52				
dabrafenib	Tafinlar	B6DC89I63E	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
Amantadine hydrochloride	Gocovri	BF4C9Z1J53	GRIN2D	O15399	IC	Glutamate receptor ionotropic, NMDA 2D
Amantadine hydrochloride	Gocovri	BF4C9Z1J53	GRIN3B	O60391	IC	Glutamate receptor ionotropic, NMDA 3B
Amantadine hydrochloride	Gocovri	BF4C9Z1J53	GRIN1	Q05586	IC	Glutamate receptor ionotropic, NMDA 1
Amantadine hydrochloride	Gocovri	BF4C9Z1J53	GRIN2A	Q12879	IC	Glutamate receptor ionotropic, NMDA 2A
Amantadine hydrochloride	Gocovri	BF4C9Z1J53	GRIN2B	Q13224	IC	Glutamate receptor ionotropic, NMDA 2B
Amantadine hydrochloride	Gocovri	BF4C9Z1J53	GRIN2C	Q14957	IC	Glutamate receptor ionotropic, NMDA 2C
Amantadine hydrochloride	Gocovri	BF4C9Z1J53	GRIN3A	Q8TCU5	IC	Glutamate receptor ionotropic, NMDA 3A
dalfampridine	Ampyra	BH3B64OKL9				
Coagulation factor Xa (recombinant), inactivated-zhzo	Andexxa	BI009E452R				
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
trametinib and dabrafenib	Mekinist And Tafinlar	BSB9VJ5TUT	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
trametinib	Mekinist	BSB9VJ5TUT	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
trametinib	Mekinist	BSB9VJ5TUT	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
dabrafenib and trametinib	Mekinist	BSB9VJ5TUT	BRAF	P15056	Kinase	Serine/threonine-protein kinase B-raf
dabrafenib and trametinib	Mekinist	BSB9VJ5TUT	MAP2K2	P36507	Kinase	Dual specificity mitogen-activated protein kinase kinase 2
dabrafenib and trametinib	Mekinist	BSB9VJ5TUT	MAP2K1	Q02750	Kinase	Dual specificity mitogen-activated protein kinase kinase 1
Tiopronin	Thiola	C5W04GO61S				
Tiopronin	Thiola	C5W04GO61S				
Tiopronin	Thiola	C5W04GO61S				
migalastat hydrochloride	Galafold	CLY7M0XD20	GLA	P06280	Enzyme	Alpha-galactosidase A
anti-inhibitor coagulant complex	Feiba	CS849DUN3M				
Somatrem for injection	Protropin	CU8D464EDW	GHR	P10912	Unknown	Growth hormone receptor
romidepsin	Istodax	CX3T89XQBK	HDAC3	O15379	Epigenetic	Histone deacetylase 3
romidepsin	Istodax	CX3T89XQBK	HDAC4	P56524	Epigenetic	Histone deacetylase 4
romidepsin	Istodax	CX3T89XQBK	HDAC1	Q13547	Epigenetic	Histone deacetylase 1
romidepsin	Istodax	CX3T89XQBK	HDAC7	Q8WUI4	Epigenetic	Histone deacetylase 7
romidepsin	Istodax	CX3T89XQBK	HDAC2	Q92769	Epigenetic	Histone deacetylase 2
romidepsin	Istodax	CX3T89XQBK	HDAC10	Q969S8	Epigenetic	Histone deacetylase 10
romidepsin	Istodax	CX3T89XQBK	HDAC11	Q96DB2	Epigenetic	Histone deacetylase 11
romidepsin	Istodax	CX3T89XQBK	HDAC8	Q9BY41	Epigenetic	Histone deacetylase 8
romidepsin	Istodax	CX3T89XQBK	HDAC6	Q9UBN7	Epigenetic	Histone deacetylase 6
romidepsin	Istodax	CX3T89XQBK	HDAC9	Q9UKV0	Epigenetic	Histone deacetylase 9
romidepsin	Istodax	CX3T89XQBK	HDAC5	Q9UQL6	Epigenetic	Histone deacetylase 5
romidepsin	Istodax	CX3T89XQBK	HDAC3	O15379	Epigenetic	Histone deacetylase 3
romidepsin	Istodax	CX3T89XQBK	HDAC4	P56524	Epigenetic	Histone deacetylase 4
romidepsin	Istodax	CX3T89XQBK	HDAC1	Q13547	Epigenetic	Histone deacetylase 1
romidepsin	Istodax	CX3T89XQBK	HDAC7	Q8WUI4	Epigenetic	Histone deacetylase 7
romidepsin	Istodax	CX3T89XQBK	HDAC2	Q92769	Epigenetic	Histone deacetylase 2
romidepsin	Istodax	CX3T89XQBK	HDAC10	Q969S8	Epigenetic	Histone deacetylase 10
romidepsin	Istodax	CX3T89XQBK	HDAC11	Q96DB2	Epigenetic	Histone deacetylase 11
romidepsin	Istodax	CX3T89XQBK	HDAC8	Q9BY41	Epigenetic	Histone deacetylase 8
romidepsin	Istodax	CX3T89XQBK	HDAC6	Q9UBN7	Epigenetic	Histone deacetylase 6
romidepsin	Istodax	CX3T89XQBK	HDAC9	Q9UKV0	Epigenetic	Histone deacetylase 9
romidepsin	Istodax	CX3T89XQBK	HDAC5	Q9UQL6	Epigenetic	Histone deacetylase 5
pomalidomide	Pomalyst	D2UX06XLB5	CRBN	Q96SW2	Unknown	Protein cereblon
Erwinia L-asparaginase	Erwinase	D733ET3F9O				
pirfenidone	Esbriet	D7NLD2JX7U				
Clofazimine	Lamprene	D959AE5USF				
ramucirumab	Cyramza	D99YVK4L0X	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
ramucirumab	Cyramza	D99YVK4L0X	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
Centruroides immune F(ab)2	Anascorp	DDA050FCEA				
tafenoquine	Krintafel	DL5J0B8VSS				
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
pembrolizumab	Keytruda	DPT0O3T46P	PDCD1	Q15116	Unknown	Programmed cell death protein 1
cabozantinib	Cabometyx	DR7ST46X58	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
cabozantinib	Cabometyx	DR7ST46X58	MET	P08581	Kinase	Hepatocyte growth factor receptor
cabozantinib	Cabometyx	DR7ST46X58	RET	P07949	Kinase	Proto-oncogene tyrosine-protein kinase receptor Ret
cabozantinib	Cabometyx	DR7ST46X58	TEK	Q02763	Kinase	Angiopoietin-1 receptor
cabozantinib	Cabometyx	DR7ST46X58	FLT3	P36888	Kinase	Receptor-type tyrosine-protein kinase FLT3
cabozantinib	Cabometyx	DR7ST46X58	KIT	P10721	Kinase	Mast/stem cell growth factor receptor Kit
cabozantinib	Cometriq	DR7ST46X58	KDR	P35968	Kinase	Vascular endothelial growth factor receptor 2
cabozantinib	Cometriq	DR7ST46X58	MET	P08581	Kinase	Hepatocyte growth factor receptor
cabozantinib	Cometriq	DR7ST46X58	RET	P07949	Kinase	Proto-oncogene tyrosine-protein kinase receptor Ret
cabozantinib	Cometriq	DR7ST46X58	TEK	Q02763	Kinase	Angiopoietin-1 receptor
cabozantinib	Cometriq	DR7ST46X58	FLT3	P36888	Kinase	Receptor-type tyrosine-protein kinase FLT3
cabozantinib	Cometriq	DR7ST46X58	KIT	P10721	Kinase	Mast/stem cell growth factor receptor Kit
Recombinant human acid alpha-glucosidase; alglucosidase alfa	1. Myozyme 2. Lumizyme	DTI67O9503				
Recombinant human acid alpha-glucosidase; alglucosidase alfa	1. Myozyme 2. Lumizyme	DTI67O9503				
Recombinant human acid alpha-glucosidase; alglucosidase alfa	1. Myozyme 2. Lumizyme	DTI67O9503				
Succimer	Chemet Capsules	DX1U2629QE				
Japanese encephalitis vaccine, inactivated, adsorbed	Ixiaro	DZ854I04ZE				
belatacept	Nulojix	E3B2GI648A	CD80	P33681	Unknown	T-lymphocyte activation antigen CD80
belatacept	Nulojix	E3B2GI648A	CD86	P42081	Unknown	T-lymphocyte activation antigen CD86
mercaptopurine oral solution	Purixan	E7WED276I5				
Potassium citrate	Urocit-K	EE90ONI6FF				
Potassium citrate	Urocit-K	EE90ONI6FF				
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
lenalidomide	Revlimid	F0P408N6V4	CRBN	Q96SW2	Unknown	Protein cereblon
Apomorphine HCl	Apokyn	F39049Y068	DRD2	P14416	GPCR	D(2) dopamine receptor
Albendazole	Albenza	F4216019LN				
Albendazole	Albenza	F4216019LN				
Alpha1-proteinase inhibitor (human)	Prolastin	F43I396OIS				
Belinostat	Beleodaq	F4H96P17NZ	HDAC4	P56524	Epigenetic	Histone deacetylase 4
Belinostat	Beleodaq	F4H96P17NZ	HDAC10	Q969S8	Epigenetic	Histone deacetylase 10
Belinostat	Beleodaq	F4H96P17NZ	HDAC11	Q96DB2	Epigenetic	Histone deacetylase 11
Belinostat	Beleodaq	F4H96P17NZ	HDAC8	Q9BY41	Epigenetic	Histone deacetylase 8
Belinostat	Beleodaq	F4H96P17NZ	HDAC9	Q9UKV0	Epigenetic	Histone deacetylase 9
Belinostat	Beleodaq	F4H96P17NZ	HDAC6	Q9UBN7	Epigenetic	Histone deacetylase 6
Belinostat	Beleodaq	F4H96P17NZ	HDAC1	Q13547	Epigenetic	Histone deacetylase 1
Belinostat	Beleodaq	F4H96P17NZ	HDAC3	O15379	Epigenetic	Histone deacetylase 3
Belinostat	Beleodaq	F4H96P17NZ	HDAC2	Q92769	Epigenetic	Histone deacetylase 2
Belinostat	Beleodaq	F4H96P17NZ	HDAC5	Q9UQL6	Epigenetic	Histone deacetylase 5
Belinostat	Beleodaq	F4H96P17NZ	HDAC7	Q8WUI4	Epigenetic	Histone deacetylase 7
factor XIII concentrate (human)	Corifact	F7R0FBC1XD				
factor XIII concentrate (human)	Corifact	F7R0FBC1XD				
propranolol	Hemangeol	F8A3652H1V	ADRB2	P07550	GPCR	Beta-2 adrenergic receptor
propranolol	Hemangeol	F8A3652H1V	ADRB1	P08588	GPCR	Beta-1 adrenergic receptor
tecovirimat	Tpoxx	F925RR824R				
cholic acid	Cholbam	G1JO7801AE				
Busulfan	Busulfex	G1LN9045DK				
bictegravir/emtricitabine/tenofovir disoproxil fumarate	Biktarvy	G70B4ETF4S				
peginterferon alfa-2b	Sylatron	G8RGG88B68	IFNAR1	P17181	Unknown	Interferon alpha/beta receptor 1
peginterferon alfa-2b	Sylatron	G8RGG88B68	IFNAR2	P48551	Unknown	Interferon alpha/beta receptor 2
Liothyronine sodium injection	Triostat	GCA9VV7D2N	THRA	P10827	NR	Thyroid hormone receptor alpha
Liothyronine sodium injection	Triostat	GCA9VV7D2N	THRB	P10828	NR	Thyroid hormone receptor beta
romiplostim	Nplate	GN5XU2DXKV	MPL	P40238	Unknown	Thrombopoietin receptor
romiplostim	Nplate	GN5XU2DXKV	MPL	P40238	Unknown	Thrombopoietin receptor
romiplostim	Nplate	GN5XU2DXKV	MPL	P40238	Unknown	Thrombopoietin receptor
vigabatrin	Sabril	GR120KRT6K	ABAT	P80404	Enzyme	4-aminobutyrate aminotransferase, mitochondrial
Halofantrine	Halfan	H77DL0Y630				
baclofen	Ozobax	H789N3FKE8	GABBR2	O75899	GPCR	Gamma-aminobutyric acid type B receptor subunit 2
baclofen	Ozobax	H789N3FKE8	GABBR1	Q9UBS5	GPCR	Gamma-aminobutyric acid type B receptor subunit 1
baclofen	Lioresal Intrathecal	H789N3FKE8	GABBR2	O75899	GPCR	Gamma-aminobutyric acid type B receptor subunit 2
baclofen	Lioresal Intrathecal	H789N3FKE8	GABBR1	Q9UBS5	GPCR	Gamma-aminobutyric acid type B receptor subunit 1
Trientine HCl	Syprine	HC3NX54582				
Sotalol HCl	Betapace	HEC37C70XX	KCNH2	Q12809	IC	Potassium voltage-gated channel subfamily H member 2
Sotalol HCl	Betapace	HEC37C70XX	ADRB2	P07550	GPCR	Beta-2 adrenergic receptor
Sotalol HCl	Betapace	HEC37C70XX	ADRB1	P08588	GPCR	Beta-1 adrenergic receptor
Oprelvekin	Neumega	HM5641GA6F	IL6ST	P40189	Unknown	Interleukin-6 receptor subunit beta
Oprelvekin	Neumega	HM5641GA6F	IL11RA	Q14626	Unknown	Interleukin-11 receptor subunit alpha
panobinostat	Farydak	HN0T99OO4V	HDAC10	Q969S8	Epigenetic	Histone deacetylase 10
panobinostat	Farydak	HN0T99OO4V	HDAC11	Q96DB2	Epigenetic	Histone deacetylase 11
panobinostat	Farydak	HN0T99OO4V	HDAC8	Q9BY41	Epigenetic	Histone deacetylase 8
panobinostat	Farydak	HN0T99OO4V	HDAC9	Q9UKV0	Epigenetic	Histone deacetylase 9
panobinostat	Farydak	HN0T99OO4V	HDAC6	Q9UBN7	Epigenetic	Histone deacetylase 6
panobinostat	Farydak	HN0T99OO4V	HDAC1	Q13547	Epigenetic	Histone deacetylase 1
panobinostat	Farydak	HN0T99OO4V	HDAC4	P56524	Epigenetic	Histone deacetylase 4
panobinostat	Farydak	HN0T99OO4V	HDAC3	O15379	Epigenetic	Histone deacetylase 3
panobinostat	Farydak	HN0T99OO4V	HDAC2	Q92769	Epigenetic	Histone deacetylase 2
panobinostat	Farydak	HN0T99OO4V	HDAC5	Q9UQL6	Epigenetic	Histone deacetylase 5
panobinostat	Farydak	HN0T99OO4V	HDAC7	Q8WUI4	Epigenetic	Histone deacetylase 7
ambrisentan	Letairis	HW6NV07QEC	EDNRA	P25101	GPCR	Endothelin-1 receptor
brigatinib	Alunbrig	HYW8DB273J	ALK	Q9UM73	Kinase	ALK tyrosine kinase receptor
tocilizumab	Actemra	I031V2H011	IL6R	P08887	Unknown	Interleukin-6 receptor subunit alpha
tocilizumab	Actemra	I031V2H011	IL6ST	P40189	Unknown	Interleukin-6 receptor subunit beta
tocilizumab	Actemra	I031V2H011	IL6R	P08887	Unknown	Interleukin-6 receptor subunit alpha
tocilizumab	Actemra	I031V2H011	IL6ST	P40189	Unknown	Interleukin-6 receptor subunit beta
tocilizumab	Actemra	I031V2H011	IL6R	P08887	Unknown	Interleukin-6 receptor subunit alpha
tocilizumab	Actemra	I031V2H011	IL6ST	P40189	Unknown	Interleukin-6 receptor subunit beta
Calcitonin-human for injection	Cibacalcin	I0IO929019				
acalabrutinib	Calquence	I42748ELQW	BTK	Q06187	Kinase	Tyrosine-protein kinase BTK
pasireotide	Signifor	I4P76SY3N4	SSTR3	P32745	GPCR	Somatostatin receptor type 3
pasireotide	Signifor	I4P76SY3N4	SSTR1	P30872	GPCR	Somatostatin receptor type 1
pasireotide	Signifor	I4P76SY3N4	SSTR5	P35346	GPCR	Somatostatin receptor type 5
pasireotide	Signifor	I4P76SY3N4	SSTR2	P30874	GPCR	Somatostatin receptor type 2
pasireotide	Signifor	I4P76SY3N4	SSTR3	P32745	GPCR	Somatostatin receptor type 3
pasireotide	Signifor	I4P76SY3N4	SSTR1	P30872	GPCR	Somatostatin receptor type 1
pasireotide	Signifor	I4P76SY3N4	SSTR5	P35346	GPCR	Somatostatin receptor type 5
pasireotide	Signifor	I4P76SY3N4	SSTR2	P30874	GPCR	Somatostatin receptor type 2
midostaurin	Rydapt	ID912S5VON	FLT3	P36888	Kinase	Receptor-type tyrosine-protein kinase FLT3
midostaurin	Rydapt	ID912S5VON	FLT3	P36888	Kinase	Receptor-type tyrosine-protein kinase FLT3
Lanreotide	Somatuline Depot	IEU56G3J9C	SSTR5	P35346	GPCR	Somatostatin receptor type 5
Lanreotide	Somatuline Depot	IEU56G3J9C	SSTR2	P30874	GPCR	Somatostatin receptor type 2
lanreotide acetate	Somatuline Depot	IEU56G3J9C	SSTR5	P35346	GPCR	Somatostatin receptor type 5
lanreotide acetate	Somatuline Depot	IEU56G3J9C	SSTR2	P30874	GPCR	Somatostatin receptor type 2
droxidopa	Northera	J7A92W69L7	ADRB2	P07550	GPCR	Beta-2 adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRB1	P08588	GPCR	Beta-1 adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRA2A	P08913	GPCR	Alpha-2A adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRB3	P13945	GPCR	Beta-3 adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRA2B	P18089	GPCR	Alpha-2B adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRA2C	P18825	GPCR	Alpha-2C adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRA1D	P25100	GPCR	Alpha-1D adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRA1A	P35348	GPCR	Alpha-1A adrenergic receptor
droxidopa	Northera	J7A92W69L7	ADRA1B	P35368	GPCR	Alpha-1B adrenergic receptor
Iloprost inhalation solution	Ventavis	JED5K35YGL				
Betaine	Cystadane	JK8U8K4D6K				
repository corticotropin or adrenocorticotropic hormone	H.P. Acthar Gel	K0U68Q2TXA				
Tositumomab and iodine I 131 tositumomab	Bexxar	K1KT5M40JC				
ceritinib	Zykadia	K418KG2GET	ALK	Q9UM73	Kinase	ALK tyrosine kinase receptor
ceritinib	Zykadia	K418KG2GET	ALK	Q9UM73	Kinase	ALK tyrosine kinase receptor
sebelipase alfa	Kanuma	K4YTU42T8G				
Nitisinone	Orfadin	K5BN214699	HPD	P32754	Enzyme	4-hydroxyphenylpyruvate dioxygenase
Nitisinone	Orfadin	K5BN214699	HPD	P32754	Enzyme	4-hydroxyphenylpyruvate dioxygenase
Pulmonary surfactant replacement, porcine	Curosurf	KE3U2023NP				
deflazacort	Emflaza	KR5YZ6AE4B				
deflazacort	Emflaza	KR5YZ6AE4B				
avelumab (Recombinant human monoclonal IgG1 antibody against programmed death ligand-1)	Bavencio	KXG2PJ551I				
meclorethamine	Valchlor	L0MR697HHI				
Trimetrexate glucuronate	Neutrexin	L137U4A79K				
defibrotide	Defitelio	L7CHH2B2J0				
Gonadorelin acetate	Lutrepulse	L8CRY8PWF2	GNRHR	P30968	GPCR	Gonadotropin-releasing hormone receptor
evolocumab	Repatha	LKC0U3A8NJ	PCSK9	Q8NBP7	Enzyme	Proprotein convertase subtilisin/kexin type 9
Etidronate disodium	Didronel	M16PXG993G				
Amifostine	Ethyol	M487QF2F4V				
Amifostine	Ethyol	M487QF2F4V				
azacitidine	Vidaza	M801H13NRU	DNMT1	P26358	Enzyme	DNA (cytosine-5)-methyltransferase 1
azacitidine	Vidaza	M801H13NRU	DNMT3A	Q9Y6K1	Epigenetic	DNA (cytosine-5)-methyltransferase 3A
Aldesleukin	Proleukin	M89N0Q7EQR	IL2RA	P01589	Unknown	Interleukin-2 receptor subunit alpha
Aldesleukin	Proleukin	M89N0Q7EQR	IL2RB	P14784	Unknown	Interleukin-2 receptor subunit beta
Aldesleukin	Proleukin	M89N0Q7EQR	IL2RG	P31785	Unknown	Cytokine receptor common subunit gamma
Aldesleukin	Proleukin	M89N0Q7EQR	IL2RA	P01589	Unknown	Interleukin-2 receptor subunit alpha
Aldesleukin	Proleukin	M89N0Q7EQR	IL2RB	P14784	Unknown	Interleukin-2 receptor subunit beta
Aldesleukin	Proleukin	M89N0Q7EQR	IL2RG	P31785	Unknown	Cytokine receptor common subunit gamma
ofatumumab	Arzerra	M95KG522R0	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
ofatumumab	Arzerra	M95KG522R0	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
ofatumumab	Arzerra	M95KG522R0	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
ofatumumab	Arzerra	M95KG522R0	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
onasemnogene abeparvovec	Zolgensma	MLU3LU3EVV				
Pentastarch	Pentaspan	MOQ3RNM0SV				
Ibuprofen lysine	Neoprofen	N01ORX9D6S				
eliglustat	Cerdelga	N0493335P3	UGCG	Q16739	Enzyme	Ceramide glucosyltransferase
parathyroid hormone	Natpara	N19A0T0E5J	PTH1R	Q03431	GPCR	Parathyroid hormone/parathyroid hormone-related peptide receptor
venetoclax	Venclexta	N54AIC43PW	BCL2	P10415	Unknown	Apoptosis regulator Bcl-2
venetoclax	Venclexta	N54AIC43PW	BCL2	P10415	Unknown	Apoptosis regulator Bcl-2
venetoclax	Venclexta	N54AIC43PW	BCL2	P10415	Unknown	Apoptosis regulator Bcl-2
venetoclax	Venclexta	N54AIC43PW	BCL2	P10415	Unknown	Apoptosis regulator Bcl-2
