Year	Trademark	Generic Name	UNII	Date [text]	App Type	NDA/BLA No.	Sponsor	Ref		
2003	Cialis	Tadalafil	742SXX0ICT	11-21-03	NDA	21-368		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21368		
2003	Plenaxis	Abarelix	W486SJ5824	11-25-03	NDA	21-320		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21320		
2003	Ertsczo	Sertaconazole Nitrate	1DV05410M5	12-10-03	NDA	21-385		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21385		
2003	Fabrazyme	agalsidase beta	RZD65TSM9U	04-24-03	BLA	103-979		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103979		
2003	Amevive	Alefacept	ELK3V90G6C	01-30-03	BLA	125-036		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125036		
2003	Raptiva	Efalizumab	XX2MN88N5D	10-27-03	BLA	125-075		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125075		
2003	Aldurazyme	Laronidase	WP58SVM6R4	04-30-03	BLA	125-058		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125058		
2003	Xolair	Omalizumab	2P471X1Z11	06-20-03	BLA	103-976		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103976		
2003	Bexxar	Tositumomab and Iodine I-131 Tositumomab	K1KT5M40JC	06-27-03	BLA	125-011		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125011		
2004	Spiriva Handihaler	Tiotropium Bromide	XX112XZP0J	01-30-04	NDA	21-395		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21395		
2004	Alimta	Pemetrexed Disodium	9T47E4OM16	02-04-04	NDA	21-462		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21462		
2004	Sensipar	Cinacalcet Hydrochloride	1K860WSG25	03-08-04	NDA	21-688		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21688		
2004	Ketek	Telithromycin	KI8H7H19WL	04-01-04	NDA	21-144		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21144		
2004	CHIRHOSTIM	SECRETIN HUMAN	RK90J5778U	04-09-04	NDA	21-256		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21256		
2004	Apidra	Insulin Glulisine	7XIY785AZD	04-16-04	NDA	21-629		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21629		
2004	Apokyn	Apomorphine Hydrochloride	9K13MD7A0D	04-20-04	NDA	21-264		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21264		
2004	VITRASE	"HYALURONIDASE, OVINE"	64R4OHP8T0	05-05-04	NDA	21-640		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21640		
2004	TINDAMAX	TINIDAZOLE	033KF7V46H	05-17-04	NDA	21-618		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21618		
2004	Vidaza	Azacitidine	M801H13NRU	05-19-04	NDA	50-794		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50794		
2004	Xifaxan	Rifaximin	L36O5T016N	05-25-04	NDA	21-361		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21361		
2004	Sanctura	Trospium Chloride	1E6682427E	05-28-04	NDA	21-595		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21595		
2004	NUTRESTORE	GLUTAMINE	0RH81L854J	06-10-04	NDA	21-667		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21667		
2004	Campral	Acamprosate Calcium	59375N1D0U	07-29-04	NDA	21-431		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21431		
2004	Cymbalta	Duloxetine Hydrochloride	9044SC542W	08-03-04	NDA	21-427		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21427		
2004	PENTETATE CALCIUM TRISODIUM	PENTETIC ACID|CALCIUM CATION	G79YN26H5B	08-11-04	NDA	21-749		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21749		
2004	PENTETATE ZINC TRISODIUM	ZINC CATION|PENTETIC ACID	NXU65IC8PG	08-11-04	NDA	21-751		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21751		
2004	Macugen	Pegaptanib Sodium	3HP012Q0FH	09-17-04	NDA	21-756		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21756		
2004	Fosrenol	Lanthanum Carbonate Hydrate	490D9F069T	10-26-04	NDA	21-468		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21468		
2004	AMPHADASE	hyaluronidase	8KOG53Z5EM	10-26-04	NDA	21-665		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21665		
2004	LOVAZA	OMEGA-3 FATTY ACIDS	D87YGH4Z0Q	11-10-04	NDA	21-654		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21654		
2004	Tarceva	Erlotinib Hydrochloride	DA87705X9K	11-18-04	NDA	21-743		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21743		
2004	VESIcare	Solifenacin Succinate	KKA5DLD701	11-19-04	NDA	21-518		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21518		
2004	MULTIHANCE	GADOLINIUM CATION (3+)	3Q6PPC19PO	11-23-04	NDA	21-357		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21357		
2004	Lunesta	Eszopiclone	UZX80K71OE	12-15-04	NDA	21-476		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21476		
2004	VISIONBLUE	trypan blue	I2ZWO3LS3M	12-16-04	NDA	21-670		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21670		
2004	Enablex	Darifenacin Hydrobromide	CR02EYQ8GV	12-22-04	NDA	21-513		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21513		
2004	Clolar	Clofarbine	762RDY0Y2H	12-28-04	NDA	21-673		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21673		
2004	Prialt	Ziconotide	7I64C51O16	12-28-04	NDA	21-060		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21060		
2004	Ventavis	Iloprost	JED5K35YGL	12-29-04	NDA	21-779		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21779		
2004	Lyrica	Pregabalin	55JG375S6M	12-30-04	NDA	21-446		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21446		
2004	Avastin	Bevacizumab	2S9ZZM9Q9V	02-26-04	BLA	125-085		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125085		
2004	Erbitux	Cetuximab	PQX0D8J21J	02-12-04	BLA	125-084		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125084		
2004	Tysabri	Natalizumab	3JB47N2Q2P	11-23-04	BLA	125-104		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125104		
2004	Omacor	Omega-3-Acid Ethyl Esters	D87YGH4Z0Q	11-10-04	NDA	21-654		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21654		
2004	Kepivance	Palifermin	QMS40680K6	12-15-04	BLA	125-103		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125103		
2005	Mycamine	Micafungin Sodium	IS1UP79R56	03-16-05	NDA	21-506		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21506		
2005	Symlin	Pramlintide Acetate	726I6TE06G	03-16-05	NDA	21-332		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21332		
2005	Baraclude	Entecavir	5968Y6H45M	03-29-05	NDA	21-797		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21797		
2005	Byetta	Exenatide	9P1872D4OL	04-28-05	NDA	21-773		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21773		
2005	Tygacil	Tigecycline	70JE2N95KR	06-15-05	NDA	21-821		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21821		
2005	Levemir	Insulin Detemir	4FT78T86XV	06-16-05	NDA	21-536		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21536		
2005	Aptivus	Tipranavir	ZZT404XD09	06-22-05	NDA	21-814		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21814		
2005	Exjade	Deferasirox	V8G4MOF2V9	11-02-05	NDA	21-882		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21882		
2005	Rozerem	Ramelteon	901AS54I69	07-22-05	NDA	21-782		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21782		
2005	Nevanac	Nepafenac	0J9L7J6V8C	08-19-05	NDA	21-862		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21862		
2005	Increlex	Mecasermin [rDNA Origin]	7GR9I2683O	08-30-05	NDA	21-839		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21839		
2005	HYDASE	hyaluronidase	8KOG53Z5EM	10-25-05	NDA	21-716		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21716		
2005	Arranon	Nelarabine	60158CV180	10-28-05	NDA	21-877		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21877		
2005	Nexavar	Sorafenib Tosylate	5T62Q3B36J	12-01-05	NDA	21-923		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21923		
2005	Hylenex Recombinant	hyaluronidase recombinant human	743QUY4VD8	12-02-05	NDA	21-859		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21859		
2005	Revlimid	Lenalidomide	F0P408N6V4	12-27-05	NDA	21-880		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21880		
2005	Vaprisol	Conivaptan Hydrochloride	75L57R6X36	12-29-05	NDA	21-697		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21697		
2005	Orencia	Abatacept	7D0YB67S97	12-23-05	BLA	125-118		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125118		
2005	Naglazyme	Galsulfase	59UA429E5G	05-31-05	BLA	125-117		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125117		
2005	Iplex	Mecasermin Rinfabate [rDNA Origin]	NZ8M50KKRG	12-12-05	NDA	21-884		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21884		
2006	Sutent	Sunitinib Malate	LVX8N1UT73	01-26-06	NDA	21-938		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21938		
2006	Ranexa	Ranolazine	A6IEZ5M406	01-27-06	NDA	21-526		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21526		
2006	Amitiza	Lubiprostone	7662KG2R6K	01-31-06	NDA	21-908		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21908		
2006	Eraxis	Anidulafungin	9HLM53094I	02-17-06	NDA	21-632		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21632		
2006	Dacogen	Decitabine	776B62CQ27	05-02-06	NDA	21-790		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21790		
2006	Chantix	varenicline tartrate	82269ASB48	05-10-06	NDA	21-928		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21928		
2006	Azilect	Rasagiline Mesylate	LH8C2JI290	05-16-06	NDA	21-641		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21641		
2006	Prezista	darunavir ethanolate	33O78XF0BW	06-23-06	NDA	21-976		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21976		
2006	Sprycel	Dasatinib	RBZ1571X5H	06-28-06	NDA	21-986		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21986		
2006	Noxafil	Posaconazole	6TK1G07BHZ	09-15-06	NDA	22-003		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22003		
2006	Zolinza	Vorinostat	58IFB293JI	10-06-06	NDA	21-991		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21991		
2006	Januvia	Sitagliptin Phosphate	494P4635I6	10-16-06	NDA	21-995		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21995		
2006	Omnaris	Ciclesonide	S59502J185	10-20-06	NDA	22-004		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22004		
2006	Tyzeka	Telbivudine	2OC4HKD3SF	10-25-06	NDA	22-011		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22011		
2006	Veregen	sinecatechins	T432289GYZ	10-31-06	NDA	21-902		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21902		
2006	Invega	Paliperidone	838F01T721	12-19-06	NDA	21-999		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21999		
2006	Myozyme	Alglucosidase alfa	DTI67O9503	04-28-06	BLA	125-141		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125141		
2006	Pylera	bismuth subcitrate potassium	R3O80H60KX	09-28-06	NDA	50-786		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50786		
2006	Elaprase	Idursulfase	5W8JGG2651	07-24-06	BLA	125-151		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125151		
2006	Vectibix	Panitumumab	6A901E312A	09-27-06	BLA	125-147		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125147		
2006	Lucentis	Ranibizumab	ZL1R02VT79	06-30-06	BLA	125-156		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125156		
2007	Vyvanse	Lisdexamfetamine dimesylate	SJT761GEGS	02-23-07	NDA	21-977		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21977		
2007	Tekturna	aliskiren hemifumarate	C8A0P8G029	03-05-07	NDA	21-985		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21985		
2007	Tykerb	lapatinib ditosylate	G873GX646R	03-13-07	NDA	22-059		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22059		
2007	Altabax	Retapamulin	4MG6O8991R	04-12-07	NDA	22-055		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22055		
2007	Neupro	Rotigotine	87T4T8BO2E	05-09-07	NDA	21-829		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21829		
2007	Torisel	Temsirolimus	624KN6GM2T	05-30-07	NDA	22-088		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22088		
2007	Letairis	Ambrisentan	7B43003091	06-15-07	NDA	22-081		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22081		
2007	Selzentry	Maraviroc	MD6P741W8A	08-06-07	NDA	22-128		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22128		
2007	AMMONIA N-13	AMMONIA N-13	9OQO0E343Z	08-23-07	NDA	22-119		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22119		
2007	Somatuline	lanreotide acetate	IEU56G3J9C	08-30-07	NDA	22-074		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22074		
2007	Doribax	Doripenem	BHV525JOBH	10-12-07	NDA	22-106		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22106		
2007	Isentress	Raltegravir Potassium	43Y000U234	10-12-07	NDA	22-145		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22145		
2007	Ixempra	Ixabepilone	K27005NP0A	10-16-07	NDA	22-065		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22065		
2007	Tasigna	nilotinib hydrochloride monohydrate	5JHU0N1R6K	10-29-07	NDA	22-068		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22068		
2007	Kuvan	Sapropterin Dihydrochloride	RG277LF5B3	12-13-07	NDA	22-181		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22181		
2007	Bystolic	nebivolol hydrochloride	JGS34J7L9I	12-17-07	NDA	21-742		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21742		
2007	Soliris	Eculizumab	A3ULP0F556	03-16-07	BLA	125-166		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125166		
2007	Mircera	methoxy polyethylene glycol-epoetin beta	LR3UXN0193	11-14-07	BLA	125-164		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125164		
2008	Intelence	Etravirine	0C50HW4FO1	01-18-08	NDA	22-187		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22187		
2008	Pristiq	desvenlafaxine succinate	ZB22ENF0XR	02-29-08	NDA	21-992		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21992		
2008	TREANDA	bendamustine hydrochloride	981Y8SX18M	03-20-08	NDA	22-249		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22249		
2008	LEXISCAN	regadenoson	2XLN4Y044H	04-10-08	NDA	22-161		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22161		
2008	Relistor	methylnaltrexone bromide	RFO6IL3D3M	04-24-08	NDA	21-964		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21964		
2008	Entereg	Alvimopan	677C126AET	05-20-08	NDA	21-775		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21775		
2008	Durezol	Difluprednate	S8A06QG2QE	06-23-08	NDA	22-212		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22212		
2008	EOVIST	gadoxetate disodium	HOY74VZE0M	07-03-08	NDA	22-090		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22090		
2008	Cleviprex	Clevidipine	19O2GP3B7Q	08-01-08	NDA	22-156		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22156		
2008	Xenazine	Tetrabenazine	Z9O08YRN8O	08-15-08	NDA	21-894		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21894		
2008	ADREVIEW	iobenguane sulfate I-123	23X1185WBO	09-19-08	NDA	22-290		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22290		
2008	Rapaflo	Silodosin	CUZ39LUY82	10-08-08	NDA	22-206		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22206		
2008	Vimpat	Lacosamide	563KS2PQY5	10-28-08	NDA	22-253		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22253		
2008	Toviaz	Fesoterodine fumarate	EOS72165S7	10-31-08	NDA	22-030		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22030		
2008	Banzel	Rufinamide	WFW942PR79	11-14-08	NDA	21-911		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21911		
2008	Promacta	eltrombopag olamine	4U07F515LG	11-20-08	NDA	22-291		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22291		
2008	Nucynta	tapentadol hydrochloride	71204KII53	11-20-08	NDA	22-304		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22304		
2008	Lusedra	Fospropofol disodium	30868AY0IF	12-12-08	NDA	22-244		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22244		
2008	Mozobil	Plerixafor	S915P5499N	12-15-08	NDA	22-311		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22311		
2008	ABLAVAR	gadofosveset trisodium	XM33Q67UVH	12-22-08	NDA	21-711		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21711		
2008	Firmagon	degarelix acetate	I18S89P20R	12-24-08	NDA	22-201		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22201		
2008	Cimzia	Certolizumab pegol	UMD07X179E	04-22-08	BLA	125-160		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125160		
2008	Arcalyst	Rilonacept	8K80YB5GMG	02-27-08	BLA	125-249		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125249		
2008	Nplate	Romiplostim	GN5XU2DXKV	08-22-08	BLA	125-268		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125268		
2009	Savella	Milnacipran hydrochloride	RNZ43O5WW5	01-14-09	NDA	22-256		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22256		
2009	Uloric	Febuxostat	101V0R1N2E	02-13-09	NDA	21-856		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21856		
2009	Afinitor	Everolimus	9HW64Q8G6G	03-30-09	NDA	22-334		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22334		
2009	Coartem	Artemether	C7D6T3H22J	04-07-09	NDA	22-268		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22268		
2009	Coartem	Lumefantrine	F38R0JR742	04-07-09	NDA	22-268		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22268		
2009	ULESFIA	BENZYL ALCOHOL	LKG8494WBH	04-09-09	NDA	22-129		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22129		
2009	Fanapt	Iloperidone	VPO7KJ050N	05-06-09	NDA	22-192		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22192		
2009	Samsca	Tolvaptan	21G72T1950	05-19-09	NDA	22-275		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22275		
2009	Besivance	Besifloxacin	BFE2NBZ7NX	05-28-09	NDA	22-308		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22308		
2009	Multaq	Dronedarone	JQZ1L091Y2	07-01-09	NDA	22-425		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22425		
2009	Effient	Prasugrel	34K66TBT99	07-10-09	NDA	22-307		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22307		
2009	Onglyza	Saxagliptin	9GB927LAJW	07-31-09	NDA	22-350		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22350		
2009	Livalo	Pitavastatin	M5681Q5F9P	08-03-09	NDA	22-363		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22363		
2009	Saphris	Asenapine	JKZ19V908O	08-13-09	NDA	22-117		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22117		
2009	Sabril	Vigabatrin	GR120KRT6K	08-21-09	NDA	22-006		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22006		
2009	Bepreve	Bepotastine besilate	6W18MO1QR3	09-08-09	NDA	22-288		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22288		
2009	Vibativ	Telavancin	XK134822Z0	09-11-09	NDA	22-110		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22110		
2009	Folotyn	Pralatrexate	A8Q8I19Q20	09-24-09	NDA	22-468		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22468		
2009	Istodax	Romidepsin	CX3T89XQBK	11-05-09	NDA	22-393		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22393		
2009	QUTENZA	CAPSAICIN	S07O44R1ZM	11-16-09	NDA	22-395		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22395		
2009	Dysport	Abobotulinumtoxin A	E211KPY694	04-29-09	BLA	125-274		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125274		
2009	Ilaris	Canakinumab	37CQ2C7X93	06-17-09	BLA	125-319		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125319		
2009	Kalbitor	Ecallantide	5Q6TZN2HNM	12-01-09	BLA	125-277		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125277		
2009	Simponi	Golimumab	91X1KLU43E	04-24-09	BLA	125-289		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125289		
2009	Arzerra	Ofatumumab	M95KG522R0	10-26-09	BLA	125-326		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125326		
2009	Votrient	Pazopanib	7RN5DR86CK	10-19-09	NDA	22-465		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22465 		
2009	Stelara	Ustekinumab	FU77B4U5Z0	09-25-09	BLA	125-261		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125261		
