NADA_ID	UNII	Ingredient	AppNo	Rx	Status	AppType	Sponsor	Trade Name	Reference	Routes	Ingredients
V5403H8VG7091-192	V5403H8VG7	DIATRIZOATE SODIUM	091-192	RX	Approved	N	Zoetis Inc.	Renografin®-76	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-192	Intra-Arterial|Intravenous|Intraperitoneal|Intrathecal|Intra-Articular|Intravesical|Intralesional|Intracardiac	Diatrizoate Sodium|Diatrizoate Meglumine
3X9MR4N98U091-192	3X9MR4N98U	DIATRIZOATE MEGLUMINE	091-192	RX	Approved	N	Zoetis Inc.	Renografin®-76	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-192	Intra-Arterial|Intravenous|Intraperitoneal|Intrathecal|Intra-Articular|Intravesical|Intralesional|Intracardiac	Diatrizoate Sodium|Diatrizoate Meglumine
C49WS9N75L091-467	C49WS9N75L	VIRGINIAMYCIN	091-467	VFD	Approved	N	Phibro Animal Health Corp.	Stafac® 500	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-467	Oral	Virginiamycin
TJ2M0FR8ES091-603	TJ2M0FR8ES	MEGESTROL ACETATE	091-603	RX	Approved	N	Intervet, Inc.	Ovaban® Tablets 20 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-603	Oral	Megestrol Acetate
81G6I5V05I091-736	81G6I5V05I	MEBENDAZOLE	091-736	RX	Approved	N	Intervet, Inc.	Telmin® Equine Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-736	Nasogastric|Oral	Mebendazole
81BK194Z5M091-739	81BK194Z5M	PYRANTEL PAMOATE	091-739	RX/OTC	Approved	N	Zoetis Inc.	Strongid® T	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-739	Nasogastric|Oral	Pyrantel Pamoate
5WF7E9QC3F092-444	5WF7E9QC3F	MORANTEL TARTRATE	092-444	OTC	Approved	N	Phibro Animal Health Corp.	Rumatel® 88	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/092-444	Oral	Morantel Tartrate
OS1Z389K8S006-462	OS1Z389K8S	DIETHYLCARBAMAZINE CITRATE	006-462	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Caricide Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-462		Diethylcarbamazine Citrate
VW4H1CYW1K095-183	VW4H1CYW1K	MICONAZOLE NITRATE	095-183	RX	Approved	N	Intervet, Inc.	Conofite® Cream 2%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/095-183	Topical	Miconazole Nitrate
0N7609K889030-330	0N7609K889	SULFADIAZINE	030-330	RX	Voluntarily Withdrawn	N	Elanco Animal Health, A Division of Eli Lilly & Co.	Tylocine Sulfa Tablets 50	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/030-330		Sulfamethazine|Sulfamerazine|Sulfadiazine|Tylosin
AN164J8Y0X095-614	AN164J8Y0X	TRIMETHOPRIM	095-614	RX	Approved	N	Intervet, Inc.	Tribrissen® 120 Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/095-614	Oral	Sulfadiazine|Trimethoprim
48I5LU4ZWD095-641	48I5LU4ZWD	MECLOFENAMIC ACID	095-641	RX	Approved	N	Zoetis Inc.	Arquel Granules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/095-641	Oral	Meclofenamic Acid
W7V2ZZ2FWB096-298	W7V2ZZ2FWB	LASALOCID	096-298	OTC	Approved	N	Zoetis Inc.	Avatec®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/096-298	Oral	Lasalocid
57Y76R9ATQ096-674	57Y76R9ATQ	NAPROXEN	096-674	RX	Approved	N	Zoetis Inc.	Equiproxen Granules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/096-674	Oral	Naproxen
431LFF7I7J097-222	431LFF7I7J	CEPHAPIRIN SODIUM	097-222	OTC	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Cefa-Lak®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/097-222	Intramammary	Cephapirin Sodium
ZSM1M03SHC097-288	ZSM1M03SHC	IMIDOCARB DIPROPIONATE	097-288	RX	Approved	N	Intervet, Inc.	Imizol® Equine Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/097-288	Intramuscular	Imidocarb Dipropionate
BOD072YW0F047-262	BOD072YW0F	LINCOMYCIN	047-262	OTC	Voluntarily Withdrawn	N	Zoetis Inc.	Deccox® / Lincomycin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-262	Oral	Decoquinate|Lincomycin
IV021NXA9J011-437	IV021NXA9J	PREDNISOLONE SODIUM PHOSPHATE	011-437	RX	Voluntarily Withdrawn	N	Merial, Inc.	Hydeltrone Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-437	Topical|Ophthalmic	Neomycin Sulfate|Prednisolone Sodium Phosphate
L8CRY8PWF2098-379	L8CRY8PWF2	GONADORELIN DIACETATE TETRAHYDRATE	098-379	RX	Approved	N	Merial, Inc.	CYSTORELIN®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/098-379	Intramuscular|Intravenous	Gonadorelin Diacetate Tetrahydrate
399SL044HN099-344	399SL044HN	OLEATE SODIUM	099-344	RX	Approved	N	Summit Hill Laboratories	Osteum Solution 50 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/099-344	Intralesional|Intramuscular	Oleate Sodium
AI9376Y64P099-604	AI9376Y64P	DEXAMETHASONE SODIUM PHOSPHATE	099-604	RX	Approved	N	Bimeda Animal Health Limited	Dex-A-Vet Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/099-604	Intravenous	Dexamethasone Sodium Phosphate
CT6BBQ5A68100-202	CT6BBQ5A68	DINOPROST TROMETHAMINE	100-202	RX	Approved	N	Zoetis Inc.	Prostin F2 Alpha® Sterile Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/100-202	Intramuscular	Dinoprost Tromethamine
O02SWY8981100-254	O02SWY8981	PROSTALENE	100-254	RX	Approved	N	Zoetis Inc.	Synchrocept Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/100-254	Subcutaneous	Prostalene
4VFX2L7EM5100-703	4VFX2L7EM5	MEPIVACAINE HYDROCHLORIDE	100-703	RX	Approved	N	Zoetis Inc.	Carbocaine®-V Sterile Aqueous Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/100-703	Epidural|Laryngeal|Infiltration|Intra-Articular	Mepivacaine Hydrochloride
8TIF7T48FP037-410	8TIF7T48FP	PIPERAZINE PHOSPHATE	037-410	RX	Voluntarily Withdrawn	N	Merial, Inc.	Equizole® A	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/037-410	Oral	Thiabendazole|Piperazine Phosphate
8Y3JK0JW3U101-479	8Y3JK0JW3U	FLUNIXIN MEGLUMINE	101-479	RX	Approved	N	Intervet, Inc.	Banamine® 	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/101-479	Intravenous|Intramuscular	Flunixin Meglumine
V92SO9WP2I101-777	V92SO9WP2I	GLYCOPYRROLATE	101-777	RX	Approved	N	Zoetis Inc.	Robinul®-V Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/101-777	Subcutaneous|Intravenous|Intramuscular	Glycopyrrolate
9OGY4BOR8D102-709	9OGY4BOR8D	MIBOLERONE	102-709	RX	Approved	N	Zoetis Inc.	Cheque® Drops	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/102-709	Oral	Mibolerone
2L7I72RUHN102-990	2L7I72RUHN	BUTORPHANOL TARTRATE	102-990	RX	Approved	N	Zoetis Inc.	Torbutrol® Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/102-990	Subcutaneous	Butorphanol Tartrate
QGM18599H5104-184	QGM18599H5	BUTAMISOLE HYDROCHLORIDE	104-184	RX	Approved	N	Zoetis Inc.	Styquin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/104-184	Subcutaneous	Butamisole Hydrochloride
621BVT9M36104-494	621BVT9M36	FENBENDAZOLE	104-494	OTC	Approved	N	Intervet, Inc.	Panacur® Suspension 10%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/104-494	Oral	Fenbendazole
84CS1P306F105-093	84CS1P306F	SULFADIAZINE SODIUM	105-093	RX	Approved	N	Intervet, Inc.	Tribrissen® 24% Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/105-093	Subcutaneous	Trimethoprim|Sulfadiazine Sodium
45SJ093Q1N106-111	45SJ093Q1N	ZOLAZEPAM HYDROCHLORIDE	106-111	RX	Approved	N	Zoetis Inc.	Telazol®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/106-111	Intravenous	Zolazepam Hydrochloride|Tiletamine Hydrochloride
99TAQ2QWJI106-111	99TAQ2QWJI	TILETAMINE HYDROCHLORIDE	106-111	RX	Approved	N	Zoetis Inc.	Telazol®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/106-111	Intravenous	Zolazepam Hydrochloride|Tiletamine Hydrochloride
8UYL6NAZ3Q106-964	8UYL6NAZ3Q	APRAMYCIN SULFATE	106-964	RX	Approved	N	Elanco US Inc.	Apralan™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/106-964	Oral	Apramycin Sulfate
S75C401OS1107-345	S75C401OS1	FEBANTEL	107-345	OTC	Approved	N	Bayer HealthCare LLC, Animal Health Division	Cutter Paste	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/107-345	Oral	Febantel
90G868409O108-114	90G868409O	CEPHAPIRIN BENZATHINE	108-114	OTC	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Cefa-Dri®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/108-114	Intramammary	Cephapirin Benzathine
022N12KJ0X109-722	022N12KJ0X	OXIBENDAZOLE	109-722	RX	Approved	N	Zoetis Inc.	Anthelcide EQ® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/109-722	Oral	Oxibendazole
F4216019LN110-048	F4216019LN	ALBENDAZOLE	110-048	OTC	Approved	N	Zoetis Inc.	Valbazen®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/110-048	Oral	Albendazole
898723IQHQ110-399	898723IQHQ	GLEPTOFERRON	110-399	OTC	Approved	N	Ceva Sante Animale	Gleptosil	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/110-399	Intramuscular	Gleptoferron
OMP2H17F9E110-776	OMP2H17F9E	OXFENDAZOLE	110-776	RX	Approved	N	Zoetis Inc.	Benzelmin® Powder For Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/110-776	Oral	Oxfendazole
Z69D9E381Q008-422	Z69D9E381Q	SELENIUM DISULFIDE	008-422	OTC	Voluntarily Withdrawn	N	Merial, Inc.	Seleen® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/008-422	Topical	Selenium Disulfide
6H4ZY4O7NA111-529	6H4ZY4O7NA	FLUPROSTENOL SODIUM	111-529	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Equimate®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/111-529	Intramuscular	Fluprostenol Sodium
6490C9U457111-607	6490C9U457	PRAZIQUANTEL	111-607	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Droncit® 5.68% Injectible Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/111-607	Subcutaneous|Intramuscular	Praziquantel
M6T05Z2B68092-482	M6T05Z2B68	LINCOMYCIN HYDROCHLORIDE	092-482	OTC	Voluntarily Withdrawn	N	Zoetis Inc.	Coban® / Lincomix®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/092-482	Oral	Lincomycin Hydrochloride|Monensin Sodium
YSE9PPT4TH112-048	YSE9PPT4TH	HYALURONATE SODIUM	112-048	RX	Approved	N	Zoetis Inc.	Hylartin® V	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/112-048	Intra-Articular	Hyaluronate Sodium
886SAV9675113-645	886SAV9675	CLOPROSTENOL SODIUM	113-645	RX	Approved	N	Intervet, Inc.	Estrumate®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/113-645	Intramuscular	Cloprostenol Sodium
19BV78AK7W115-732	19BV78AK7W	AZAPERONE	115-732	RX	Approved	N	Elanco US Inc.	Stresnil Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/115-732	Intramuscular	Azaperone
G07GZ97H65116-089	G07GZ97H65	CLOTRIMAZOLE	116-089	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Veltrim 1% Dermatologic Cream	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/116-089	Topical	Clotrimazole
4TI98Z838E118-123	4TI98Z838E	ESTRADIOL	118-123	OTC	Approved	N	Elanco US Inc.	Compudose™ 200	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/118-123	Subcutaneous	Estradiol|Oxytetracycline
DZY9VU539P118-980	DZY9VU539P	NARASIN	118-980	OTC	Approved	N	Elanco US Inc.	Monteban™ 45	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/118-980	Oral	Narasin
280111G160119-688	280111G160	CEFADROXIL	119-688	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Cefa-Tabs®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/119-688	Oral	Cefadroxil
4182431BJH119-807	4182431BJH	PHENYTOIN SODIUM	119-807	RX	Approved	N	Intervet, Inc.	Beuthanasia-D Special	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/119-807	Intravenous|Intracardiac	Pentobarbital Sodium|Phenytoin Sodium
T20OQ1YN1W120-161	T20OQ1YN1W	CLINDAMYCIN HYDROCHLORIDE	120-161	RX	Approved	N	Zoetis Inc.	Antirobe® Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/120-161	Oral	Clindamycin Hydrochloride
33IAH5017S120-299	33IAH5017S	AMITRAZ	120-299	RX	Approved	N	Zoetis Inc.	Mitaban® Liquid Concentrate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/120-299	Topical	Amitraz
7Z13P9Q95C122-272	7Z13P9Q95C	SODIUM SULFAMETHAZINE	122-272	RX	Approved	N	Huvepharma EOOD	Sulmet® Soluble Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/122-272	Oral	Sodium sulfamethazine
7N36JHA4P6010-886	7N36JHA4P6	PIPERAZINE MONOHYDROCHLORIDE	010-886	OTC	Voluntarily Withdrawn	N	Virbac AH, Inc.	Purina® Liquid Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-886	Oral	Piperazine Monohydrochloride
IY9XDZ35W2125-961	IY9XDZ35W2	DEXTROSE	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
B7862WZ632125-961	B7862WZ632	POTASSIUM PHOSPHATE	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
TE7660XO1C125-961	TE7660XO1C	GLYCINE	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
2968PHW8QP125-961	2968PHW8QP	CITRIC ACID	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
EE90ONI6FF125-961	EE90ONI6FF	POTASSIUM CITRATE	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
N6M33094FD127-892	N6M33094FD	AMIKACIN SULFATE	127-892	RX	Approved	N	Zoetis Inc.	Amiglyde-V	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/127-892	Intramuscular|Intrauterine|Subcutaneous	Amikacin Sulfate
8883YP2R6D127-443	8883YP2R6D	IVERMECTIN	127-443	RX	Voluntarily Withdrawn	N	Merial, Inc.	Eqvalan® Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/127-443	Intramuscular	Ivermectin
X8I39OJF4P128-549	X8I39OJF4P	FENPROSTALENE	128-549	RX	Approved	N	Zoetis Inc.	Bovilene	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/128-549	Subcutaneous	Fenprostalene
92UOD3BMEK128-686	92UOD3BMEK	SALINOMYCIN SODIUM	128-686	OTC	Approved	N	Huvepharma EOOD	Bio-Cox® Type A Medicated Article	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/128-686	Oral	Salinomycin Sodium
Z97702A5DG128-967	Z97702A5DG	DIBUCAINE HYDROCHLORIDE	128-967	RX	Approved	N	Zoetis Inc.	Repose Euthanasia Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/128-967	Intraperitoneal|Intravenous	Dibucaine Hydrochloride|Secobarbital Sodium
XBP604F6UM128-967	XBP604F6UM	SECOBARBITAL SODIUM	128-967	RX	Approved	N	Zoetis Inc.	Repose Euthanasia Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/128-967	Intraperitoneal|Intravenous	Dibucaine Hydrochloride|Secobarbital Sodium
PTC2969MV1130-951	PTC2969MV1	HALOFUGINONE HYDROBROMIDE	130-951	OTC	Approved	N	Huvepharma EOOD	Stenorol®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/130-951	Oral	Halofuginone Hydrobromide
2U0X0JA2NB131-310	2U0X0JA2NB	ALTRENOGEST	131-310	RX	Approved	N	Intervet, Inc.	Regu-Mate®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/131-310	Oral	Altrenogest
E38WZ4U54R134-644	E38WZ4U54R	TIAMULIN	134-644	OTC	Approved	N	Elanco US Inc.	Denagard® Soluble Antibiotic	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/134-644	Oral	Tiamulin
NZW046NI85134-645	NZW046NI85	TIOXIDAZOLE	134-645	OTC	Approved	N	Intervet, Inc.	Tiox Granules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/134-645	Oral	Tioxidazole
OKG364O896134-930	OKG364O896	ESTRADIOL VALERATE	134-930	OTC	Approved	N	Merial, Inc.	Syncro-Mate-B®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/134-930	Subcutaneous|Intramuscular	Estradiol Valerate|Norgestomet
3L33UD42X4134-930	3L33UD42X4	NORGESTOMET	134-930	OTC	Approved	N	Merial, Inc.	Syncro-Mate-B®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/134-930	Subcutaneous|Intramuscular	Estradiol Valerate|Norgestomet
3XMK78S47O135-906	3XMK78S47O	TESTOSTERONE	135-906	OTC	Approved	N	Elanco US Inc.	Component™ E-H with Tylan™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/135-906	Subcutaneous	Estradiol|Tylosin|Testosterone
268AW7000T136-383	268AW7000T	POLYSULFATED GLYCOSAMINOGLYCAN	136-383	RX	Approved	N	Luitpold Pharmaceuticals, Inc.	Adequan® Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/136-383	Intra-Articular	Polysulfated Glycosaminoglycan
EG1ZDO6LRD136-742	EG1ZDO6LRD	CLORSULON	136-742	OTC	Approved	N	Merial, Inc.	Curatrem® Drench	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/136-742	Oral	Clorsulon
T0H3L6C7I5137-687	T0H3L6C7I5	FORMALIN	137-687	OTC	Approved	N	Natchez Animal Supply Co.	Formalin-F	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/137-687	Immersion	Formalin
RUD5Y4SV0S138-612	RUD5Y4SV0S	TRENBOLONE ACETATE	138-612	OTC	Approved	N	Intervet, Inc.	Finaplix®-H	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/138-612	Subcutaneous	Trenbolone Acetate
W2S5C71Y3G138-992	W2S5C71Y3G	LASALOCID SODIUM	138-992	VFD	Approved	N	Zoetis Inc.	MGA® and Bovatec® and Tylan™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/138-992	Oral	Melengestrol Acetate|Tylosin Phosphate|Lasalocid sodium
5U912U22T2139-075	5U912U22T2	MADURAMICIN AMMONIUM	139-075	OTC	Approved	N	Zoetis Inc.	Cygro®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-075	Oral	Maduramicin Ammonium
3PFC574ITA139-237	3PFC574ITA	GONADORELIN HYDROCHLORIDE	139-237	RX	Approved	N	Zoetis Inc.	Factrel®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-237	Intramuscular	Gonadorelin Hydrochloride
ION1Q02ZCX139-472	ION1Q02ZCX	TIAMULIN HYDROGEN FUMARATE	139-472	OTC	Approved	N	Elanco US Inc.	Denagard™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-472	Oral	Tiamulin Hydrogen Fumarate
101-079		LEVAMISOLE RESINATE	101-079	OTC	Voluntarily Withdrawn	N	Fort Dodge Animal Health, Division of Wyeth, a wholly owned subsidiary of Pfizer, Inc.	Tramisol® 10% Pig Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/101-079	Oral	Levamisole Resinate
2880D3468G139-877	2880D3468G	LEVAMISOLE	139-877	OTC	Approved	N	Intervet, Inc.	Totalon™ Topical Cattle Anthelmintic	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-877	Topical	Levamisole
RH5KI819JG139-879	RH5KI819JG	CARNIDAZOLE	139-879	OTC	Approved	N	Wildlife Laboratories, Inc.	Carnidazole	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/139-879	Oral	Carnidazole
90Y4QC304K140-269	90Y4QC304K	KETOPROFEN	140-269	RX	Approved	N	Zoetis Inc.	Ketofen®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-269	Intravenous	Ketoprofen
NHI34IS56E140-338	NHI34IS56E	CEFTIOFUR SODIUM	140-338	RX	Approved	N	Zoetis Inc.	Naxcel® Sterile Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-338	Subcutaneous|Intramuscular	Ceftiofur Sodium
3DX3XEK1BN140-441	3DX3XEK1BN	ENROFLOXACIN	140-441	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Baytril® Antibacterial Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-441	Oral	Enrofloxacin
008-696		OXYTETRACYCLINE (MONOALKYL TRIMETHYL AMMONIUM SALT)	008-696	OTC	Voluntarily Withdrawn	N	Pfizer, Inc.	TM®-5 Antibiotic Feed Supplement	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/008-696		Oxytetracycline (Monoalkyl Trimethyl Ammonium Salt)
5BPJ82Q45X140-818	5BPJ82Q45X	EFROTOMYCIN	140-818	OTC	Approved	N	Merial, Inc.	Producil® For Swine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-818	Oral	Efrotomycin
D0GX863OA5140-839	D0GX863OA5	MUPIROCIN	140-839	RX	Approved	N	Zoetis Inc.	Bactoderm® Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-839	Topical	Mupirocin
JL5DK93RCL140-846	JL5DK93RCL	MELATONIN	140-846	OTC	Approved	N	Wildlife Laboratories, Inc.	PrimeX®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-846	Subcutaneous	Melatonin
20ED16GHEB140-856	20ED16GHEB	SERUM GONADOTROPIN	140-856	OTC	Approved	N	Intervet, Inc.	P.G. 600®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-856	Subcutaneous	Chorionic Gonadotropin|Serum Gonadotropin
HWR60H5GZB140-857	HWR60H5GZB	LUPROSTIOL	140-857	RX	Approved	N	Virbac AH, Inc.	Equestrolin™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-857	Intramuscular	Luprostiol
95K4LKB6QE140-862	95K4LKB6QE	DETOMIDINE HYDROCHLORIDE	140-862	RX	Approved	N	Orion Corp.	Dormosedan™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-862	Intravenous|Intramuscular	Detomidine Hydrochloride
309G9J93TP140-863	309G9J93TP	RACTOPAMINE HYDROCHLORIDE	140-863	OTC	Approved	N	Elanco US Inc.	Paylean® 45	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-863	Oral	Ractopamine Hydrochloride
NB2E1YP49F140-866	NB2E1YP49F	YOHIMBINE HYDROCHLORIDE	140-866	RX	Approved	N	Akorn Animal Health, Inc.	Yobine® Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-866	Intravenous	Yohimbine Hydrochloride
140-872		BOVINE SOMATOTROPIN (SOMETRIBOVE ZINC)	140-872	OTC	Approved	N	Elanco US Inc.	Posilac™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-872	Subcutaneous	Bovine Somatotropin (Sometribove Zinc)
6822A07436140-890	6822A07436	CEFTIOFUR HYDROCHLORIDE	140-890	RX	Approved	N	Zoetis Inc.	Excenel Sterile Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-890	Subcutaneous|Intramuscular	Ceftiofur Hydrochloride
0C1SPQ0FSR140-893	0C1SPQ0FSR	EPSIPRANTEL	140-893	RX	Approved	N	Zoetis Inc.	Cestex®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-893	Oral	Epsiprantel
0502PUN0GT140-915	0502PUN0GT	MILBEMYCIN OXIME	140-915	RX	Approved	N	Elanco US Inc.	Interceptor™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-915	Oral	Milbemycin Oxime
SMH7U1S683140-929	SMH7U1S683	TILMICOSIN PHOSPHATE	140-929	RX	Approved	N	Elanco US Inc.	Micotil® 300	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-929	Subcutaneous	Tilmicosin Phosphate
8B50X0IVEC140-940	8B50X0IVEC	SEMDURAMICIN SODIUM	140-940	OTC	Approved	N	Phibro Animal Health Corp.	Aviax™ Premix for Broiler Chickens	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-940	Oral	Semduramicin Sodium
