OTC_ID	UNII	OTC_Ingredient	OTC_Monograph	OTC_Status	OTC_Ref_Text	OTC_URL
1247	62TEY51RR1	bismuth subsalicylate	antidiarrheal	Approved	21 CFR 335.10(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec335-10.xml
1248	24H4NWX5CO	kaolin	antidiarrheal	Approved	21 CFR 335.10(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec335-10.xml
1249	W0O1NHP4WE	cyclizine hydrochloride	antiemetic	Approved	21 CFR 336.10(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec336-10.xml
1250	JB937PER5C	dimenhydrinate	antiemetic	Approved	21 CFR 336.10(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec336-10.xml
1251	TC2D6JAD40	diphenhydramine hydrochloride	antiemetic	Approved	21 CFR 336.10(c)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec336-10.xml
1252	HDP7W44CIO	meclizine hydrochloride	antiemetic	Approved	21 CFR 336.10(d)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec336-10.xml
1253	V9BI9B5YI2	doxylamine succinate	nighttime sleep aid:antihistamine	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1254	KJ5I25TXYL	methapyrilene fumarate	nighttime sleep aid:antihistamine	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1255	00S42N58OM	methapyrilene hydrochloride	nighttime sleep aid:antihistamine	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1256	8UE48MJH8M	phenyltoloxamine dihydrogen citrate	nighttime sleep aid:antihistamine	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1257	R35D29L3ZA	pyrilamine maleate	nighttime sleep aid:antihistamine	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1258	R0JB3224WS	ammonium bromide	nighttime sleep aid:bromide	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1259	OSD78555ZM	potassium bromide	nighttime sleep aid:bromide	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1260	LC1V549NOM	sodium bromide	nighttime sleep aid:bromide	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1261	7E0GR5N4K8	scopolamine aminoxide hydrobromide	nighttime sleep aid:scopolamine compound	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1262	451IFR0GXB	scopolamine hydrobromide	nighttime sleep aid:scopolamine compound	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1263	R0JB3224WS	ammonium chloride	nighttime sleep aid:stimulant	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1264	3G6A5W338E	caffeine	nighttime sleep aid:stimulant	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1265	ZQH6VH092Z	ginseng	nighttime sleep aid:stimulant	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1266	H4N855PNZ1	vitamin E	nighttime sleep aid:stimulant	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1267	362O9ITL9D	acetaminophen	nighttime sleep aid	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1268	R16CO5Y76E	aspirin	nighttime sleep aid	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1269	25X51I8RD4	niacinamide	nighttime sleep aid	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1270	SY49TH8VUA	passion flower extract	nighttime sleep aid	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1271	EM8BM710ZC	salicylamide	nighttime sleep aid	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1272	M572600E5P	thiamine hydrochloride	nighttime sleep aid	Previously Marketed	54 FR 6826	https://www.loc.gov/search/?fa=partof:federal+register:+volume+54
1273	TC2D6JAD40	diphenhydramine hydrochloride	nighttime sleep aid	Approved	21 CFR 338.10(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec338-10.xml
1274	4OD433S209	diphenhydramine citrate	nighttime sleep aid	Approved	21 CFR 338.10(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec338-10.xml
1275	R0JB3224WS	ammonium chloride	stimulant	Previously Marketed	39 FR 6104	https://www.loc.gov/search/?fa=partof:federal+register:+volume+39
1276	ZQH6VH092Z	ginseng	stimulant	Previously Marketed	39 FR 6104	https://www.loc.gov/search/?fa=partof:federal+register:+volume+39
1277	H4N855PNZ1	vitamin E	stimulant	Previously Marketed	39 FR 6104	https://www.loc.gov/search/?fa=partof:federal+register:+volume+39
1278	3G6A5W338E	caffeine	stimulant	Approved	21 CFR 340.10	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec340-10.xml
1279	5P4DHS6ENR	benzonatate	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1280	09TQU5PG95	caramiphen edisylate	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1281	4SH0MFJ5HJ	carbetapentane citrate	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1282	BBL281NWFG	cod liver oil	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1283	3JYG22FD73	creosote, beechwood	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1284	91QY4PXU8Q	elm bark	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1285	MFM5450P3T	ethylmorphine hydrochloride	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1286	RV6J6604TK	eucalyptol	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1287	2R04ONI662	eucalyptus oil	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1288	7A72MUN24Z	horehound	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1289	NO70W886KK	hydrocodone bitartrate	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1290	8V32U4AOQU	noscapine	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1291	TTN62ITH9I	noscapine hydrochloride	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1292	V95R5KMY2B	peppermint oil	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1293	XJ6RUH0O4G	turpentine oil	cough/cold:antitussive	Previously Marketed	52 FR 30054	https://www.loc.gov/search/?fa=partof:federal+register:+volume+52
1294	3G6A5W338E	caffeine	cough/cold:miscellaneous	Previously Marketed	67 FR 78158	https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=67+FR+78158
1295	YQE403BP4D	phenobarbital	cough/cold:miscellaneous	Previously Marketed	67 FR 78158	https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=67+FR+78158
1296	5TJD82A1ET	camphor	cough/cold:nasal decongestant	Previously Marketed	59 FR 43408	https://www.gpo.gov/fdsys/pkg/FR-1994-08-23/html/94-20456.htm
1297	2R04ONI662	eucalyptus oil	cough/cold:nasal decongestant	Previously Marketed	59 FR 43408	https://www.gpo.gov/fdsys/pkg/FR-1994-08-23/html/94-20456.htm
1298	LT10EIP3A	menthol	cough/cold:nasal decongestant	Previously Marketed	59 FR 43408	https://www.gpo.gov/fdsys/pkg/FR-1994-08-23/html/94-20456.htm
1299	V95R5KMY2B	peppermint oil (inhalant)	cough/cold:nasal decongestant	Previously Marketed	59 FR 43408	https://www.gpo.gov/fdsys/pkg/FR-1994-08-23/html/94-20456.htm
1300	V95R5KMY2B	peppermint oil (lozenge)	cough/cold:nasal decongestant	Previously Marketed	59 FR 43408	https://www.gpo.gov/fdsys/pkg/FR-1994-08-23/html/94-20456.htm
1301	V95R5KMY2B	peppermint oil (mouthwash)	cough/cold:nasal decongestant	Previously Marketed	59 FR 43408	https://www.gpo.gov/fdsys/pkg/FR-1994-08-23/html/94-20456.htm
1302	B48FTC099P	phenylpropanolamine bitartrate (oral) 	cough/cold:nasal decongestant	Previously Marketed	70 FR 75988	https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=70+FR+75988
1303	8D5I63UE1Q	phenylpropanolamine hydrochloride (oral)	cough/cold:nasal decongestant	Previously Marketed	70 FR 75988	https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=70+FR+75988
1304	8D5I63UE1Q	phenylpropanolamine hydrochloride (topical)	cough/cold:nasal decongestant	Previously Marketed	70 FR 75988	https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=70+FR+75988
1305	86ILV507ZN	phenylpropanolamine maleate (oral)	cough/cold:nasal decongestant	Previously Marketed	70 FR 75988	https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=70+FR+75988
1306	Y9DL7QPE6B	pseudoephedrine sulfate (oral)	cough/cold:nasal decongestant	Previously Marketed	70 FR 75988	https://www.federalregister.gov/documents/search?conditions%5Bterm%5D=70+FR+75988
1307	IXA7C9ZN03	brompheniramine maleate	cough/cold:antihistamine	Approved	21 CFR 341.12(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1308	NPB7A7874U	chlorcyclizine hydrochloride	cough/cold:antihistamine	Approved	21 CFR 341.12(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1309	V1Q0O9OJ9Z	chlorpheniramine maleate	cough/cold:antihistamine	Approved	21 CFR 341.12(c)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1310	BPA9UT29BS	dexbromopheniramine maleate	cough/cold:antihistamine	Approved	21 CFR 341.12(d)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1311	B10YD955QW	dexchlorpheniramine maleate	cough/cold:antihistamine	Approved	21 CFR 341.12(e)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1312	4OD433S209	diphenhydramine citrate	cough/cold:antihistamine	Approved	21 CFR 341.12(f)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1313	TC2D6JAD40	diphenhydramine hydrochloride	cough/cold:antihistamine	Approved	21 CFR 341.12(g)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1314	V9BI9B5YI2	doxylamine succinate	cough/cold:antihistamine	Approved	21 CFR 341.12(h)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1315	28725X3PV8	phenindamine tartrate	cough/cold:antihistamine	Approved	21 CFR 341.12(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1316	NYW905655B	pheniramine maleate	cough/cold:antihistamine	Approved	21 CFR 341.12(j)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1317	R35D29L3ZA	pyrilamine maleate	cough/cold:antihistamine	Approved	21 CFR 341.12(k)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1318	6K9YKD48Y4	thonzylamine hydrochloride	cough/cold:antihistamine	Approved	21 CFR 341.12(l)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1319	YAN7R5L890	triprolidine hydrochloride	cough/cold:antihistamine	Approved	21 CFR 341.12(m)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml
1320	69QQ58998Y	chlophedianol hydrochloride	cough/cold:antitussive	Approved	21 CFR 341.14(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1321	Q830PW7520	codeine	cough/cold:antitussive	Approved	21 CFR 341.14(a)(2)(i)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1322	GSL05Y1MN6	codeine phosphate	cough/cold:antitussive	Approved	21 CFR 341.14(a)(2)(ii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1323	11QV9BS0CB	codeine sulfate	cough/cold:antitussive	Approved	21 CFR 341.14(a)(2)(iii)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1324	7355X3ROTS	dextromethorphan	cough/cold:antitussive	Approved	21 CFR 341.14(a)(3)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1325	9D2RTI9KYH	dextromethorphan hydrobromide	cough/cold:antitussive	Approved	21 CFR 341.14(a)(4)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1326	4OD433S209	diphenhydramine citrate	cough/cold:antitussive	Approved	21 CFR 341.14(a)(5)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1327	TC2D6JAD40	diphenhydramine hydrochloride	cough/cold:antitussive	Approved	21 CFR 341.14(a)(6)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1328	5TJD82A1ET	camphor	cough/cold:antitussive	Approved	21 CFR 341.14(b)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1329	N20HL7Q941	camphor	cough/cold:antitussive	Approved	21 CFR 341.14(b)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1330	L7T10EIP3A	menthol	cough/cold:antitussive	Approved	21 CFR 341.14(b)(2)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-14.xml
1331	GN83C131XS	ephedrine	cough/cold:bronchodilator	Approved	21 CFR 341.16(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml
1332	NLJ6390P1Z	ephedrine hydrochloride	cough/cold:bronchodilator	Approved	21 CFR 341.16(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml
1333	U6X61U5ZEG	ephedrine sulfate	cough/cold:bronchodilator	Approved	21 CFR 341.16(c)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml
1334	YKH834O4BH	epinephrine	cough/cold:bronchodilator	Approved	21 CFR 341.16(d)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml
1335	30Q7KI53AK	epinephrine bitartrate	cough/cold:bronchodilator	Approved	21 CFR 341.16(e)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml
1336	43SK4LAO7D	racephedrine hydrochloride	cough/cold:bronchodilator	Approved	21 CFR 341.16(f)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml
1337	336096P2WE	racepinephrine hydrochloride	cough/cold:bronchodilator	Approved	21 CFR 341.16(g)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-16.xml
1338	495W7451VQ	guaifenesin	cough/cold:expectorant	Approved	21 CFR 341.18	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-18.xml
1339	GN83C131XS	ephedrine	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(2)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1340	NLJ6390P1Z	ephedrine hydrochloride	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(3)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1341	U6X61U5ZEG	ephedrine sulfate	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(4)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1342	Y24T9BT2Q2	levmetamfetamine	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1343	MZ1131787D	naphazoline hydrochloride	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(6)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1344	K89MJ0S5VY	oxymetazoline hydrochloride	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(7)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1345	27O3Q5ML57	phenylephrine bitartrate (effervescent)	cough/cold:nasal decongestant	Approved	21 CFR 341.20(a)(4)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1346	04JA59TNSJ	phenylephrine hydrochloride	cough/cold:nasal decongestant	Approved	21 CFR 341.20(a)(1)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1347	04JA59TNSJ	phenylephrine hydrochloride	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(8)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1348	LQU92IU8LL	propylhexedrine	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(9)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1349	6V9V2RYJ8N	pseudoephedrine hydrochloride	cough/cold:nasal decongestant	Approved	21 CFR 341.20(a)(2)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1350	Y9DL7QPE6B	pseudoephedrine sulfate	cough/cold:nasal decongestant	Approved	21 CFR 341.20(a)(3)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1351	X5S84033NZ	xylometazoline hydrochloride	cough/cold:nasal decongestant	Approved	21 CFR 341.20(b)(10)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-20.xml
1352	362O9ITL9D	acetaminophen	internal analgesic	Marketed	53 FR 46204 proposed 21 CFR 343.10(a)	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1353	R16CO5Y76E	aspirin, calcium	internal analgesic:analgesic	Marketed	53 FR 46204 proposed 21 CFR 343.10(b)	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1354	N667F17JP1	carbaspirin calcium	internal analgesic:analgesic	Marketed	53 FR 46204 proposed 21 CFR 343.10(c)	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1355	KD510K1IQW	choline salicylate	internal analgesic:antipyretic	Marketed	53 FR 46204 proposed 21 CFR 343.10(d)	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1356	41728CY7UX	magnesium salicylate	internal analgesic:analgesic	Marketed	53 FR 46204 proposed 21 CFR 343.10(e)	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1357	WIQ1H85SYP	sodium salicylate	internal analgesic:analgesic	Marketed	53 FR 46204 proposed 21 CFR 343.10(f)	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1358	WK2XYI10QM	ibuprofen	internal analgesic	Marketed	67 FR 54139 proposed 21 CFR 343.10(g)	https://www.federalregister.gov/documents/2002/08/21/02-21122/internal-analgesic-antipyretic-and-antirheumatic-drug-products-for-over-the-counter-human-use
1359	3G6A5W338E	caffeine	internal analgesic:analgesic adjuvant	Marketed	21 CFR www.fda.gov StatusofOTCRulemakings:ucm070484.htm	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1360	R16CO5Y76E	aspirin, calcium	internal analgesic:antipyretic	Marketed	21 CFR www.fda.gov StatusofOTCRulemakings:ucm070484.htm	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1361	SP86R356CC	acetanilide	internal analgesic	Marketed	21 CFR www.fda.gov StatusofOTCRulemakings:ucm070484.htm	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1362	8UE48MJH8M	phenyltoloxamine citrate	internal analgesic	Marketed	21 CFR www.fda.gov StatusofOTCRulemakings:ucm070484.htm	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1363	8UE48MJH8M	phenyltoloxamine dihydrogen citrate	internal analgesic	Marketed	53 FR 46249	https://www.loc.gov/search/?fa=partof:federal+register:+volume+53
1364	K91YT16P5M	potassium salicylate	internal analgesic	Marketed	21 CFR www.fda.gov StatusofOTCRulemakings:ucm070484.htm	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1365	EM8BM710ZC	salicylamide	internal analgesic	Marketed	21 CFR www.fda.gov StatusofOTCRulemakings:ucm070484.htm	https://www.fda.gov/Drugs/DevelopmentApprovalProcess/DevelopmentResources/Over-the-CounterOTCDrugs/StatusofOTCRulemakings/ucm070484.htm
1366	R16CO5Y76E	aspirin	internal analgesic:cardiovascular	Approved	21 CFR 343.12(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec343-12.xml
1367	R16CO5Y76E	aspirin (buffered)	internal analgesic:cardiovascular	Approved	21 CFR 343.12(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec343-12.xml
1368	R16CO5Y76E	aspirin	internal analgesic:rheumatologic	Approved	21 CFR 343.13(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec343-13.xml
1369	R16CO5Y76E	aspirin (buffered)	internal analgesic:rheumatologic	Approved	21 CFR 343.13(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec343-13.xml
1370	31PZ2VAU81	carbamide peroxide 6.5% (in anhydrous glycerin)	otic:earwax removal aid	Approved	21 CFR 344.1	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec344-10.xml
1371	ND2M416302	isopropyl alcohol	otic:ear drying aid	Approved	21 CFR 344.12	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec344-12.xml
1372	U3RSY48JW5	benzocaine	anorectal:local anesthetic	Approved	21 CFR 346.10(a)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1373	LKG8494WBH	benzyl alcohol	anorectal:local anesthetic	Approved	21 CFR 346.10(b)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1374	L6JW2TJG99	dibucaine	anorectal:local anesthetic	Approved	21 CFR 346.10(c)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1375	Z97702A5DG	dibucaine hydrochloride	anorectal:local anesthetic	Approved	21 CFR 346.10(d)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1376	ZEC193879Q	dyclonine hydrochloride	anorectal:local anesthetic	Approved	21 CFR 346.10(e)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1377	98PI200987	lidocaine	anorectal:local anesthetic	Approved	21 CFR 346.10(f)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1378	V13007Z41A	lidocaine	anorectal:local anesthetic	Approved	21 CFR 346.10(f)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1379	88AYB867L5	pramoxine hydrochloride	anorectal:local anesthetic	Approved	21 CFR 346.10(g)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
1380	0619F35CGV	tetracaine	anorectal:local anesthetic	Approved	21 CFR 346.10(h)	https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml
