smiles	drug_id	name	unii
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]3([H])C4=C(CC[C@@]23[H])C=C(O)C=C4	7385177	ESTRADIOL|NOMEGESTROL ACETATE_ESTRADIOL	4TI98Z838E
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C	7385181	ALFAXALONE	BD07M97B2A
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]3([H])[C@@]4([H])CCCC=C4CC[C@@]23[H]	7385301	Lynoestrenol|Lynestrenolum|Linestrenol|Exluton|Linesterol|Lynestrenol, (9 beta, 10 alpha,17 alpha)-isomer|19-Norpregn-4-en-20-yn-17-ol, (17alpha)-|Lynestrenol	N2Z8ALG4U5
[H][C@@]12C[C@H](C)[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	7385304	DEXAMETHASONE PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE)|DEXAMETHASONE SODIUM PHOSPHATE	YJO1F9W10R
[H][C@]12C[C@]3([H])CC[C@@]4([H])[C@]5([H])CC[C@H](OC6(CCCC6)OC)[C@@]5(C)CC[C@]4([H])[C@@]3(C)C[C@@]1([H])S2	7385306	10364-S|Thioderon|Androstane, 2,3-epithio-17-((1-methoxycyclopentyl)oxy)-, (2 alpha,3 alpha,5 alpha,17 beta)-|Mepitiostanum|Mepitiostane|2-Alpha,3 alpha-epithio-5 alpha-androstan-17 beta-yl-1-methoxycyclopentyl ether|Mepitiostano|MEPITIOSTANE	O00404969K
[H][C@]12SCC(\C=C\C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(O)=O	7385320	CEFPROZIL (CEFPROZIL MONOHYDRATE)	S1SDI2FJIY
OC(=O)C1=C(CSC2=NN=CS2)CS[C@@H]3[C@H](NC(=O)CN4C=NN=N4)C(=O)N13	7385330	Ceftezolum|Ceftezol|Ceftezole|Demethylcefazolin|Falomesin|Celoslin|Ceftezol, sodium salt|Ceftezole sodium	2Z86SYP11W
[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]4CN5CCC4CC5	7385337	PALONOSETRON|PALONOSETRON HYDROCHLORIDE|PALONOSETRON (PALONOSETRON HYDROCHLORIDE)	5D06587D6R
CON=C(C(=O)N[C@H]1[C@H]2SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N2C1=O)C(O)=O)C5=NSC(N)=N5	7385375	Firstcin|Cefozopranum|Sce 2787|Czop|Sce-2787|Cefozopran hydrochloride|Cefozopran	1LG87K28LW
[H][C@]12SCC(C[N+]3=CC=C(C=C3)C(N)=O)=C(N1C(=O)[C@H]2NC(=O)CC4=CC=CS4)C([O-])=O	7385376	Cephalonium|Cepravin d.c.|Cepravin dry cow|Cefalonio|Cefalonium	K2P920217W
[H][C@]12SCC(Cl)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C3=CC=CC=C3)C(O)=O	7385379	CEFACLOR|CEFACLOR MONOHYDRATE	3Z6FS3IK0K
O[C@@H]1CO[C@H](O)[C@H](O)[C@H]1O	7385402	Xylose|D xylos|Xylose, d-|D-xylose|Arabinose, l-	C791ZE5K1W
[H]OC1C(OC2C(CC([H])=O)CC(C)C(O[H])\C=C\C=C\CC(C)OC(=O)CC(O[H])C2OC)OC(C)C(OC3CC(C)(C)C(O[H])C(C)O3)C1N(C)C	7385433	Leucomycin tartrate|Kitasamycin tartrate	IPN75MD9DR
CCN1CCCC1=O	7385457	POVIDONE	H0229SX1CW
[H][C@@]12C[C@H](O)[C@H](O)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H]	7385526	Kliojest|Trisequens|Epiestriol|16 Alpha hydroxy estradio|Epiestriolum|16,17-Epiestriol|16-Hydroxyestradiol|16 Epiestrio|17 Epiestrio|Estriol|16-Epiestriol|16,17 Epiestrio|16-Alpha-hydroxy-estradiol|Estra-1,3,5(10)-triene-3,16,17-triol, (16alpha,17beta)-|17-Epiestriol|16 Hydroxyestradio|Estrofen|Estrofem|Ovestin|Estriel|Trisekvens|Kliogest	8XZ32LI44K
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C3=CNC4=C3C=CC=C4	7385536	TROPISETRON HYDROCHLORIDE	6I819NIK1W
C[C@@H](O)[C@@H]1[C@H]2C(C)C(S[C@@H]3CN[C@@H](C3)C(=O)NC4=CC(=CC=C4)C(O)=O)=C(N2C1=O)C(O)=O	7385646	ERTAPENEM	G32F6EID2H
CCCCCCCCCCCCCCOS(O)(=O)=O	7385680	Tergitol 4|Sulfate, sodium tetradecy|Trombavar|Sodium myristyl sulfate|Tetradecilsulfato sodico|Tetradecyl sulfate de sodium|Trombovar|Sotradecol|1-Tetradecanol, hydrogen sulfate, sodium salt|Tetradecyl sulfate, sodiu|Sotradecol sodium|Sodium tetradecyl sulfate|Natrii tetradecyclis sulfas	6VOC18EIBH
CCOC(=O)C1=CC=C(O)C=C1	7385682	ETHYL PARABEN	14255EXE39
CC(=O)NC1=CC=C(O)C=C1	7385693	ACETAMINOPHEN|DOXYLAMINE SUCCINATE|PARACETAMOL	362O9ITL9D
CC\C=C/C\C=C/C\C=C\CCCCCCCC(O)=O	7385703	ALPHA-LINOLENIC ACID (SOYBEAN OIL)|LINOLENIC ACID	0RBV727H71|PO45E3L8YU
CO[C@]1(NC(=O)CSC[C@@H](N)C(O)=O)[C@H]2SCC(CSC3=NN=NN3C)=C([N@@]2C1=O)C(O)=O	7385719	Cefminoxum|5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 7-((((2-amino-2-carboxyethyl)thio)acetyl)amino)-7-methoxy-3-(((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-, (6r-(6alpha,7alpha,7(s*)))-|Tencef|Alter brand of cefminox sodium|Mt 141|Tedec meiji brand of cefminox sodium|Cefminox sodium|Alteporina|Meicelin|Mt-141|Cefminox	PW08Y13465
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	7385773	156-S|Loxoprofen sodium|Loxoprofenum|Sodium 2-(4-(2-oxocyclopentylmethyl)phenyl)propionate dihydrate|Loxoprofen alcohol|Cs-600|Loxoprofen|2-Ocppp|Loxoprofen sodium dihydrate|Cs 600|Lorfenamin|Loxoprofene|2-(4-((2-Oxocyclopentyl)methyl)phenyl)propionic acid|Loxoprofen sodium, (r*,s*)-isomer|Loxonin|Sodium loxoprofen	3583H0GZAP
COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O	7385909	NAPROXEN|NAPROXEN SODIUM	57Y76R9ATQ
COC(=O)C1=C(O)C=CC=C1	7385918	METHYL SALICYLATE|WINTERGREEN OIL	LAV5U5022Y
CC1=C(Cl)C(NC2=C(C=CC=C2)C(O)=O)=C(Cl)C=C1	7385922	MECLOFENAMIC ACID	48I5LU4ZWD
OC(=O)CNC(=O)C1=CC=CC=C1I	7385924	Iodohippurate sodium i 125|Iodohippurate sodium i 123|O-iodohippurate, sodiu|Iodohippuric acid|Orthoiodohippurate|Sodium o iodohippurat|Iodohippurate, sodiu|O-iodohippuric acid|Radio hippura|I oi|Ortho iodohippurat|Natrii iodohippuras (131i)|Iodohippurate (131 i) de sodium|Natrii iodhippuras (131 i)|Sodium iodohippurate (131 i)|Iodohippurate sodium, i-131|I hippura|Glycine, n-(2-iodobenzoyl)-|Glycine, n-(2-(iodo-(sup 123)i) benzoyl)-, monosodium salt|Glycine, n-(2-(iodo-(sup 131)i) benzoyl)-, monosodium salt|Iodohipurato sodico (131 i)|Radiohippura|Sodium o-iodohippurate|Acid, iodohippuri|Radio-hippuran|Ortho-iodohippurate|I-hippuran|I-oih|Iodohippurate sodium i 131|Sodium 2-iodohippurate, i-123|Iodohippurate sodium, i-123|Iodohippurate sodium, i-125	3Y68K91A3M
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	7385938	AMMONIUM CARBONATE|AMMONIUM CHLORIDE|BENZYL ALCOHOL|DEXTROMETHORPHAN (DEXTROMETHORPHAN HYDROBROMIDE)|DEXTROMETHORPHAN HYDROBROMIDE|DIPHENHYDRAMINE HYDROCHLORIDE|EUCALYPTUS OIL|GLUCOSE - LIQUID|GLYCEROL|HONEY|MENTHOL|MIXTURE OF POLYNUCLEAR IRON(III)-OXYHYDROXIDE, SUCROSE_STARCHES|PARAFFIN - LIGHT LIQUID|SUCROSE|TREACLE|WHITE SOFT PARAFFIN	C151H8M554
COC1=CC(O)=C(C=C1S(O)(=O)=O)C(=O)C2=CC=CC=C2	7385963	SULISOBENZONE	1W6L629B4K
NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1	7385982	CHLOROTHIAZIDE	77W477J15H
[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	7385989	Prednisolone 21-succinate sodium|Prednisolone hemisuccinate, sodium salt, (11beta)-isomer|Prednisolone sodium succinate|Prednazate|Kohakusanin|(11 Beta)-21-(3-carboxy-1-oxopropoxy)-11,17- dihydroxypregna-1,4-diene-3,20-dione|Solu-delta-cortef|Solu-decortin-h|Prednisolone succinate|Prednazatum|Prednisolone sodium succinate for injection|Prednisolone hemisuccinate	G7080T74ON
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C2=CC=CC=C2	7386007	Benzenepropanaminium, .gamma.-cyclohexyl-n,n,n-triethyl-.gamma.-hydroxy-, chloride|(3-Cyclohexyl-3-hydroxy-3-phenylpropyl)triethylammonium chloride|Tridihexethyl|Tridihexethyl decylsulfate|Tridihexethyl iodide|Chloride of tridihexethyl|Tridihexethyl chloride|Benzenepropanaminium, gamma-cyclohexyl-n,n,n-triethyl-gamma-hydroxy-|Pathilon|Tridihexethyli iodidum|Iodure de tridihexethyl|Tridihexylethyl chloride|(3-Cyclohexyl-3-hydroxy-3-phenylpropyl)triethylammonium iodide|Ioduro de tridihexetilo	7HE50A367X
FC1=CN(C2CCCO2)C(=O)NC1=O	7386015	S1-tegafur-oxonate combination|Uft protocol|S-1 cpd|Tegafur|2,4(1H,3h)-pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-|Tegafur-uracil|5-Fluoro-1-(tetrahydro-2-furyl)-uracil|S-1 (combination)|Uftoral|Atillon|Ts-1 cpd|Bms 247616|Ftorafur|Bms247616|1-Uft protocol|1-Uft|S1-fluoropyrimidine oxoonate combination|1 Uft|Tegafurum|S 1 (combination)	1548R74NSZ
NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O	7386072	LEVOTHYROXINE SODIUM	QR0BV3BRIA
N[C@@H](CC1=CC=CC=C1)C(O)=O	7386073	L-PHENYLALANINE|PHENYLALANINE	47E5O17Y3R
N[C@@H](CCC(N)=O)C(O)=O	7386074	L glutamin|Glutamine|Levoglutamide|Glutaminum|L-glutamine|G-mfp|Levoglutamida|Glutamine, l-|L-glutamine monofluorophosphate|Polyq|D-glutamine|Poly(glutamine)|Polyglutamine|Glutamine monofluorophosphate|2-Aminoglutaramic acid|D glutamin|Levoglutamidum	0RH81L854J
OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC3=CC=CC4=C3C(=O)C=C(O4)C(O)=O	7386229	CROMOLYN SODIUM	Y0TK0FS77W
OC(=O)C1=CC(=CC=C1O)N=NC2=CC(C(O)=O)=C(O)C=C2	7386232	OLSALAZINE SODIUM	ULS5I8J03O
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C2=CC(C(O)=O)=C(O)C=C2	7386233	Balsalazide disodium|Colazal|5-(4-(2-Carboxyethylcarbamoyl)phenylazo)salicylic acid disodium dihydrate|Bsa-5|Benzoic acid, 5-((4-(((2-carboxyethyl)amino)carbonyl)phenyl)azo)-2-hydroxy-, disodium salt|Bx661a|Balsalazide|Disodium 5-((e)-(4-(((2-carboxylatoethyl)amino)carbonyl)phenyl)diazenyl)-2-hydroxybenzoate dihydrate|Balsalazidum|Bx 661a|Benzoic acid, 5-((1e)-(4-(((2-carboxyethyl)amino)carbonyl)phenyl)azo)-2-hydroxy-, disodium salt, dihydrate|Benzoic acid, 5-((4-(((2-carboxyethyl)amino)carbonyl)phenyl)azo)-2-hydroxy-|Colazide|Balsalazide disodium dihydrate|5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid|5-(Carboxyethylcarbamoyl-4-phenylazo)salicylic acid|Shire brand of balsalazide disodium|Salix brand of balsalazide disodium|5-((E)-(4-(((2-carboxyethyl)amino)carbonyl)phenyl)azo)-2-hydroxybenzoic acid disodium salt dihydrate	P80AL8J7ZP
NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@@H]3O	7386277	S-2-aminoethyl-isothiuronium adenosine triphosphate|Adenosine triphosphate disodium|Adenosine triphosphate|Atp mgcl|Atriphos|Magnesium adenosine triphosphate|Arabinofuranosyladenine triphosphate|Xylosyl-atp|Chromium adenosine triphosphate|Formycin triphosphate-terbium complex|Adenosine 5'-triphosphate disodium|Cr(h2o)4 atp|Adenosine triphosphate, chromium ammonium salt|Adenosine triphosphate, magnesium chloride|Striadyne|9H-purin-6-amine, 9-(5-o-(hydroxy(hydroxy(phosphonooxy)phosphinyl)phosphinyl)-beta-d-arabinofuranosyl)-|9-Beta-xylofuranosyladenine 5'-triphosphate|Tb-ftp|Adenosine 5'-(tetrahydrogen triphosphate)|Xylo-atp|9 Beta-d-arabinofuranosyladenine 5'-triphosphate|Adeturon|Terbium-formycin triphosphate complex|Adenosine 5'-triphosphate disodium hydrate|Atp-mgcl2|Disodium adenosine-5'-triphosphate|Ara-atp|Ara atp	8L70Q75FXE
OC(=O)C1=C(I)C=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C1I	7386291	MEGLUMINE IODIPAMIDE	TKQ858A3VW
[Fe+].N=O.C#N.C#N.C#N.C#N.C#N	7386293	SODIUM NITROPRUSSIDE	EAO03PE1TC
O[As](O)(=O)C1=CC=C(C=C1)[N+]([O-])=O	7386357	NITARSONE	JP2EN8WORU
C[C@@H](C1=NC=NC=C1F)[C@](O)(CN2C=NC=N2)C3=C(F)C=C(F)C=C3	7386503	VORICONAZOLE	JFU09I87TR|USG4B1CD29
OC(=O)C1=C(OC(=O)C2=C(O)C=CC=C2)C=CC=C1	7386588	Disalicyclic acid|Salsalatum|Disalcid|Salicylsalicylic acid|Salsalato|Salsalate|Sasapyrine	V9MO595C9I
[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)N=C=S)C=C1	7386626	NITROSCANATE	P4IE5B6D6U
[H][C@@]2(NC(=O)CSC1=CC=NC=C1)C(=O)N3C(C(O)=O)=C(COC(C)=O)CS[C@]23[H]	7386796	Cefapirinum|Cefadyl|Celucloral cefapirin|Cephapirin benzathine|Cephapirin|Cefapirine|Sodium 7-(alpha-(4-pyridylthio)acetamido)cephalosporanic acid|Cefapirin sodium|5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 3-((acetyloxy)methyl)-8-oxo-7-(((4-pyridinylthio)acetyl)amino)-, (6r-trans)-|Cefapirina|Cephapirin sodium	89B59H32VN
[H][C@]1(C)COC2=C(C(F)=CC3=C2N1C=C(C(O)=O)C3=O)C4(N)CC4	7386975	Pazufloxacinum|Pazufloxacin|7H-pyrido(1,2,3-de)-1,4-benzoxazine-6-carboxylic acid, 10-(1-aminocyclopropyl)-9-fluoro-2,3-dihydro-3-methyl-7-oxo-, (s)-|Pasil|T 3761|10-(1-Aminocyclopropyl)-9-fluoro-3-methyl-7-oxo-2,3-dihydro-7h-pyrido(1,2,3-d,e)(1,4)benzoxazinecarboxylic acid|7H-1,4-oxazino(2,3,4-ij)quinoline-6-carboxylic acid, 10-(1-aminocyclopropyl)-9-fluoro-2,3-dihydro-3-methyl-7-oxo-, (3s)-|T-3761|(3S)-10-(1-aminocyclopropyl)-9-fluoro-3-methyl-7-oxo-2,3-dihydro-7h-(1,4)oxazino(2,3,4-ij)quinoline-6-carboxylic acid	4CZ1R38NDI
CC(=O)N[C@@H](CCC(N)=O)C(O)=O	7387000	Aceglutamide|Kw 110|Aceglutamide, aluminum (3:1) salt|Aceglutamidum|Aceglutamida|Aceglutamide aluminum|N-acetyl-l-glutamine|Glumal|N-acetyl-l-glutamine aluminum complex|N-acetylglutamine|Pentakis(n(2)-acetyl-l-glutaminato)tetrahydroxytrialuminum|Kw-110	01J18G9G97
C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3	7387309	PERHEXILINE MALEATE	KU65374X44
CC(\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C	7387396	Meso-zeaxanthin|B,b-carotene-3,3'-diol, (3r,3'r), trans|Zeaxanthin|Beta-carotene-3,3'-diol|(3R,3'r)-beta,beta- carotene-3,3'-diol	CV0IB81ORO
CC(C(O)=O)C1=CC2=C(OC3=NC=CC=C3C2)C=C1	7387796	Pranoprofenum|Elicapric|Pranoprofen|Oftalar|Pranoprofeno|Nifran|Zaltoprofen|Pyranoprofen|Pranoprofene|Alcon brand of pranoprofen|2-(5H-(1)benzopyrano(2,3-b)pyridin-7-yl)propionic acid|Niflan|Pyranoprofen, methyl-14c-labeled	2R7O1ET613
CC(C)(N)CC1=CC=C(Cl)C=C1	7387982	Clorfentermina|Benzeneethanamine, 4-chloro-.alpha.,.alpha.-dimethyl-, hydrochloride|1-(4-Chlorophenyl)-2-methylpropan-2-amine hydrochloride|Avipron|Pre-sate, lucofen, apsedon, desopimon|P-chloro-.alpha.,.alpha.-dimethylphenethylamine hydrochloride|Warner chilcott brand of chlorphentermine hydrochloride|Benzeneethanamine, 4-chloro-alpha,alpha-dimethyl-|Chlorphentermine hydrochloride|P-chloro-.alpha.,.alpha.-dimethylphenethylamine|Desopimon|Chlorphentermine|1-(4-Chlorophenyl)-2-methylpropan-2-amine|Benzeneethanamine, 4-chloro-.alpha.,.alpha.-dimethyl|Pre-sate|Chlorphenterminum|Hydrochloride, chlorphentermin	NHW07912O7
CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC2=CC=CC=C2)NC(=O)OCC3=CN=CS3)CC4=CC=CC=C4	7387987	OMBITASVIR_PARITAPREVIR_RITONAVIR|RITONAVIR	O3J8G9O825
CC(C)C1=CC(Cl)=C(C)C=C1O	7388106	Chlorothymol	LJ25TI0CVT
CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC4=CC=C(O)C=C4)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O)NC(=O)[C@H](N)CC5=CC=C6C=CC=CC6=C5	7388120	LANREOTIDE ACETATE|LANREOTIDE (LANREOTIDE ACETATE)	IEU56G3J9C
CC(C)NCC(O)COC1=C2C=CNC2=CC=C1	7388206	PINDOLOL	BJ4HF6IU1D
CC(C)NCC(O)COC1=C(CC=C)C=CC=C1	7388290	Alprenolol|Regletin|Alprenololum|Alprenolol hydrochloride|2-Propanol, 1-((1-methylethyl)amino)-3-(2-(2-propenyl)phenoxy)-	877K5MQ27W
CC[C@H]1OC(=O)C[C@@H](O)C(C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(C)=C\C1COC4O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]4OC	7388350	TYLOSIN PHOSPHATE|TYLOSIN TARTRATE|TYLOSIN (TYLOSIN PHOSPHATE)	YEF4JXN031
[H][C@](C)(OC1=CC=CC=C1)C(=O)N[C@]2([H])C(=O)N3[C@]2([H])SC(C)(C)[C@]3([H])C(O)=O	7388415	Pheneticillinum|Synthepen|Syncillin|Pheneticillin|Phenethicillin potassium|Feneticilina|Phenethicillin|Pheneticilline	EFA30X554H
CC(CN1C2=NC=CC=C2SC3=C1C=CC=C3)N(C)C	7388661	N,n,alpha-trimethyl-10h-pyrido(3,2-b)(1,4)benzothiazine-10-ethanamine|Isothipendyl|Isotipendilo|Andantol|Isothipendylum|Isothipendyl hydrochloride	WVZ7K9P0JY
C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC2=CC(O)=C(O)C=C2	7388742	Sp-134101|Meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol|1,2-Benzenediol, 4,4'-(2,3-dimethyl-1,4-butanediyl)bis-, (r*,s*)-|Nordihydroguaretic acid|Dihydronorguaiaretic acid|4,4'-(2,3 Dimethyl-1,4-butanediyl)bis(1,2-benzenediol)|Masoprocol|Nordihydroguaiaretic acid|Nordihydroguaiaretic acid, (r*,s*)-isomer|1,2-Benzenediol, 4,4'-(2,3-dimethyl-1,4-butanediyl)bis-|Actinex|Masoprocolum|Meso-nordihydroguaiaretic acid	7BO8G1BYQU
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=N1	7388897	Sulfisomidine sodium|Sulfisomidina|Aristamid augentropfen|Benzenesulfonamide, 4-amino-n-(2,6-dimethyl-4-pyrimidinyl)-|Elkosin|Sodium, sulfisomidin|Aristamid augensalbe|Optima brand of sulfisomidine|Augensalbe, aristami|Optima brand of sulfisomidine sodium|Sulfisomidinum|Sulfisomidine|Augentropfen, aristami|Sulfaisodimidine|Sulphasomidine	W03L3ODK6E
CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1	7388924	SULFAMETHAZINE|SULFAMETHAZINE SODIUM	48U51W007F
C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C(\CCOP(O)(O)=O)SC(=O)C2=CC=CC=C2	7389110	S-benzoylthiamine monophosphate|S-benzoylthiamine o-monophosphate|Neurostop|Benfothiamine|Lacer brand of benphothiamine|Benphothiamine|Biotamin|W??rwag brand of benphothiamine|Benfotiamina|Benfotiaminum|Btmp-benfo|Milgamma|Benfotiamine	Y92OUS2H9B
CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(O)=O)C(C)(C)CCC2(C)C	7389126	BEXAROTENE	A61RXM4375
CCC(C(=O)NC(N)=O)C1=CC=CC=C1	7389449	Benzeneacetamide, n-(aminocarbonyl)-.alpha.-ethyl-|Benuride|Ethylphenacemide|(2-Phenylbutyryl)urea|Phenylethylacetylurea|Ethylphenacemide, (+-)-isomer|Feneturida|Ethylphenylacetylurea|2-Phenylbutyrylurea|N-(aminocarbonyl)-2-phenylbutanamide|Pheneturidum|Pheneturide|Ethyl phenacemide	878CEJ4HGX
CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CC(C)N(C)C)C=C1	7389465	1-(10-(2-(Dimethylamino)propyl)phenothiazin-2-yl)-1-propanone monohydrochloride|1-Propanone, 1-(10-(2-(dimethylamino)propyl)-10h-phenothiazin-2-yl)-, monohydrochloride|1-Propanone, 1-(10-(2-(dimethylamino)propyl)-10h-phenothiazin-2-yl)-|Largon|Propiomazine hydrochloride|Propiomazine|1-(10-(2-(Dimethylamino)propyl)phenothiazin-2-yl)-1-propanone|Propiomazinum|Propiomazina|Propiomazine maleate|1-(10-(2-(Dimethylamino)propyl)-10h-phenothiazin-2-yl)-1-propanone hydrochloride	242Z0PM79Y
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O	7389505	METHOHEXITAL SODIUM|METHOHEXITAL	E5B8ND5IPE
CC1=CC=CC(C)=C1NC(=O)CC23CCCN2CCC3	7389630	N-(2,6-dimethylphenyl)-2-(tetrahydro-1h-pyrrolizin-7a(5h)-yl)acetamide|Sun-1165|N-(2,6-dimethylphenyl)-8-pyrrolizidineacetamide hydrochloride|Pilsicainide hydrochloride|Pilsicainida|Pilsicainidum|Sunrythm|Tetrahydro-1h-pyrrolizine-7a(5h)-aceto-2',6'-xylidide|Pilsicainide|Sun 1165|1H-pyrrolizine-7a(5h)-acetamide, n-(2,6-dimethylphenyl)tetrahydro-	AV0X7V6CSE
CCC[C@@]2(CCC1=CC=CC=C1)CC(O)=C([C@H](CC)C3=CC=CC(NS(=O)(=O)C4=CC=C(C=N4)C(F)(F)F)=C3)C(=O)O2	7389639	TIPRANAVIR	ZZT404XD09
CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O	7389795	ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE)|ACEBUTOLOL HYDROCHLORIDE	67P356D8GH
CCCCC\C=C/C\C=C/CCCCCCCC(=O)NC(C)C1=CC=CC=C1	7389961	Artes|Melinamidum|N-(2-methylbenzyl)linoleamide|Melinamida|Melinamide	JJ07049A84
CCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1	7390032	4-METHYLBENZYLIDENE CAMPHOR|BUTYL METHOXYDIBENZOYLMETHANE|OCTINOXATE|OCTYL METHOXYCINNAMATE|TITANIUM DIOXIDE	4Y5P7MUD51
CCCCCC1=CC=C(C)C=C1O	7390129	AMYLMETACRESOL	05W904P57F
CCCCC1C(=O)N(N(C1=O)C2=CC=C(O)C=C2)C3=CC=CC=C3	7390147	Oxifenbutazona|Tanderil|Oxyphenbutazone anhydrous|Belmac brand of oxyphenbutazone|3,5-Pyrazolidinedione, 4-butyl-1-(4-hydroxyphenyl)-2-phenyl-, monohydrate|Diflamil|4-Butyl-1-(p-hydroxyphenyl)-2-phenyl-3,5-pyrazolidinedione|Oxyphenbutazonum|Oxyphenbutazone|3,5-Pyrazolidinedione, 4-butyl-1-(4-hydroxyphenyl)-2-phenyl-|Oxyphenylbutazone|Novartis ophthalmics brand of oxyphenbutazone|4-Butyl-1-(p-hydroxyphenyl)-2-phenyl-3,5-pyrazolidinedione monohydrate	A7D84513GV
NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(N)C=C2	7390363	DAPSONE	8W5C518302
CCCCOCCOC(=O)C1=CC=CN=C1	7390544	NICOBOXIL|NONIVAMIDE	GSD5B9US0W
CCCCCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(N)(=O)=O)C(F)(F)F	7390624	Pregn-4-ene-3,20-dione, 17-(acetyloxy)-6-(trifluoromethyl)-, (6alpha)-, mixt. with 3,4-dihydro-3-pentyl-6-(trifluoromethyl)-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1 dioxide and 2-methyl-2-propyl-1,3-propanediol dicarbamate|Praemenstron|3-N-pentyl-6-trifluoromethyl-7-sulfamyl-3,4- dihydro-1,2,4-benzothiadiazine-1,1-dioxide|Penflutizidum|Penflutizida|Penflutizide|Ft-124|3-Pentyl-6-(trifluoromethyl)-3,4-dihydro-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide|Premenstrone|Penfluzide|2H-1,2,4-benzothiadiazine-7-sulfonamide, 3,4-dihydro-3-pentyl-6-(trifluoromethyl)-, 1,1-dioxide	91NGD0O6FZ
CCCCOC1=CC=C(CC(=O)NO)C=C1	7390666	BUFEXAMAC	4T3C38J78L
