UNII	Approval_Year	Date	Date_Method	App_Type	App_No	Sponsor	Product	Url	active	Comment
2XJX250C20	2018	09/27/2018	Drugs@FDA	NDA	211288	PFIZER INC	VIZIMPRO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211288	true	211288/003
1Y740ILL1Z	2012	01/31/2012	Drugs@FDA	NDA	203188	VERTEX PHARMS	KALYDECO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203188	true	203188/002
T9FVH03HMZ	2018	12/20/2018	Drugs@FDA	BLA	761102	SERVIER PHARMA LLC	ASPARLAS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761102	true	761102/001
WR2TIP26VS	1998	12/17/1998	Drugs@FDA	NDA	020978	VIIV HLTHCARE	ZIAGEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020978	true	020978/001
12G01I6BBU	2011	06/10/2011	Drugs@FDA	NDA	022345	GLAXOSMITHKLINE	POTIGA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022345	true	022345/004
K3GDH6OH08	1991	10/09/1991	Drugs@FDA	NDA	020156	BRISTOL-MYERS SQUIBB	VIDEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020156	true	020156/001
054NQ722GD	1956	12/31/1956	DeHaen 1940-1975 NMEs			Schering	Neraval Sodium		false	Neraval Sodium (1956) Schering
2A9D34A16M	1945	12/31/1945	DeHaen 1940-1975 NMEs			Endo	Lauron		false	Lauron (1945) Endo
936JST6JCN	1990	08/02/1990	Drugs@FDA	NDA	020044	GLAXOSMITHKLINE	EXOSURF NEONATAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020044	true	020044/001
PKK6MUZ20G	1953	09/11/1953	Drugs@FDA	NDA	009053	STASON PHARMS	PURINETHOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009053	true	009053/002
UAZ6V7728S	2004	03/08/2004	Drugs@FDA	NDA	021688	AMGEN	SENSIPAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021688	true	021688/003
XGF7L72M0F	2016	07/13/2016	Drugs@FDA	NDA	207648	FRESENIUS KABI USA	SMOFLIPID 20%	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207648	true	207648/004
ZS9KD92H6V	1961	12/04/1961	Drugs@FDA	NDA	012911	LABORATORIE HRA	METOPIRONE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012911	true	012911/002
01MI4Q9DI3	1974	07/29/1974	Drugs@FDA	NDA	017548	AKORN	OCUSERT PILO-40	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017548	true	017548/001
B762XZ551X	1966	05/20/1966	OB NME Appendix 1950-1985	NDA	014262	Person-Covey	Solhar		false	014262 Solhar (1966) Person-Covey
DE54EQW8T1	2014	12/19/2014	Drugs@FDA	NDA	206619	ABBVIE INC	VIEKIRA PAK (COPACKAGED)	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206619	true	206619/001
XP343X1HJU	1953	12/31/1953	DeHaen 1940-1975 NMEs			"Pitman-Moore (Dow Chem., USA)"	Veralba		false	Veralba (1953) "Pitman-Moore (Dow Chem., USA)"
2N9562JWVL	1935	12/31/1935	https://en.wikipedia.org/wiki/Prontosil				Prontosil		false	Prontosil (1935) 
60UAB198HK	2017	09/28/2017	Drugs@FDA	NDA	208716	ELI LILLY AND CO	VERZENIO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208716	true	208716/004
51F690397J	2010	06/17/2010	Drugs@FDA	NDA	201023	SANOFI AVENTIS US	JEVTANA KIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201023	true	201023/001
241ATL177A	1975	10/07/1975	Drugs@FDA	NDA	017643	FRESENIUS	INTRALIPID 10%	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017643	true	017643/001
7BO8G1BYQU	1992	09/04/1992	Drugs@FDA	NDA	019940	UNIV AZ CANCER CTR	ACTINEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019940	true	019940/001
53AXN4NNHX	2017	12/05/2017	Drugs@FDA	NDA	209637	NOVO	OZEMPIC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209637	true	209637/001
U0476M545B	1955	08/18/1955	Drugs@FDA	NDA	010060	CASPER PHARMA LLC	FLORINEF	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010060	true	010060/001
S62U433RMH	1999	08/13/1999	Drugs@FDA	NDA	020859	PFIZER	SONATA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020859	true	020859/002
99T03J52W0	1976	05/17/1976	Drugs@FDA	NDA	017478	LANTHEUS MEDCL	GALLIUM CITRATE GA 67	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017478	true	017478/001
7HE50A367X	1954	09/15/1954	Drugs@FDA	NDA	009489	LEDERLE	PATHILON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009489	true	009489/005
3S252O2Z4X	2018	11/20/2018	Drugs@FDA	BLA	761107	NOVIMMUNE S.A.	GAMIFANT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761107	true	761107/002
UF599785JZ	1967	12/23/1967	Drugs@FDA	NDA	016619	AKORN	SUBLIMAZE PRESERVATIVE FREE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016619	true	016619/001
V901LV1K7D	1991	09/23/1991	Drugs@FDA	NDA	019568	VALEANT PHARMS NORTH	DERMATOP	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019568	true	019568/001
09ERP08I3W	2015	12/22/2015	Drugs@FDA	NDA	207988	IRONWOOD PHARMS INC	ZURAMPIC	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207988	true	207988/001
423W026MA9	1979	10/18/1979	Drugs@FDA	NDA	018116	ASTELLAS	CYCLOCORT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018116	true	018116/002
W9YXS298BM	1945	02/20/1945	Drugs@FDA	NDA	005657	BRISTOL MYERS SQUIBB	TUBOCURARINE CHLORIDE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005657	true	005657/001
G2B4VE5GH8	1986	12/31/1986	Drugs@FDA	NDA	050580	BRISTOL MYERS SQUIBB	AZACTAM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050580	true	050580/003
P0078O25A9	1939	06/05/1939	Drugs@FDA	NDA	000793	MYLAN SPECIALITY LP	BUTISOL SODIUM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=000793	true	000793/005
EDN2NBH5SS	1999	03/25/1999	Drugs@FDA	NDA	020837	OAK PHARMS INC	XOPENEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020837	true	020837/004
511IU0826Z	[Approval Date Uncertain] 1952	12/31/1952	PREDICTED	NDA	008472	MERCK	CYCLAINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008472	true	008472/001
Z61I075U2W	1955	12/31/1955	Drugs@FDA	ANDA	060006	WYETH AYERST	PEN-VEE K	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060006	true	060006/003
A0426J905J	2004	04/09/2004	Drugs@FDA	NDA	021256	CHIRHOCLIN	CHIRHOSTIM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021256	true	021256/002
VL0L558GCB	1997	05/23/1997	OrangeBook	NDA	020227	PHARMACIA AND UPJOHN	NORMIFLO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020227	true	020227/002
463O18JU8V	1941	12/31/1941	DeHaen 1940-1975 NMEs			Novocol	Amylsine HCl		false	Amylsine HCl (1941) Novocol
KXO2KT9N0G	1991	10/31/1991	Drugs@FDA	NDA	019898	BRISTOL MYERS SQUIBB	PRAVACHOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019898	true	019898/008
7BA5G9Y06Q	1985	05/08/1985	OB NME Appendix 1950-1993	NDA	018949	Dow	Seldane		false	018949 Seldane (1985) Dow
WO0YM16LKG	2018	08/10/2018	Drugs@FDA	NDA	210922	ALNYLAM PHARMS INC	ONPATTRO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210922	true	210922/001
CO51Q2EI5Z	1949	12/31/1949	DeHaen 1940-1975 NMEs			Hoffmann-La Roche	Nisentil		false	Nisentil (1949) Hoffmann-La Roche
05V02F2KDG	1999	05/25/1999	Drugs@FDA	NDA	021071	SB PHARMCO	AVANDIA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021071	true	021071/004
1H09Y5WO1F	2017	11/08/2017	Drugs@FDA	NDA	209940	MERCK SHARP DOHME	PREVYMIS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209940	true	209940/002
M15H03K69B	1995	12/27/1995	Drugs@FDA	NDA	020451	CONCORDIA LABS INC	PHOTOFRIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020451	true	020451/001
3X29ZEJ4R2	2011	05/02/2011	Drugs@FDA	NDA	201280	BOEHRINGER INGELHEIM	TRADJENTA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201280	true	201280/001
1U73ZZU4JK	1956	12/31/1956	DeHaen 1940-1975 NMEs			Ames	Nostyn		false	Nostyn (1956) Ames
S39XZ5QV8Y	2019	03/19/2019	Drugs@FDA	NDA	211371	SAGE THERAPEUTICS	ZULRESSO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211371	true	211371/001
6OZP39ZG8H	1949	12/31/1949	DeHaen 1940-1975 NMEs			Merck Sharp & Dohme	Olothorb		false	Olothorb (1949) Merck Sharp & Dohme
7K383OQI23	1992	12/16/1992	Drugs@FDA	NDA	019908	SANOFI AVENTIS US	AMBIEN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019908	true	019908/002
4OQ4SP44R2	1950	12/31/1950	DeHaen 1940-1975 NMEs			Poythress	Trocinate		false	Trocinate (1950) Poythress
W6KX9E6D8X	1996	09/17/1996	Drugs@FDA	NDA	020586	OTSUKA AMERICA	BREATHTEK UBT FOR H-PYLORI	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020586	true	020586/002
D27V6190PM	1996	12/18/1996	Drugs@FDA	NDA	020688	NOVARTIS PHARMS CORP	PATANOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020688	true	020688/001
9CBM60191Z	1956	12/31/1956	DeHaen 1940-1975 NMEs			Ortho	Tritheon		false	Tritheon (1956) Ortho
L6JW2TJG99	1930	12/31/1930	https://archive.org/details/newnonofficialre39coun						false	 (1931) 
F5N0ALI65V	1953	12/31/1953	DeHaen 1940-1975 NMEs			Lederle	Hibicon		false	Hibicon (1953) Lederle
66D92MGC8M	2018	11/28/2018	Drugs@FDA	NDA	211349	ASTELLAS	XOSPATA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211349	true	211349/001
M574V6XQH7	1960	12/31/1960	DeHaen 1940-1975 NMEs			"Irwin, Neisler (Mallinckrodt)"	Analexin		false	Analexin (1960) "Irwin, Neisler (Mallinckrodt)"
PDC6A3C0OX	1982	05/06/1982	Drugs@FDA	NDA	018582	B BRAUN	PROCALAMINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018582	true	018582/001
Z69D9E381Q	1951	05/17/1951	Drugs@FDA	NDA	007936	CHATTEM	SELSUN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007936	true	007936/001
632L571YDK	2016	01/28/2016	Drugs@FDA	NDA	208261	MERCK SHARP DOHME	ZEPATIER	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208261	true	208261/001
C668Q9I33J	1988	12/30/1988	Drugs@FDA	NDA	019828	FOUGERA PHARMS	OXISTAT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019828	true	019828/001
AGG2FN16EV	1991	12/23/1991	Drugs@FDA	NDA	019766	MSD MERCK CO	ZOCOR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019766	true	019766/005
7N464URE7E	1947	07/28/1947	Drugs@FDA	NDA	006071	ROCHE	BEROCCA PN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071	true	006071/003
64R4OHP8T0	2004	05/05/2004	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21640	NDA	021640		VITRASE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021640	true	021640 VITRASE (2004) 
F446C597KA	1958	10/23/1958	Drugs@FDA	NDA	011601	MYLAN	TRIAMCINOLONE ACETONIDE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011601	true	011601/006
LER583670J	1975	02/25/1975	Drugs@FDA	NDA	017525	TEVA BRANDED PHARM	LOXITANE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017525	true	017525/008
BRL1C2459K	1996	12/17/1996	Drugs@FDA	NDA	020511	ULURU	APHTHASOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020511	true	020511/001
030PYR8953	1997	09/19/1997	Drugs@FDA	NDA	020658	GLAXOSMITHKLINE LLC	REQUIP	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020658	true	020658/007
9RV78Q2002	2014	05/20/2014	Drugs@FDA	BLA	125476	TAKEDA PHARMS USA	ENTYVIO	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125476	true	125476/001
6Z5B6HVF6O	1996	06/05/1996	Drugs@FDA	NDA	020597	PHARMACIA AND UPJOHN	XALATAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020597	true	020597/001
OC4598NZEQ	1961	12/31/1961	DeHaen 1940-1975 NMEs			Wyeth	Spartase		false	Spartase (1961) Wyeth
60158CV180	2005	10/28/2005	Drugs@FDA	NDA	021877	NOVARTIS PHARMS CORP	ARRANON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021877	true	021877/001
40D3SCR4GZ	1981	12/29/1981	Drugs@FDA	NDA	018401	INDIVIOR INC	BUPRENEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018401	true	018401/001
KM2Z91756Z	1998	03/27/1998	Drugs@FDA	NDA	020835	APIL	ACTONEL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020835	true	020835/005
W9BB98U6HP	1986	09/18/1986	Drugs@FDA	NDA	019415	SERONO	FERTINEX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019415	true	019415/005
GFO928U8MQ	1977	09/01/1977	Drugs@FDA	NDA	017447	GD SEARLE LLC	NORPACE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017447	true	017447/002
RP4A60D26L	1967	07/24/1967	Drugs@FDA	NDA	016194	HOSPIRA	TALWIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016194	true	016194/001
9OQO0E343Z	2007	08/23/2007	Drugs@FDA	NDA	022119	FEINSTEIN	AMMONIA N 13	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022119	true	022119/001
3B8D35Y7S4	1971	03/22/1971	Drugs@FDA	NDA	016692	BAXTER HLTHCARE	SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016692	true	016692/001
8O0C852CPO	1978	10/30/1978	Drugs@FDA	NDA	050514	NOVARTIS PHARMS CORP	NATACYN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050514	true	050514/001
QZH832I91B	1960	10/26/1960	OB NME Appendix 1950-1985	NDA	012427	Upjohn	Didrex		false	012427 Didrex (1960) Upjohn
9QHX048FRV	2018	10/16/2018	Drugs@FDA	NDA	211651	PFIZER INC	TALZENNA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211651	true	211651/002
4T6H12BN9U	2006	02/16/2006	Drugs@FDA	NDA	021026	MYLAN	VUSION	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021026	true	021026/001
2L8T9S52QM	1958	04/14/1958	OB NME Appendix 1950-1985	NDA	011110	GLAXOSMITHKLINE	ACTIDIL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011110	true	011110/002
D3SQ406G9X	2000	04/03/2000	Drugs@FDA	NDA	020971	DEPROCO	SEPTOCAINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020971	true	020971/001
3AZF20DM1T	1989	12/29/1989	Drugs@FDA	NDA	019693	LILLY	DECABID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019693	true	019693/003
USG4B1CD29	2002	05/24/2002	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=21266	NDA	021266		VFEND	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021266	true	021266 VFEND (2002) 
2M607MGJ8U	1950	12/31/1950	DeHaen 1940-1975 NMEs			Commercial Solvents	Choline Gluconate Solution		false	Choline Gluconate Solution (1950) Commercial Solvents
502FWN4Q32	2007	03/05/2007	Drugs@FDA	NDA	021985	NODEN PHARMA	TEKTURNA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021985	true	021985/002
94ZLA3W45F	1957	12/31/1957	Drugs@FDA	NDA	016931	PHARMACIA AND UPJOHN	R-GENE 10	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016931	true	016931/001
O283Z58SNS	1966	03/25/1966	OB NME Appendix 1950-1993	NDA	013376	Parke-Davis	Propoquin Dihydrochloride		false	013376 Propoquin Dihydrochloride (1966) Parke-Davis
ZL1R02VT79	2006	06/30/2006	Drugs@FDA	BLA	125156	GENENTECH	LUCENTIS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125156	true	125156/001
K6106LV5Q8	1999	10/27/1999	Drugs@FDA	NDA	021087	ROCHE	TAMIFLU	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021087	true	021087/003
XM03YJ541D	1976	06/23/1976	Drugs@FDA	NDA	017442	PFIZER	MINIPRESS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017442	true	017442/003
X6Q56QN5QC	1967	12/07/1967	Drugs@FDA	NDA	016295	BRISTOL MYERS SQUIBB	DROXIA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016295	true	016295/004
78W62V43DY	1987	12/30/1987	Drugs@FDA	NDA	018976	AUXILIUM PHARMS LLC	LEVATOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018976	true	018976/004
AN164J8Y0X	1973	07/30/1973	Drugs@FDA	NDA	017377	SUN PHARM INDUSTRIES	BACTRIM DS	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017377	true	017377/002
7J8897W37S	1985	05/31/1985	Drugs@FDA	NDA	018651	ABBVIE	MARINOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018651	true	018651/003
M089EFU921	2017	12/21/2017	Drugs@FDA	NDA	209360	LA JOLLA PHARMA	GIAPREZA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209360	true	209360/002
7IS9N8KPMG	2010	08/05/2010	Drugs@FDA	NDA	022372	BRAINTREE LABS	SUPREP BOWEL PREP KIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022372	true	022372/001
01T23W89FR	1954	07/09/1954	OB NME Appendix 1950-1985	NDA	007600	PARKEDALE	SURITAL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007600	true	007600/003
08KL644731	1950	12/31/1950	DeHaen 1940-1975 NMEs			Geigy	Tromexan		false	Tromexan (1950) Geigy
59X161SCYL	1946	12/31/1946	DeHaen 1940-1975 NMEs			Lilly	Thiouracil		false	Thiouracil (1946) Lilly
8L5014XET7	1987	08/07/1987	Drugs@FDA	NDA	019057	ABBOTT	HYTRIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019057	true	019057/004
PPM8SX5Q3V	1954	12/31/1954	DeHaen 1940-1975 NMEs			Searle	Mictine (Mincard)		false	Mictine (Mincard) (1954) Searle
BZ6KL0Q8UD	1947	12/31/1947	DeHaen 1940-1975 NMEs	NDA		Hoffmann-La Roche	Sedulon		false	006151 Sedulon (1947) Hoffmann-La Roche
0BE71HM000	1957	12/31/1957	Drugs@FDA	NDA	050294	PARKE DAVIS	ELASE-CHLOROMYCETIN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050294	true	050294/001
OSP71S83EU	2018	11/02/2018	Drugs@FDA	NDA	210868	PFIZER INC	LORBRENA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210868	true	210868/002
Q16TT9C5BK	2013	10/03/2013	Drugs@FDA	NDA	022247	WYETH PHARMS	DUAVEE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022247	true	022247/001
58447S8P4L	1949	12/31/1949	Drugs@FDA	NDA	016763	MYLAN INSTITUTIONAL	SULFAMYLON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016763	true	016763/001
7902N03BH0	1959	01/20/1959	OB NME Appendix 1950-1993	NDA	011460	Sterling	Lanesta		false	011460 Lanesta (1959) Sterling
U6F3787206	1964	06/03/1964	Drugs@FDA	NDA	015197	CLOVER PHARMS	AMICAR	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=015197	true	015197/002
XL025389JS	1952	12/31/1952	DeHaen 1940-1975 NMEs			Searle	Vallestril		false	Vallestril (1952) Searle
5UX2SD1KE2	1994	08/15/1994	Drugs@FDA	NDA	020392	MYLAN	CYSTAGON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020392	true	020392/002
NU90V55F8I	2017	05/22/2017	Drugs@FDA	BLA	761037	SANOFI SYNTHELABO	KEVZARA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761037	true	761037/002
W0O1NHP4WE	1953	10/01/1953	OB NME Appendix 1950-1985	NDA	008993	Burroughs Wellcome	Marezine		false	008993 Marezine (1953) Burroughs Wellcome
4V44H1O8XI	1958	12/31/1958	OB NME Appendix 1950-1993	NDA	011612	PFIZER	DARICON	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011612	true	011612/001
77YW1RTU8V	1965	12/31/1965	DeHaen 1940-1975 NMEs			Pennwalt	Cruex		false	Cruex (1965) Pennwalt
068X84E056	1953	05/01/1953	Drugs@FDA	ANDA	083213	FERNDALE LABS	PRAMOSONE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083213	true	083213/002
O4L1XPO44W	1994	12/05/1994	Drugs@FDA	NDA	020243	SOLVAY	LUVOX	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020243	true	020243/004
2JR2CU14D2	1977	12/16/1977	Drugs@FDA	NDA	017972	PHARMALUCENCE	OSTEOLITE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017972	true	017972/001
5L76I61H2B	1974	05/28/1974	Drugs@FDA	NDA	017538	CURIUM	TECHNESCAN PYP KIT	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017538	true	017538/001
DCR9Z582X0	1995	09/20/1995	Drugs@FDA	NDA	020444	GLAXOSMITHKLINE LLC	FLOLAN	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020444	true	020444/002
SMP2689462	1951	12/31/1951	DeHaen 1940-1975 NMEs			Smith Kline & French	Quotane		false	Quotane (1951) Smith Kline & French
K418KG2GET	2014	04/29/2014	Drugs@FDA	NDA	205755	NOVARTIS PHARMS CORP	ZYKADIA	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205755	true	205755/001
R9QTB5E82N	[Approval Date Uncertain] 1926	12/31/1926	PREDICTED	NDA	012470	SCHERING	AKRINOL	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012470	true	012470/001
5R5W9ICI6O	1959	12/31/1959	DeHaen 1940-1975 NMEs			Lederle	Declomycin		false	Declomycin (1959) Lederle
451W47IQ8X	1965	12/16/1965	Drugs@FDA	NDA	013025	HOSPIRA	THAM-E	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013025	true	013025/001
OR0RPY2Y2V	1959	12/31/1959	DeHaen 1940-1975 NMEs			Lederle	Tentone		false	Tentone (1959) Lederle
7BRF0Z81KG	1976	08/04/1976	Drugs@FDA	NDA	017588	CORDEN PHARMA	GLEOSTINE	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017588	true	017588/004
7UQ7X4Y489	2000	07/14/2000	Drugs@FDA	NDA	020484	LEO PHARMA AS	INNOHEP	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020484	true	020484/001
Q51BO43MG4	1953	12/31/1953	Drugs@FDA	NDA	021210	STEVENS J	UNITHROID	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021210	true	021210/012
D9OM4SK49P	1941	12/31/1941	DeHaen 1940-1975 NMEs			Merrell	Ceepryn		false	Ceepryn (1941) Merrell
TML814419R	1989	05/02/1989	Drugs@FDA	NDA	019591	ROCHE	LARIAM	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019591	true	019591/001
