UNII	Ingredient	AppNo	Rx	Status	AppType	Sponsor	Trade Name	Reference	Routes	Ingredients
49Y44QZL70	THIOPENTAL SODIUM	010-346	RX	Approved	N	Bimeda Animal Health Limited	Combuthal Powder	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-346	Intravenous	Pentobarbital Sodium|Thiopental Sodium
HWT06H303Z	SPECTINOMYCIN DIHYDROCHLORIDE PENTAHYDRATE	200-345	RX	Approved	A	Phibro Animal Health Corp.	Lincomycin - Spectinomycin	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/200-345	Oral	Lincomycin Hydrochloride Monohydrate|Spectinomycin dihydrochloride pentahydrate
UR1SAB295F	SULFAMERAZINE	033-950	VFD	Approved	N	Zoetis Inc.	SULFAMERAZINE FISH GRADE	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/033-950	Oral	Sulfamerazine
17EC19951N	NOVOBIOCIN	012-375	OTC	Approved	N	Zoetis Inc.	Albamix® Feed Medication	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-375	Oral	Novobiocin
Y6V2W4S4WT	FIROCOXIB	141-230	RX	Approved	N	Merial, Inc.	Previcox® Chewable Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-230	Oral	Firocoxib
K21NZZ5Y0B	MEDICAL AIR, USP	141-351		Approved	N	Air Liquide America Specialty Gases	None	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-351		Medical Air, USP
304NUG5GF4	ITRACONAZOLE	141-474	RX	Approved	N	Elanco US Inc.	Itrafungol™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-474	Oral	Itraconazole
NR75X12AFF	TYLOSIN PHOSPHATE	012-491	VFD	Approved	N	Elanco US Inc.	Tylan™ 10	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-491	Oral	Tylosin Phosphate
62TEY51RR1	BISMUTH SUBSALICYLATE	010-158	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Entefur Bolus Veterinary	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-158		Furamazone|Bismuth Subsalicylate
206GF3GB41	HELIUM, USP	141-383		Approved	N	Airgas USA, LLC	None	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-383		Helium, USP
04201GDN4R	MOMETASONE FUROATE	141-440	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	CLARO®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-440	Otic	Mometasone furoate|Florfenicol|Terbinafine
8S09O559AQ	PIRLIMYCIN HYDROCHLORIDE	141-036	RX	Approved	N	Zoetis Inc.	Pirsue® Sterile Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-036	Intramammary	Pirlimycin Hydrochloride
67VB76HONO	DEXMEDETOMIDINE	141-456	RX	Approved	N	Orion Corp.	SILEO®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-456	Oromucosal	Dexmedetomidine
81G6I5V05I	MEBENDAZOLE	091-736	RX	Approved	N	Intervet, Inc.	Telmin® Equine Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/091-736	Nasogastric|Oral	Mebendazole
268AW7000T	POLYSULFATED GLYCOSAMINOGLYCAN	136-383	RX	Approved	N	Luitpold Pharmaceuticals, Inc.	Adequan® Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/136-383	Intra-Articular	Polysulfated Glycosaminoglycan
TU308VI4JY	THENIUM CLOSYLATE	015-182	RX	Approved	N	Intervet, Inc.	Canopar Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-182	Oral	Thenium Closylate
95HR524N2M	IRON DEXTRAN COMPLEX	010-793	OTC	Approved	N	Intervet, Inc.	Nonemic	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-793	Intramuscular	Iron Dextran Complex
A051Q2099Q	MIRTAZAPINE	141-481	RX	Approved	N	Kindred Biosciences, Inc.	Mirataz™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-481	Topical (transdermal)	Mirtazapine
AC79L7PV2G	CLOXACILLIN BENZATHINE	055-058	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Dry-Clox® Intramammary Infusion	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-058	Intramammary	Cloxacillin Benzathine
02UOP4Z0O0	FAMPHUR	034-266	OTC	Approved	N	Intervet, Inc.	Famix Famphur Premix	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-266	Oral	Famphur
83JL932I1C	CEFTIOFUR CRYSTALLINE FREE ACID	141-209	RX	Approved	N	Zoetis Inc.	Excede®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-209	Intramuscular|Subcutaneous	Ceftiofur Crystalline Free Acid
E38WZ4U54R	TIAMULIN	134-644	OTC	Approved	N	Elanco US Inc.	Denagard® Soluble Antibiotic	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/134-644	Oral	Tiamulin
804826J2HU	AMOXICILLIN TRIHYDRATE	055-078	RX	Approved	N	Zoetis Inc.	Amoxi-Tabs	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-078	Oral	Amoxicillin Trihydrate
ZP7R667SGD	N-BUTYL CHLORIDE	046-746	OTC	Approved	N	Happy Jack, Inc.	Happy Jack Worm Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/046-746	Oral	N-butyl Chloride
0GH9JX37C8	N-BUTYLSCOPOLAMMONIUM BROMIDE	141-228	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Buscopan® Injectable Solution	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-228	Intravenous	N-Butylscopolammonium bromide
880RIW1DED	SULFAETHOXYPYRIDAZINE	013-957	RX	Approved	N	Zoetis Inc.	S.E.Z. Drinking Water 6.25%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-957	Oral	Sulfaethoxypyridazine
L4061GMT90	DIBUTYLTIN DILAURATE	008-741	OTC	Voluntarily Withdrawn	N	Fort Dodge Animal Health, Division of Wyeth, a wholly owned subsidiary of Pfizer, Inc.	Tinostat Type A Medicated Article	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/008-741		Dibutyltin Dilaurate
J80EX28SMQ	KANAMYCIN SULFATE	041-836	RX	Approved	N	Zoetis Inc.	Kantrim® 200	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/041-836	Subcutaneous|Intramuscular	Kanamycin Sulfate
146T0TU1JB	PENICILLIN V POTASSIUM	065-275	RX	Approved	N	Merial, Inc.	Penicillin VK Filmtab 250 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/065-275	Oral	Penicillin V Potassium
VB0R961HZT	PREDNISONE	009-963	RX	Approved	N	Intervet, Inc.	Meticorten®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-963	Intramuscular	Prednisone
9FPE56Z2TW	NALORPHINE HYDROCHLORIDE	010-424	RX	Approved	N	Merial, Inc.	Nalline Hydrochloride	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-424	Intramuscular|Subcutaneous|Intravenous	Nalorphine Hydrochloride
MFL71K7PU4	BUQUINOLATE	034-716	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Bonaid 100	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-716		Buquinolate
4HZT2V9KX0	DICLOXACILLIN SODIUM MONOHYDRATE	055-032	RX	Approved	N	Zoetis Inc.	Dicloxin Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-032	Oral	Dicloxacillin Sodium Monohydrate
2LXW0L6GWJ	CLOMIPRAMINE HYDROCHLORIDE	141-120	RX	Approved	N	Elanco US Inc.	Clomicalm™ Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-120	Oral	Clomipramine Hydrochloride
HR4S203Y18	THIOSTREPTON	012-258	RX	Approved	N	Zoetis Inc.	Panolog® Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-258	Topical	Neomycin Sulfate|Triamcinolone Acetonide|Thiostrepton|Nystatin
FWV8GJ56ZN	TRIPELENNAMINE HYDROCHLORIDE	006-417	RX	Approved	N	Kinetic Technologies, LLC	Recovr Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-417	Intravenous|Intramuscular	Tripelennamine Hydrochloride
Q9S9NQ5YIY	NOVOBIOCIN SODIUM	055-072	OTC	Approved	N	Zoetis Inc.	Albacillin® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-072	Intramammary	Novobiocin Sodium|Penicillin G Procaine
HXQ6A1N7R6	AMPICILLIN TRIHYDRATE	055-030	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Polyflex®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-030	Subcutaneous|Intramuscular	Ampicillin Trihydrate
NGU5H31YO9	MOXIDECTIN	141-051	RX	Approved	N	Zoetis Inc.	ProHeart™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-051	Oral	Moxidectin
91I69L5AY5	ENFLURANE	121-291	RX	Voluntarily Withdrawn	N	Baxter Healthcare Corp.	Ethrane	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/121-291		Enflurane
WBS7IEP4SN	DIPRENORPHINE HYDROCHLORIDE	047-870	RX	Approved	N	Wildlife Laboratories, Inc.	M50-50 Diprenorphine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/047-870	Intramuscular|Intravenous	Diprenorphine Hydrochloride|Etorphine Hydrochloride
7BHQ856EJ5	IODOCHLORHYDROXYQUIN	031-448	RX	Approved	N	Zoetis Inc.	Rheaform Bolus	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-448	Oral	Iodochlorhydroxyquin
KG60484QX9	OMEPRAZOLE	141-123	RX	Approved	N	Merial, Inc.	GastroGard®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-123	Oral	Omeprazole
I1T8O1JTL6	PROCHLORPERAZINE DIMALEATE	031-914	RX	Approved	N	Zoetis Inc.	Neo-Darbazine Spansule Capsule No.1	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-914	Oral	Isopropamide Iodide|Neomycin Sulfate|Prochlorperazine Dimaleate
5YZ5R8I73Y	DIPERODON HYDROCHLORIDE	012-612	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Furacin-Microfur	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-612		Nitrofurazone|Nifuroxime|Diperodon Hydrochloride
5BPJ82Q45X	EFROTOMYCIN	140-818	OTC	Approved	N	Merial, Inc.	Producil® For Swine	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-818	Oral	Efrotomycin
9T02S42WQO	TYLVALOSIN	141-460	VFD	Approved	N	ECO LLC	Aivlosin® 17%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-460	Oral	Tylvalosin
8U5D034955	CALCIUM DISODIUM EDETATE	010-540	RX	Voluntarily Withdrawn	N	Bayer HealthCare LLC, Animal Health Division	Havidote Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-540		Calcium Disodium Edetate
IV021NXA9J	PREDNISOLONE SODIUM PHOSPHATE	011-437	RX	Approved	N	Merial, Inc.	Hydeltrone Ointment	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-437	Topical|Ophthalmic	Neomycin Sulfate|Prednisolone Sodium Phosphate
17VU4Z4W88	PIPERAZINE HYDROCHLORIDE	010-005	OTC	Approved	N	Fleming Laboratories	Wazine® 17	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-005	Oral	Piperazine Hydrochloride|Dipiperazine Sulfate
W2ZG23MGYI	DIPHEMANIL METHYLSULFATE	009-997	OTC	Voluntarily Withdrawn	N	Intervet, Inc.	Variton Cream 2%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-997		Diphemanil Methylsulfate
1JQS135EYN	OXYTOCIN	042-889	RX	Voluntarily Withdrawn	N	Sparhawk Laboratories, Inc.	Oxytocin Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-889		Oxytocin
1Q5Y448XT0	ESTRADIOL MONOPALMITATE	013-187	OTC	Withdrawn	N	Mattox & Moore, Inc.	Esmopal Rooster Shots	http://www.farad.org/vetgram/ProductInfo.asp?byNada=013-187	Subcutaneous Implant	estradiol monopalmitate
EE90ONI6FF	POTASSIUM CITRATE	125-961	OTC	Approved	N	Zoetis Inc.	Re-Sorb	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/125-961	Oral	Dextrose|Potassium Phosphate|Glycine|Citric Acid|Potassium Citrate|Sodium Chloride
898723IQHQ	GLEPTOFERRON	110-399	OTC	Approved	N	Ceva Sante Animale	Gleptosil	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/110-399	Intramuscular	Gleptoferron
N1Q45E87DT	THIABENDAZOLE	013-022	OTC	Approved	N	Merial, Inc.	Thibenzole Sheep & Goat Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-022	Oral	Thiabendazole
38D5LJ4KH2	BETA-AMINOPROPIONITRILE	141-107	RX	Approved	N	Alaco, Inc.	Bapten® For Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-107	Intralesional	Beta-aminopropionitrile
PTC2969MV1	HALOFUGINONE HYDROBROMIDE	130-951	OTC	Approved	N	Huvepharma EOOD	Stenorol®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/130-951	Oral	Halofuginone Hydrobromide
ZUM06L90GV	PYRETHRINS	032-984	OTC	Voluntarily Withdrawn	N	Evsco Pharmaceuticals, An Affiliate of IGI, Inc.	Cerumite	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-984		Pyrethrins|Piperonyl Butoxide|Squalene
CW25IKJ202	STREPTOMYCIN SULFATE	065-252	RX	Approved	N	Huvepharma EOOD	STREP SOL®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/065-252	Oral	Streptomycin Sulfate
V92SO9WP2I	GLYCOPYRROLATE	101-777	RX	Approved	N	Zoetis Inc.	Robinul®-V Injectable	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/101-777	Subcutaneous|Intravenous|Intramuscular	Glycopyrrolate
T20OQ1YN1W	CLINDAMYCIN HYDROCHLORIDE	120-161	RX	Approved	N	Zoetis Inc.	Antirobe® Capsules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/120-161	Oral	Clindamycin Hydrochloride
U16EOR79U4	PROMAZINE HYDROCHLORIDE	010-782	RX	Voluntarily Withdrawn	N	Wyeth Laboratories	Sparine Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-782	Intramuscular|Intravenous	Promazine Hydrochloride
VN04LI540Y	PHOSMET	044-757	OTC	Approved	N	Intervet, Inc.	Prolate I-E	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/044-757	Topical	Phosmet
HWT06H303Z	SPECTINOMYCIN HYDROCHLORIDE PENTAHYDRATE	015-126	RX	Approved	N	Zoetis Inc.	Spectinomycin Tablet and Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-126	Intramuscular|Oral	Spectinomycin Hydrochloride Pentahydrate
HIW548RQ3W	SODIUM SELENITE	012-635	RX	Approved	N	Intervet, Inc.	BO-SE	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/012-635	Intramuscular|Subcutaneous	Vitamin E|Sodium Selenite
68VAV8QID7	CUPRIC GLYCINATE	031-971	RX	Voluntarily Withdrawn	N	Walco International, Inc.	Cuprate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/031-971	Subcutaneous	Cupric Glycinate
48I5LU4ZWD	MECLOFENAMIC ACID	095-641	RX	Approved	N	Zoetis Inc.	Arquel Granules	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/095-641	Oral	Meclofenamic Acid
852A84Y8LS	HEXETIDINE	013-772	OTC	Withdrawn	N	Boehringer Ingelheim Vetmedica, Inc.	Baci-Fung Udder Lotion	http://www.farad.org/vetgram/ProductInfo.asp?byNada=013-772	Topical	hexetidine
2679MF687A	NICOTINIC ACID	055-025	OTC	Withdrawn	N	American Cyanamid, Division of American Home Products	Aureosulmet Oblets	http://www.farad.org/vetgram/ProductInfo.asp?byNada=055-025	Oral	sulfamethazine|nicotinic acid|chlortetracycline hydrochloride|cholecalciferol|Vitamin A
48U51W007F	SULFAMETHAZINE	006-084	RX	Approved	N	Huvepharma EOOD	Sulmet® Drinking Water Solution, 12.5%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-084	Oral	Sulfamethazine
WI93Z9138A	TESTOSTERONE PROPIONATE	011-427	OTC	Approved	N	Zoetis Inc.	Synovex® H	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/011-427	Subcutaneous	Estradiol Benzoate|Testosterone Propionate
NJJ0475N0S	PENTOBARBITAL SODIUM	004-536	RX	Approved	N	Intervet, Inc.	Somnopentyl Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/004-536	Intraperitoneal|Intravenous	Pentobarbital Sodium
0J48LPH2TH	HYDROCHLOROTHIAZIDE	013-674	RX	Approved	N	Merial, Inc.	Hydrozide Injection	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-674	Intravenous|Intramuscular	Hydrochlorothiazide
JP2EN8WORU	NITARSONE	007-616	OTC	Voluntarily Withdrawn	N	Zoetis Inc.	Histostat®-50 Type A Medicated Article	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/007-616	Oral	Nitarsone
95PFX5932Y	HETACILLIN POTASSIUM	055-021	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Hetacin® K Capsules Vet	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/055-021	Oral	Hetacillin Potassium
PBK5EQG5CQ	BOVINE SOMATOTROPIN (SOMETRIBOVE ZINC)	140-872	OTC	Approved	N	Elanco US Inc.	Posilac™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-872	Subcutaneous	Bovine Somatotropin (Sometribove Zinc)
6H4ZY4O7NA	FLUPROSTENOL SODIUM	111-529	RX	Approved	N	Bayer HealthCare LLC, Animal Health Division	Equimate®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/111-529	Intramuscular	Fluprostenol Sodium
01Q9PC255D	AMMONIUM CHLORIDE (NH4CL)	034-253	OTC	Withdrawn	N	Allied Chemical Corp.	Cal-Bar Oral	http://www.farad.org/vetgram/ProductInfo.asp?byNada=034-253	Oral	ammonium chloride (NH4Cl)
6TK1G07BHZ	POSACONAZOLE	141-266	RX	Approved	N	Intervet, Inc.	Posatex® Otic Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-266	Otic	posaconazole|Mometasone Furoate Monohydrate|Orbifloxacin
4G7DS2Q64Y	PROGESTERONE	009-576	OTC	Approved	N	Zoetis Inc.	Synovex® C	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-576	Subcutaneous	Progesterone|Estradiol Benzoate
9ME188B87G	IODINATED CASEIN	005-633	OTC	Approved	N	Agri-Tech, Inc.	Protomone Thyroactive Casein	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/005-633	Oral	Iodinated Casein
QT35T5T35Q	SULFANITRAN	009-638	OTC	Withdrawn	N	Salsbury Laboratories, Inc.	Polystat; Polystat 3	http://www.farad.org/vetgram/ProductInfo.asp?byNada=009-638	Oral	roxarsone|sulfanitran|dinitrodiphenylsulfonylethylenediamine|dibutyltin dilaurate
4IU6VSV0EI	CHLORAMINE-T TRIHYDRATE	141-423	OTC	Approved	N	Axcentive SARL	HALAMID® AQUA	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-423	Immersion	Chloramine-T trihydrate
11P9NUA12U	NICARBAZIN	009-476	OTC	Approved	N	Phibro Animal Health Corp.	Nicarb® 25%	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-476	Oral	Nicarbazin
K59P7XNB8X	DIMETRIDAZOLE	014-145	OTC	Withdrawn	N	Salsbury Laboratories, Inc.	Emtryl Tablets	http://www.farad.org/vetgram/ProductInfo.asp?byNada=014-145	Oral	dimetridazole
1S4CJB5ZGN	ESTRADIOL BENZOATE	009-576	OTC	Approved	N	Zoetis Inc.	Synovex® C	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/009-576	Subcutaneous	Progesterone|Estradiol Benzoate
660932TPY6	ORBIFLOXACIN	141-081	RX	Approved	N	Intervet, Inc.	Orbax® Tablets	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-081	Oral	Orbifloxacin
4YIQ0A94UR	(S) - METHOPRENE	141-162	OTC	Voluntarily Withdrawn	N	Wellmark International	Hartz® Flea Control Capsules™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-162	Oral	(S) - methoprene
W2S5C71Y3G	LASALOCID SODIUM	138-992	VFD	Approved	N	Zoetis Inc.	MGA® and Bovatec® and Tylan™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/138-992	Oral	Melengestrol Acetate|Tylosin Phosphate|Lasalocid sodium
679007NR5C	DESLORELIN ACETATE	141-044	RX	Approved	N	Virbac AH, Inc.	Ovuplant™	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-044	Subcutaneous	Deslorelin Acetate
KBO7409339	METOSERPATE HYDROCHLORIDE	032-738	OTC	Approved	N	Zoetis Inc.	Pacitran	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/032-738	Oral	Metoserpate Hydrochloride
8B2807733D	PREDNISOLONE ACETATE	010-312	RX	Approved	N	Intervet, Inc.	Meticortelone Acetate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-312	Intramuscular|Intra-Articular	Prednisolone Acetate
17VU4Z4W88	PIPERAZINE DIHYDROCHLORIDE	015-154	RX	Approved	N	Zoetis Inc.	Dyrex T.F - 1000	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/015-154	Oral	Trichlorfon|Piperazine Dihydrochloride|Phenothiazine
U5SYW473RQ	TELMISARTAN	141-501	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Semintra®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-501	Oral	Telmisartan
V9BI9B5YI2	DOXYLAMINE SUCCINATE	006-602	RX	Approved	N	Intervet, Inc.	A-H-Tablets 100 mg	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-602	Oral	Doxylamine Succinate
55B9HQY616	PERGOLIDE MESYLATE	141-331	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Prascend®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-331	Oral	Pergolide mesylate
971ZM8IPK1	TRICAINE METHANESULFONATE	042-427	OTC	Voluntarily Withdrawn	N	Argent Laboratories	Finquel	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/042-427	Immersion	Tricaine Methanesulfonate
Y80LB0Q7CB	BUNAMIDINE HYDROCHLORIDE	035-016	RX	Approved	N	Intervet, Inc.	Scolaban 400	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/035-016	Oral	Bunamidine Hydrochloride
7C0697DR9I	ATROPINE	013-248	RX	Approved	N	Zoetis Inc.	Freed No. 10	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/013-248	Oral	Trichlorfon|Atropine
8FYM5179QJ	PORCINE PITUITARY-DERIVED FOLLICLE STIMULATING HORMONE	141-431	RX	Approved	N	Vetoquinol USA, Inc.	FOLLTROPIN®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-431	Intramuscular	Porcine pituitary-derived follicle stimulating hormone
8LGC0BOA71	DEXAMETHASONE-21-ISONICOTINATE	093-600	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Voren® Suspension	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/093-600	Intramuscular	Dexamethasone-21-isonicotinate
A2669OWX9N	SELAMECTIN	141-152	RX	Approved	N	Zoetis Inc.	Revolution®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-152	Topical	Selamectin
7N36JHA4P6	PIPERAZINE MONOHYDROCHLORIDE	010-886	OTC	Voluntarily Withdrawn	N	Virbac AH, Inc.	Purina® Liquid Wormer	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-886	Oral	Piperazine Monohydrochloride
0YPR65R21J	SODIUM SULFATE	038-657	OTC	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Bonaid / CTC® / Sodium Sulfate	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/038-657		Chlortetracycline Hydrochloride|Buquinolate|Sodium Sulfate
8X7386QRLV	GENTAMICIN SULFATE	034-267	RX	Approved	N	Intervet, Inc.	Gentocin® Durafilm®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/034-267	Ophthalmic	Gentamicin Sulfate|Betamethasone Acetate
927AH8112L	NITROFURANTOIN	010-358	RX	Voluntarily Withdrawn	N	Proctor & Gamble Pharmaceuticals, Inc.	Furadantin Ora-Bols	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/010-358		Nitrofurantoin
5RLR54Z22K	2-MERCAPTOBENZOTHIAZOLE	005-236	OTC	Approved	N	Farnam Companies, Inc.	Sulfodene® Medication for Dogs	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/005-236	Topical	2-Mercaptobenzothiazole
34AP3BBP9T	PIMOBENDAN	141-273	RX	Approved	N	Boehringer Ingelheim Vetmedica, Inc.	Vetmedin®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/141-273	Oral	Pimobendan
2G86QN327L	GELATIN	006-281	RX	Approved	N	Zoetis Inc.	Intragel	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/006-281	Oral	Gelatin|Sodium Chloride
20ED16GHEB	SERUM GONADOTROPIN	140-856	OTC	Approved	N	Intervet, Inc.	P.G. 600®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/140-856	Subcutaneous	Chorionic Gonadotropin|Serum Gonadotropin
W7V2ZZ2FWB	LASALOCID	096-298	OTC	Approved	N	Zoetis Inc.	Avatec®	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/096-298	Oral	Lasalocid
Y45QSO73OB	STREPTOMYCIN	049-462	OTC	Voluntarily Withdrawn	N	Stockton Hay & Grain Co.	Rainbrook Broiler Premix No.1	https://animaldrugsatfda.fda.gov/adafda/views/#/home/previewsearch/049-462	Oral	Amprolium|Penicillin G Procaine|Ethopabate|Arsanilic Acid|Streptomycin
