UNII	MarketingStatus	ProductCategory	MarketDate	InitialYearApproval	ActiveCode	ApprovalAppId	Equiv NDC	NDC	Route	ActiveMoietyName	GenericProductName	URL	Comment
6SO6U10H04	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2016-07-12		ACTIB			15370-120	ORAL	"BIOTIN"	"VITAMIN A ACETATE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL, DL-, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, LEVOMEFOLATE GLUCOSAMINE, CYANOCOBALAMIN, BIOTIN, CALCIUM PANTOTHENATE, IRON PENTACARBONYL, ZINC OXIDE, COPPER, AND SODIUM FLUORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f780f7c-e712-4961-9752-6231213856e8	
568ET80C3D	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2016-07-12		ACTIM			15370-120	ORAL	"CALCIUM PANTOTHENATE"	"VITAMIN A ACETATE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL, DL-, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, LEVOMEFOLATE GLUCOSAMINE, CYANOCOBALAMIN, BIOTIN, CALCIUM PANTOTHENATE, IRON PENTACARBONYL, ZINC OXIDE, COPPER, AND SODIUM FLUORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f780f7c-e712-4961-9752-6231213856e8	
6WQ62TAQ6Z	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2016-07-12		ACTIM			15370-120	ORAL	"IRON PENTACARBONYL"	"VITAMIN A ACETATE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL, DL-, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, LEVOMEFOLATE GLUCOSAMINE, CYANOCOBALAMIN, BIOTIN, CALCIUM PANTOTHENATE, IRON PENTACARBONYL, ZINC OXIDE, COPPER, AND SODIUM FLUORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f780f7c-e712-4961-9752-6231213856e8	
SOI2LOH54Z	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2016-07-12		ACTIB			15370-120	ORAL	"ZINC OXIDE"	"VITAMIN A ACETATE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL, DL-, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, LEVOMEFOLATE GLUCOSAMINE, CYANOCOBALAMIN, BIOTIN, CALCIUM PANTOTHENATE, IRON PENTACARBONYL, ZINC OXIDE, COPPER, AND SODIUM FLUORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f780f7c-e712-4961-9752-6231213856e8	
789U1901C5	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2016-07-12		ACTIB			15370-120	ORAL	"COPPER"	"VITAMIN A ACETATE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL, DL-, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, LEVOMEFOLATE GLUCOSAMINE, CYANOCOBALAMIN, BIOTIN, CALCIUM PANTOTHENATE, IRON PENTACARBONYL, ZINC OXIDE, COPPER, AND SODIUM FLUORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f780f7c-e712-4961-9752-6231213856e8	
8ZYQ1474W7	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2016-07-12		ACTIM			15370-120	ORAL	"SODIUM FLUORIDE"	"VITAMIN A ACETATE, ASCORBIC ACID, CHOLECALCIFEROL, .ALPHA.-TOCOPHEROL, DL-, THIAMINE HYDROCHLORIDE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, LEVOMEFOLATE GLUCOSAMINE, CYANOCOBALAMIN, BIOTIN, CALCIUM PANTOTHENATE, IRON PENTACARBONYL, ZINC OXIDE, COPPER, AND SODIUM FLUORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f780f7c-e712-4961-9752-6231213856e8	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b627282-0bfe-4726-ab1b-a3f05596f0e1	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1163e9dd-fcbe-4472-9f2a-5e23880d3b6c	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1163e9dd-fcbe-4472-9f2a-5e23880d3b6c	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4282		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=23a3cade-1fcf-424b-8c52-bd3b869f4504	
N29QWW3BUO	Export only	BULK INGREDIENT	1976-06-21		ACTIB			65392-1301		"DANAZOL"	"DANAZOL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=38152348-509c-42ae-e054-00144ff8d46c	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=464c2ce3-93ff-4e97-a6b4-357073888fec	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=464c2ce3-93ff-4e97-a6b4-357073888fec	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=82d95ab2-a407-40e4-a41d-f2cc3c4e1671	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=82d95ab2-a407-40e4-a41d-f2cc3c4e1671	
T1WZ11DSRN	bulk ingredient for animal drug compounding	BULK INGREDIENT	2016-07-19		ACTIB			62157-236	NOT APPLICABLE	"ADENOSINE PHOSPHATE DISODIUM"	"ADENOSINE 5 MONOPHOSPHATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bdf4cbaf-ad81-4e9b-b082-11ad78e16071	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e77a5be9-6b79-4deb-9fb7-9158fc670b73	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e77a5be9-6b79-4deb-9fb7-9158fc670b73	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e77a5be9-6b79-4deb-9fb7-9158fc670b73	
7TQO7W3VT8		MEDICAL DEVICE			ACTIR			0409-3613		"BUPIVACAINE HYDROCHLORIDE"	"BUPIVACAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e77a5be9-6b79-4deb-9fb7-9158fc670b73	
C137DTR5RG	bulk ingredient for animal drug compounding	BULK INGREDIENT	2016-07-21		ACTIM			62157-238	NOT APPLICABLE	"THEOPHYLLINE"	"THEOPHYLLINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cfe2ceba-70c9-4855-9f77-bf1be8470656	
LX22YL083G	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2015-08-07		ACTIB			70242-112	ORAL	"DEXTROSE MONOHYDRATE"	"DEXTROSE, CITRIC ACID, POTASSIUM CITRATE, SODIUM CHLORIDE,SODIUM CITRATE, SUCRALOSE, ACESULFAME POTASSIUM, ZINC GLUCONATE, POTASSIUM SORBATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=890b3bce-27ac-44d6-b9e1-72c439dafe00	
EE90ONI6FF	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2015-08-07		ACTIB			70242-112	ORAL	"POTASSIUM CITRATE"	"DEXTROSE, CITRIC ACID, POTASSIUM CITRATE, SODIUM CHLORIDE,SODIUM CITRATE, SUCRALOSE, ACESULFAME POTASSIUM, ZINC GLUCONATE, POTASSIUM SORBATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=890b3bce-27ac-44d6-b9e1-72c439dafe00	
451W47IQ8X	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2015-08-07		ACTIB			70242-112	ORAL	"SODIUM CHLORIDE"	"DEXTROSE, CITRIC ACID, POTASSIUM CITRATE, SODIUM CHLORIDE,SODIUM CITRATE, SUCRALOSE, ACESULFAME POTASSIUM, ZINC GLUCONATE, POTASSIUM SORBATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=890b3bce-27ac-44d6-b9e1-72c439dafe00	
G538EBV4VF	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2015-08-07		ACTIB			70242-112	ORAL	"SODIUM CHLORITE"	"DEXTROSE, CITRIC ACID, POTASSIUM CITRATE, SODIUM CHLORIDE,SODIUM CITRATE, SUCRALOSE, ACESULFAME POTASSIUM, ZINC GLUCONATE, POTASSIUM SORBATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=890b3bce-27ac-44d6-b9e1-72c439dafe00	
J41CSQ7QDS	DIETARY SUPPLEMENT	DIETARY SUPPLEMENT	2015-08-07		ACTIB			70242-112	ORAL	"ZINC"	"DEXTROSE, CITRIC ACID, POTASSIUM CITRATE, SODIUM CHLORIDE,SODIUM CITRATE, SUCRALOSE, ACESULFAME POTASSIUM, ZINC GLUCONATE, POTASSIUM SORBATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=890b3bce-27ac-44d6-b9e1-72c439dafe00	
A9R10K3F2F	MEDICAL FOOD	MEDICAL FOOD	2016-07-27		ACTIB		76439-362	42291-359	ORAL	"LEVOMEFOLATE CALCIUM"	"LEVOMEFOLATE CALCIUM, PYRIDOXAL PHOSPHATE ANHYDROUS, AND METHYLCOBALAMIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59b60f10-9d74-4ec0-0807-0968abd739f4	
F06SGE49M6	MEDICAL FOOD	MEDICAL FOOD	2016-07-27		ACTIB		76439-362	42291-359	ORAL	"PYRIDOXAL PHOSPHATE ANHYDROUS"	"LEVOMEFOLATE CALCIUM, PYRIDOXAL PHOSPHATE ANHYDROUS, AND METHYLCOBALAMIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59b60f10-9d74-4ec0-0807-0968abd739f4	
BR1SN1JS2W	MEDICAL FOOD	MEDICAL FOOD	2016-07-27		ACTIB		76439-362	42291-359	ORAL	"METHYLCOBALAMIN"	"LEVOMEFOLATE CALCIUM, PYRIDOXAL PHOSPHATE ANHYDROUS, AND METHYLCOBALAMIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59b60f10-9d74-4ec0-0807-0968abd739f4	
70097M6I30	bulk ingredient for animal drug compounding	BULK INGREDIENT	2016-07-27		ACTIB			62157-242	NOT APPLICABLE	"MAGNESIUM STEARATE"	"MAGNESIUM STEARATE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=edc13c91-91a6-405e-b7f6-fcc4cf64ba5e	
YC2ZOM3Z8V	bulk ingredient for animal drug compounding	BULK INGREDIENT	2016-07-29		ACTIB			62157-245	NOT APPLICABLE	"BROMHEXINE HYDROCHLORIDE"	"BROMHEXINE HCL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfbbf987-fbd8-4693-8973-406d07498369	
55JG375S6M	bulk ingredient for animal drug compounding	BULK INGREDIENT	2016-07-29		ACTIB			62157-243	NOT APPLICABLE	"PREGABALIN"	"PREGABALIN"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eacf3d38-b37f-4009-bba4-65a6e86de840	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=396cebbe-7233-4114-839b-1e53eaee7380	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=396cebbe-7233-4114-839b-1e53eaee7380	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd3593a8-40b0-4752-829f-e7d08b44dde2	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd3593a8-40b0-4752-829f-e7d08b44dde2	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f408460b-7984-43cb-96cd-0d7fb2429dcb	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f408460b-7984-43cb-96cd-0d7fb2429dcb	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-1209		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f408460b-7984-43cb-96cd-0d7fb2429dcb	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f408460b-7984-43cb-96cd-0d7fb2429dcb	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=faa36438-50a3-463b-b404-e713cadf5c22	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=faa36438-50a3-463b-b404-e713cadf5c22	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=faa36438-50a3-463b-b404-e713cadf5c22	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-1209		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=faa36438-50a3-463b-b404-e713cadf5c22	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=faa36438-50a3-463b-b404-e713cadf5c22	
1SE9Z7D2QR	BLA	VACCINE LABEL	2016-08-01	2013	ACTIB	BLA125285		42874-016	INTRAMUSCULAR	"INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1) RECOMBINANT HEMAGGLUTININ ANTIGEN"	"INFLUENZA VACCINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc8b76d7-97c4-4d1f-b96a-5cdb86edf40f	
2I1EOL437M	BLA	VACCINE LABEL	2016-08-01	2013	ACTIB	BLA125285		42874-016	INTRAMUSCULAR	"INFLUENZA A VIRUS A/HONG KONG/4801/2014 (H3N2) RECOMBINANT HEMAGGLUTININ ANTIGEN"	"INFLUENZA VACCINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc8b76d7-97c4-4d1f-b96a-5cdb86edf40f	
058U2312CR	BLA	VACCINE LABEL	2016-08-01	2013	ACTIB	BLA125285		42874-016	INTRAMUSCULAR	"INFLUENZA B VIRUS B/BRISBANE/60/2008 RECOMBINANT HEMAGGLUTININ ANTIGEN"	"INFLUENZA VACCINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc8b76d7-97c4-4d1f-b96a-5cdb86edf40f	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1914d1e0-2a16-47d1-bf1b-f43622a2a3d0	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1914d1e0-2a16-47d1-bf1b-f43622a2a3d0	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1914d1e0-2a16-47d1-bf1b-f43622a2a3d0	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-1209		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1914d1e0-2a16-47d1-bf1b-f43622a2a3d0	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1914d1e0-2a16-47d1-bf1b-f43622a2a3d0	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=191cd69c-3eb9-4ad1-94d0-6698fddc978d	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=191cd69c-3eb9-4ad1-94d0-6698fddc978d	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=191cd69c-3eb9-4ad1-94d0-6698fddc978d	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-1209		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=191cd69c-3eb9-4ad1-94d0-6698fddc978d	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=191cd69c-3eb9-4ad1-94d0-6698fddc978d	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c48aa77-0021-4628-9def-7f9e4c7bbb7a	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c48aa77-0021-4628-9def-7f9e4c7bbb7a	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c48aa77-0021-4628-9def-7f9e4c7bbb7a	
7TQO7W3VT8		MEDICAL DEVICE			ACTIR			0409-1761		"BUPIVACAINE HYDROCHLORIDE"	"BUPIVACAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c48aa77-0021-4628-9def-7f9e4c7bbb7a	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37f5f4f4-9159-496b-8933-de755168e33a	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37f5f4f4-9159-496b-8933-de755168e33a	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37f5f4f4-9159-496b-8933-de755168e33a	
7TQO7W3VT8		MEDICAL DEVICE			ACTIR			0409-1761		"BUPIVACAINE HYDROCHLORIDE"	"BUPIVACAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37f5f4f4-9159-496b-8933-de755168e33a	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43149af7-b7df-486e-bcbf-96d7bb89b6de	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4902490a-5864-43d9-88e8-6d231eecd910	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4902490a-5864-43d9-88e8-6d231eecd910	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5890f48b-623c-4d4d-817f-48791ab7b988	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5890f48b-623c-4d4d-817f-48791ab7b988	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5890f48b-623c-4d4d-817f-48791ab7b988	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-1209		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5890f48b-623c-4d4d-817f-48791ab7b988	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5890f48b-623c-4d4d-817f-48791ab7b988	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-7241		"EPINEPHRINE"	"EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=811dbcc5-51d7-4cfb-8f51-02e07f24283c	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=811dbcc5-51d7-4cfb-8f51-02e07f24283c	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=811dbcc5-51d7-4cfb-8f51-02e07f24283c	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-1209		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=811dbcc5-51d7-4cfb-8f51-02e07f24283c	
YKH834O4BH		MEDICAL DEVICE			ACTIB			0409-1209		"EPINEPHRINE"	"LIDOCAINE HYDROCHLORIDE ANHYDROUS AND EPINEPHRINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=811dbcc5-51d7-4cfb-8f51-02e07f24283c	
0J9L7J6V8C	bulk ingredient for animal drug compounding	BULK INGREDIENT	2016-08-04		ACTIB			62157-247	NOT APPLICABLE	"NEPAFENAC"	"NEPAFENAC"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb0ed1c1-2c1f-4f65-9f15-f07550993c6d	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb564181-41f8-4ee9-8b8e-fbd3de1df3c5	
85H0HZU99M		MEDICAL DEVICE			ACTIM			52380-0001		"POVIDONE-IODINE"	"POVIDONE-IODINE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb564181-41f8-4ee9-8b8e-fbd3de1df3c5	
1C6V77QF41	bulk ingredient for animal drug compounding	BULK INGREDIENT	2016-08-04		ACTIB			62157-248	NOT APPLICABLE	"CHOLECALCIFEROL"	"CHOLECALCIFEROL"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dac99f5f-e25f-4b27-aaba-279f4a50c0b8	
V13007Z41A		MEDICAL DEVICE			ACTIR			0409-4713		"LIDOCAINE HYDROCHLORIDE"	"LIDOCAINE HYDROCHLORIDE"	https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55ecde53-4895-4df6-9d00-9bcebf3af9cb	
