UNII	Approval	Year	Unknown	Comment	Date	Date Method
13W7DMI45X	Approval Year	1973		Application:NDA017454 MALLINCKRODT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017454	09/28/1973	Drugs@FDA
0C94V6X681	Approval Year	1954		Application:NDA010911 STUART PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010911	05/19/1954	Drugs@FDA
0G3C18OH4D	Approval Year	1947		Application:NDA006044 ABBVIE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006044	12/31/1947	DeHaen 1940-1975 NMEs
197B3Q7T5Q	Approval Year	1950		Application:NDA005691 [Approval Date Uncertain] MEDPOINTE PHARM HLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005691	06/10/1950	PREDICTED
ZRP63D75JW	Approval Year	1990		Application:NDA050661 PHARMACIA AND UPJOHN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050661	09/27/1990	Drugs@FDA
ZS7284E0ZP	Approval Year	1979		Application:NDA050484 WYETH AYERST https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050484	12/19/1979	Drugs@FDA
LL3147PI1T	Approval Year	1957		Application:NDA010599 ABBVIE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010599	02/13/1957	Drugs@FDA
VHX8K5SV4X	Approval Year	1989		Application:NDA019082 ASTRAZENECA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019082	12/29/1989	OrangeBook
ADN79D536H	Approval Year	1985		Application:NDA019323 FOUGERA PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019323	12/27/1985	Drugs@FDA
IA7306519N	Approval Year	1959		Application:NDA012093 VALEANT PHARMS NORTH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012093	11/09/1959	Drugs@FDA
O3FX965V0I	Approval Year	1953		Application:NDA008943 TEVA BRANDED PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008943	07/27/1953	Drugs@FDA
L0FPV48Q5R	Approval Year	1984		Application:NDA018719 BIOENVISION https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018719	12/31/1984	OrangeBook
71M78END5S	Approval Year	2004		Application:NDA021654 SMITHKLINE BEECHAM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021654	11/10/2004	Drugs@FDA
6S082C9NDT	Approval Year	1979		Application:NDA016792 ODYSSEY PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016792	06/12/1979	Drugs@FDA
MRK240IY2L	Approval Year	1968		Application:NDA016324 SEBELA IRELAND LTD https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016324	03/20/1968	Drugs@FDA
D3SQ406G9X	Approval Year	2000		Application:NDA020971 DEPROCO https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020971	04/03/2000	Drugs@FDA
820484N8I3	Approval Year	1939		Application:NDA000734 LILLY https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=000734	04/25/1939	Drugs@FDA
I0IO929019	Approval Year	1986		Application:NDA018470 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018470	10/31/1986	OrangeBook
76H78MJJ52	Approval Year	1959		Application:NDA011316 ALLERGAN HERBERT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011316	09/09/1959	OB NME Appendix 1950-1985
PQ6CK8PD0R	Approval Year	1947		Application:NDA006071 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071	07/28/1947	Drugs@FDA
2W4A77YPAN	Approval Year	1971		Application:NDA016908 CNTY LINE PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016908	06/30/1971	Drugs@FDA
X4HES1O11F	Approval Year	1982		Application:NDA018604 VALEANT BERMUDA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018604	03/29/1982	Drugs@FDA
7A314HQM0I	Approval Year	2004		Application:NDA021749 HAMELN PHARMA PLUS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021749	08/11/2004	Drugs@FDA
X1N4508KF1	Approval Year	1986		Application:NDA018961 HOSPIRA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018961	06/26/1986	Drugs@FDA
7GR28W0FJI	Approval Year	1975		Application:NDA017575 BAYER HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017575	05/27/1975	Drugs@FDA
6KY687524K	Approval Year	1995		Application:NDA020496 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020496	11/30/1995	Drugs@FDA
4965G3J0F5	Approval Year	1941		Application:NDA005794 ORTHO MCNEIL PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=005794	12/31/1941	Drugs@FDA
5EXC0E384L	Approval Year	2015		Application:NDA207947 ACTELION PHARMS LTD https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207947	12/21/2015	Drugs@FDA
IW71N46B4Y	Approval Year	1995		Application:NDA050686 SI PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050686	12/20/1995	Drugs@FDA
C9LVQ0YUXG	Approval Year	2012		Application:NDA202324 PF PRISM CV https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202324	01/27/2012	Drugs@FDA
4Y5P7MUD51	Approval Year	1992		Application:NDA020045 BAYER HEALTHCARE LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020045	12/07/1992	Drugs@FDA
H25WJA31XE	Approval Year	1994		Application:NDA020256 LANTHEUS MEDCL https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020256	11/23/1994	Drugs@FDA
776B62CQ27	Approval Year	2006		Application:NDA021790 OTSUKA PHARM CO LTD https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021790	05/02/2006	Drugs@FDA
D7NLD2JX7U	Approval Year	2014		Application:NDA022535 GENENTECH INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022535	10/15/2014	Drugs@FDA
4F4X42SYQ6	Approval Year	1997		Application:BLA103705 GENENTECH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103705	11/26/1997	Drugs@FDA
MD6P741W8A	Approval Year	2007		Application:NDA022128 VIIV HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022128	08/06/2007	Drugs@FDA
L7T10EIP3A	Approval Year	2008		Application:NDA022029 HISAMITSU PHARM CO https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022029	02/20/2008	Drugs@FDA
9EM05410Q9	Approval Year	1973		Application:NDA050459 GLAXOSMITHKLINE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050459	11/30/1973	OB NME Appendix 1950-1985
1O4XL5SN61	Approval Year	2001		Application:NDA021001 JANSSEN PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021001	05/07/2001	Drugs@FDA
04079A1RDZ	Approval Year	1969		Application:NDA016793 TEVA PARENTERAL https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016793	06/17/1969	Drugs@FDA
X85G7936GV	Approval Year	1994		Application:BLA103575 CENTOCOR INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103575	12/22/1994	Drugs@FDA
O1R9FJ93ED	Approval Year	1983		Application:NDA050558 TELIGENT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050558	10/19/1983	Drugs@FDA
46627O600J	Approval Year	1970		Application:NDA016913 SHIRE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016913	06/04/1970	Drugs@FDA
4NM5039Y5X	Approval Year	1969		Application:NDA020231 COLGATE PALMOLIVE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020231	01/24/1969	Drugs@FDA
G07GZ97H65	Approval Year	1975		Application:NDA017613 SCHERING PLOUGH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017613	02/03/1975	Drugs@FDA
5P4DHS6ENR	Approval Year	1958		Application:NDA011210 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011210	02/10/1958	Drugs@FDA
31YO63LBSN	Approval Year	2014		Application:BLA125554 BRISTOL MYERS SQUIBB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125554	12/22/2014	Drugs@FDA
6PG9VR430D	Approval Year	1959		Application:NDA011891 ORGANON USA INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011891	10/30/1959	Drugs@FDA
Z52H4811WX	Approval Year	1957		Application:NDA011047 PHARMACIA AND UPJOHN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011047	10/04/1957	OB NME Appendix 1950-1985
7PG89G35Q7	Approval Year	2011		Application:NDA022150 SHIRE ORPHAN THERAP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022150	08/25/2011	Drugs@FDA
1NHL2J4X8K	Approval Year	1954		Application:NDA009193 MERCK https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009193	03/05/1954	Drugs@FDA
8G167061QZ	Approval Year	1967		Application:NDA016320 STI PHARMA LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016320	11/06/1967	Drugs@FDA
ONW3LB39P7	Approval Year	1956		Application:NDA010679 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010679	11/14/1956	Drugs@FDA
OP401G7OJC	Approval Year	1998		Application:BLA103795 IMMUNEX https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103795	11/02/1998	Drugs@FDA
UC6VBE7V1Z	Approval Year	1947		Application:NDA021624 MYLAN INSTITUTIONAL https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021624	08/13/1947	Drugs@FDA
L6BR2WJD8V	Approval Year	1992		Application:NDA020013 PHARMACIA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020013	02/21/1992	Drugs@FDA
W9WZN9A0GM	Approval Year	1984		Application:NDA050557 VALEANT INTL https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050557	10/26/1984	Drugs@FDA
G7RIW8S0XP	Approval Year	1992		Application:NDA020192 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020192	12/30/1992	Drugs@FDA
38R1Q0L1ZE	Approval Year	2016		Application:NDA208054 BLUE EARTH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208054	05/27/2016	Drugs@FDA
509F88P9SZ	Approval Year	1986		Application:NDA019435 GLAXOSMITHKLINE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019435	03/31/1986	Drugs@FDA
7CZF3L922Y	Approval Year	1970		Application:NDA016755 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016755	05/18/1970	OB NME Appendix 1950-1985
FXC9231JVH	Approval Year	1978		Application:NDA018044 VALIDUS PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018044	08/17/1978	Drugs@FDA
325OGW249P	Approval Year	1991		Application:NDA019616 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019616	12/31/1991	Drugs@FDA
V0M92G2U26	Approval Year	1949		Application:NDA006632 [Approval Date Uncertain] LILLY https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006632	12/31/1949	PREDICTED
A74586SNO7	Approval Year	1997		Application:NDA020839 SANOFI AVENTIS US https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020839	11/17/1997	Drugs@FDA
3DIZ9LF5Y9	Approval Year	1999		Application:NDA020862 GENZYME CORP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020862	06/09/1999	Drugs@FDA
26NAK24LS8	Approval Year	1953		Application:NDA008303 NOVARTIS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008303	01/15/1953	Drugs@FDA
KCU0C7RS7Z	Approval Year	2016		Application:NDA208341 GILEAD SCIENCES INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208341	06/28/2016	Drugs@FDA
089658A12D	Approval Year	2017		Application:BLA761061 JANSSEN BIOTECH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761061	07/13/2017	Drugs@FDA
988GU2F9PE	Approval Year	1985		Application:NDA019387 ALCON https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019387	12/24/1985	Drugs@FDA
039LU44I5M	Approval Year	1970		Application:NDA016929 HOSPIRA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016929	12/18/1970	Drugs@FDA
NS6Q291771	Approval Year	1981		Application:NDA018310 COVIDIEN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018310	07/29/1981	Drugs@FDA
ZUM06L90GV	Approval Year	2000		Application:NDA021043 BAYER HEALTHCARE LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021043	03/07/2000	Drugs@FDA
7S5I7G3JQL	Approval Year	1958		Application:NDA011664 MERCK https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011664	10/30/1958	Drugs@FDA
S4TF6I2330	Approval Year	1986		Application:NDA050608 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050608	12/31/1986	Drugs@FDA
ID0YZQ2TCP	Approval Year	2015		Application:NDA207953 JANSSEN PRODS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207953	10/23/2015	Drugs@FDA
789U1901C5	Approval Year	1974		Application:NDA017408 GD SEARLE LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017408	02/25/1974	OB NME Appendix 1950-1985
4AF302ESOS	Approval Year	1991		Application:NDA020007 NOVARTIS PHARMS CORP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020007	01/04/1991	Drugs@FDA
GR120KRT6K	Approval Year	2009		Application:NDA022006 LUNDBECK PHARMS LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022006	08/21/2009	Drugs@FDA
67P356D8GH	Approval Year	1984		Application:NDA018917 PROMIUS PHARMA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018917	12/28/1984	Drugs@FDA
EFY6W0M8TG	Approval Year	1985		Application:NDA019010 ABBVIE ENDOCRINE INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019010	04/09/1985	Drugs@FDA
23Q8M2HE6S	Approval Year	1979		Application:NDA050518 [Approval Date Uncertain] JOHNSON AND JOHNSON https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050518	08/12/1979	PREDICTED
54S68520I4	Approval Year	1955		Application:NDA006580 [Approval Date Uncertain] MCGAW https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006580	08/04/1955	PREDICTED
2494G1JF75	Approval Year	2000		Application:NDA021251 ABBVIE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021251	09/15/2000	Drugs@FDA
RO16TQF95Y	Approval Year	1957		Application:NDA011123 BRISTOL MYERS SQUIBB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011123	09/16/1957	Drugs@FDA
7D96IR0PPM	Approval Year	1994		Application:BLA103411 SIGMA TAU https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103411	02/01/1994	Drugs@FDA
9647FM7Y3Z	Approval Year	2015		Application:NDA205353 NOVARTIS PHARMS CORP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205353	02/23/2015	Drugs@FDA
5J49Q6B70F	Approval Year	1963		Application:NDA014103 LILLY https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014103	07/10/1963	Drugs@FDA
Z8E46IA45W	Approval Year	1976		Application:NDA017842 MALLINCKRODT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017842	02/23/1976	Drugs@FDA
9JDX055TW1	Approval Year	1994		Application:NDA020408 MERCK https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020408	12/09/1994	Drugs@FDA
S2F83W92TK	Approval Year	1957		Application:NDA010997 XANODYNE PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010997	08/16/1957	Drugs@FDA
4Q81I59GXC	Approval Year	1987		Application:NDA019618 MYLAN SPECIALITY LP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019618	12/24/1987	Drugs@FDA
4B33BGI082	Approval Year	1964		Application:NDA016640 BRISTOL MYERS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016640	10/15/1964	Drugs@FDA
01K63SUP8D	Approval Year	1987		Application:NDA018936 ELI LILLY AND CO https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018936	12/29/1987	Drugs@FDA
7GAQ2332NK	Approval Year	1975		Application:NDA016832 ABBOTT https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016832	01/27/1975	Drugs@FDA
I16QD7X297	Approval Year	1951		Application:ANDA060647 DOW PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060647	12/31/1951	Drugs@FDA
5SL0G7R0OK	Approval Year	1946		Application:NDA004589 B BRAUN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=004589	01/17/1946	Drugs@FDA
A6IEZ5M406	Approval Year	2006		Application:NDA021526 GILEAD https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021526	01/27/2006	Drugs@FDA
4Z8Y51M438	Approval Year	1905		Application:ANDA060101 KING PHARMS LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060101	12/31/1905	Drugs@FDA
4FB1TON47A	Approval Year	1988		Application:NDA019599 SEBELA IRELAND LTD https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019599	02/29/1988	Drugs@FDA
15UQ94PT4P	Approval Year	2001		Application:BLA103951 AMGEN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103951	09/17/2001	Drugs@FDA
QVO4N8484O	Approval Year	1953		Application:NDA009217 [Approval Date Uncertain] MEDPOINTE PHARM HLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009217	04/23/1953	PREDICTED
7U75I1278D	Approval Year	1982		Application:NDA050551 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050551	11/18/1982	Drugs@FDA
LT369U66CE	Approval Year	2018		Application:BLA761065 TAIMED BIOLOGICS USA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761065	03/06/2018	Drugs@FDA
459384H98V	Approval Year	2000		Application:NDA020789 SUNOVION PHARMS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020789	03/27/2000	Drugs@FDA
Q153V49P3Z	Approval Year	2008		Application:NDA021775 CUBIST PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021775	05/20/2008	Drugs@FDA
YU55MQ3IZY	Approval Year	1981		Application:NDA018276 PHARMACIA AND UPJOHN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018276	10/16/1981	Drugs@FDA
JGH8MYC891	Approval Year	2001		Application:BLA125029  https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125029	11/21/2001	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125029
LR24G6354G	Approval Year	2010		Application:NDA201532 EISAI INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201532	11/15/2010	Drugs@FDA
0P6C6ZOP5U	Approval Year	2011		Application:NDA022522 ASTRAZENECA PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022522	02/28/2011	Drugs@FDA
QMS40680K6	Approval Year	2004		Application:BLA125103 BIOVITRUM AB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125103	12/15/2004	Drugs@FDA
1O6C93RI7Z	Approval Year	1947		Application:NDA006071 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071	07/28/1947	Drugs@FDA
9I628532GX	Approval Year	1981		Application:NDA050545 WYETH PHARMS INC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050545	12/29/1981	Drugs@FDA
A3ULP0F556	Approval Year	2007		Application:BLA125166 ALEXION PHARM https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125166	03/16/2007	Drugs@FDA
S798V6YJRP	Approval Year	2017		Application:NDA209176 MITSUBISHI TANABE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209176	05/05/2017	Drugs@FDA
8R78F6L9VO	Approval Year	1992		Application:NDA020080 GLAXOSMITHKLINE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020080	12/28/1992	Drugs@FDA
B07L15YAEV	Approval Year	1997		Application:NDA020420 GENSIA AUTOMEDICS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020420	09/12/1997	Drugs@FDA
6490C9U457	Approval Year	1982		Application:NDA018714 BAYER HLTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018714	12/29/1982	Drugs@FDA
HO3OGH5D7I	Approval Year	1997		Application:NDA020779 AGOURON PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020779	03/14/1997	Drugs@FDA
7QVV6I50DT	Approval Year	1997		Application:NDA020760 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020760	12/18/1997	Drugs@FDA
39J1LGJ30J	Approval Year	1995		Application:NDA020281 JANSSEN PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020281	03/03/1995	Drugs@FDA
655M5O3W0U	Approval Year	2011		Application:NDA201917 VERTEX PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201917	05/23/2011	Drugs@FDA
140QMO216E	Approval Year	1963		Application:NDA012623 GD SEARLE LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012623	07/18/1963	Drugs@FDA
CHB1QD2QSS	Approval Year	1981		Application:NDA018163 SPECGX LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018163	02/27/1981	Drugs@FDA
KXO2KT9N0G	Approval Year	1991		Application:NDA019898 BRISTOL MYERS SQUIBB https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019898	10/31/1991	Drugs@FDA
WI6V529FZ9	Approval Year	2017		Application:NDA209936 BAYER HEALTHCARE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209936	09/14/2017	Drugs@FDA
550Z839889	Approval Year	1989		Application:NDA019414 BRACCO https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019414	12/29/1989	Drugs@FDA
E211KPY694	Approval Year	1991		Application:BLA103000 ALLERGAN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103000	12/09/1991	Drugs@FDA
19OWO1T3ZE	Approval Year	2003		Application:NDA021481 ROCHE https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021481	03/13/2003	Drugs@FDA
SV0CSG527L	Approval Year	1959		Application:NDA016851 ALLERGAN https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016851	06/03/1959	Drugs@FDA
30IW36W5B2	Approval Year	2002		Application:NDA021196 JAZZ PHARMS https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021196	07/17/2002	Drugs@FDA
S56D65XJ9G	Approval Year	2008		Application:NDA022291 NOVARTIS PHARMS CORP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022291	11/20/2008	Drugs@FDA
D26OSN9Q4R	Approval Year	2014		Application:NDA206307 MERLION PHARMS GMBH https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206307	12/17/2014	Drugs@FDA
E6S1NJ4Y5Q	Approval Year	1982		Application:NDA018757 MISSION PHARMA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018757	12/28/1982	Drugs@FDA
JKZ19V908O	Approval Year	2009		Application:NDA022117 FOREST LABS LLC https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022117	08/13/2009	Drugs@FDA
J2KLZ20U1M	Approval Year	1998		Application:NDA050762 PFIZER https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050762	12/18/1998	Drugs@FDA
6UYK2W1W1E	Approval Year	2013		Application:NDA204508 BAXTER HLTHCARE CORP https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204508	10/03/2013	Drugs@FDA
Q812464R06	Approval Year	1984		Application:NDA019034 FRESENIUS KABI USA https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019034	01/11/1984	Drugs@FDA
